Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r10_1bin_2_r2_medaka	7	7	7	7	24061315	24061315	24061315	24061315	7	4765365	24061315	4738357	44.79	52.15	4045590	4765365	2845431	4765365	3	1	5	1	15	1	4758127	8	0	0	6	0 + 7 part	19025060	98.920	1.075	0.00	409.11	11.40	1342474	5033911	745370	611515	3	5
r10_1bin_2_racon_r1	7	7	7	7	24060258	24060258	24060258	24060258	7	4764481	24060258	4738357	44.79	52.15	4045220	4764481	2845275	4764481	3	1	5	1	15	1	4757960	8	0	0	6	0 + 7 part	19024071	98.920	1.075	0.00	413.93	40.52	1342274	5033848	745265	611428	3	5
r10_1bin_2_racon_r2	7	7	7	7	24055824	24055824	24055824	24055824	7	4764611	24055824	4738357	44.78	52.15	4045285	4764611	2845354	4764611	3	1	5	1	15	1	4757842	8	0	0	6	0 + 7 part	19017509	98.920	1.075	0.00	418.39	37.58	1342300	5035972	745286	611450	3	5
r10_1bin_2_raw	8	8	8	8	30848967	30848967	30848967	30848967	8	6787718	30848967	4738357	49.48	52.15	4756101	6787718	2990633	6787718	3	1	5	1	18	1	4756101	20	0	0	7	0 + 8 part	25891898	98.896	1.058	0.00	463.96	226.79	1341458	4954941	744998	433871	3	5
r10_1bin_3_MP	7	7	7	7	24075009	24075009	24075009	24075009	7	4765870	24075009	4738357	44.80	52.15	4045598	4765870	2845425	4765870	3	1	5	1	15	1	4758939	8	0	0	6	0 + 7 part	19037922	98.918	1.075	0.00	412.19	21.26	1342502	5034745	745398	611508	3	5
r10_1bin_3_MP_helen	7	7	7	7	24068751	24068751	24068751	24068751	7	4765291	24068751	4738357	44.80	52.15	4045626	4765291	2845364	4765291	3	1	5	1	16	1	4757830	8	0	0	6	0 + 7 part	19032421	98.918	1.075	0.00	409.34	16.26	1342446	5034043	745356	611476	3	5
r10_1bin_3_r1_medaka	7	7	7	7	24072195	24072195	24072195	24072195	7	4765346	24072195	4738357	44.80	52.15	4045592	4765346	2845429	4765346	3	1	5	1	15	1	4758588	8	0	0	6	0 + 7 part	19035692	98.920	1.075	0.00	408.92	11.48	1342473	5034160	745370	611514	3	5
r10_1bin_3_r2_medaka	7	7	7	7	24065063	24065063	24065063	24065063	7	4765353	24065063	4738357	44.80	52.15	4045592	4765353	2845427	4765353	3	1	5	1	15	1	4758127	8	0	0	6	0 + 7 part	19028950	98.920	1.075	0.00	408.88	11.42	1342473	5033769	745371	611515	3	5
r10_1bin_3_racon_r1	7	7	7	7	24060094	24060094	24060094	24060094	7	4764528	24060094	4738357	44.78	52.15	4045212	4764528	2845297	4764528	3	1	5	1	15	1	4757931	8	0	0	6	0 + 7 part	19022053	98.920	1.075	0.00	417.09	40.16	1342271	5035696	745280	611430	3	5
r10_1bin_3_racon_r2	7	7	7	7	24056380	24056380	24056380	24056380	7	4764900	24056380	4738357	44.78	52.15	4045306	4764900	2845324	4764900	3	1	5	1	15	1	4757812	8	0	0	6	0 + 7 part	19019148	98.920	1.075	0.00	416.43	37.26	1342282	5034889	745283	611443	3	5
r10_1bin_3_raw	7	7	7	7	28130442	28130442	28130442	28130442	7	6787718	28130442	4738357	51.10	52.15	4756002	6787718	2990669	6787718	3	1	5	1	19	1	4756002	22	0	0	6	0 + 7 part	23175187	98.894	1.058	0.00	466.59	229.70	958286	4953133	744899	383173	3	6
