S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
214350	552243	1	337890	bs_ill_bs_contig2	contig_18	100.0		True
1	1065	2391852	2390801	bs_ill_bs_contig839	contig_58	92.31		True
unknown
1	965	2830799	2831762	bs_ill_bs_contig933	contig_58	93.89		True
unknown
95	215	2832404	2832524	bs_ill_bs_contig1146	contig_58	93.39		True
unknown
483	720	2832784	2833021	bs_ill_bs_contig1146	contig_58	93.28		True
unknown
666	889	2833270	2833047	bs_ill_bs_contig991	contig_58	91.07		True
unknown
337	569	2833600	2833368	bs_ill_bs_contig991	contig_58	93.56		True
unknown
108	329	2833832	2833611	bs_ill_bs_contig991	contig_58	91.44		True
unknown
1	1065	2835080	2834029	bs_ill_bs_contig839	contig_58	92.31		True
unknown
9	171	2835034	2835196	bs_ill_bs_contig13	contig_58	93.25		True
unknown
CONTIG	contig_58	2845436	mis_unaligned
707	789	2652854	2652772	bs_ill_bs_contig839	contig_1	97.59		True
unknown
61	290	2653500	2653271	bs_ill_bs_contig839	contig_1	90.43		True
unknown
707	789	2694257	2694175	bs_ill_bs_contig839	contig_1	97.59		True
unknown
61	290	2694902	2694673	bs_ill_bs_contig839	contig_1	90.43		True
unknown
CONTIG	contig_1	4765396	mis_unaligned
707	789	4540282	4540200	bs_ill_bs_contig839	contig_2	97.59		True
unknown
61	290	4540927	4540698	bs_ill_bs_contig839	contig_2	90.43		True
unknown
707	789	4583038	4582956	bs_ill_bs_contig839	contig_2	97.59		True
unknown
61	290	4583684	4583455	bs_ill_bs_contig839	contig_2	90.43		True
unknown
CONTIG	contig_2	4758957	mis_unaligned
1	1065	65151	66204	bs_ill_bs_contig839	contig_40	92.36		True
unknown
492	714	67442	67220	bs_ill_bs_contig1146	contig_40	92.38		True
unknown
95	211	67837	67721	bs_ill_bs_contig1146	contig_40	94.02		True
unknown
766	967	68743	68542	bs_ill_bs_contig933	contig_40	95.05		True
unknown
26	176	69482	69332	bs_ill_bs_contig933	contig_40	91.39		True
unknown
1	1065	142244	143297	bs_ill_bs_contig839	contig_40	92.45		True
unknown
766	967	145628	145427	bs_ill_bs_contig933	contig_40	95.05		True
unknown
26	176	146367	146217	bs_ill_bs_contig933	contig_40	91.39		True
unknown
1	1065	177757	178810	bs_ill_bs_contig839	contig_40	92.36		True
unknown
492	714	180048	179826	bs_ill_bs_contig1146	contig_40	92.83		True
unknown
95	211	180443	180327	bs_ill_bs_contig1146	contig_40	93.16		True
unknown
766	967	181153	180952	bs_ill_bs_contig933	contig_40	95.05		True
unknown
26	176	181892	181742	bs_ill_bs_contig933	contig_40	91.39		True
unknown
95	211	843795	843911	bs_ill_bs_contig1146	contig_40	93.16		True
unknown
492	714	844190	844412	bs_ill_bs_contig1146	contig_40	92.83		True
unknown
1	1065	846481	845428	bs_ill_bs_contig839	contig_40	92.45		True
unknown
299	371	1656415	1656343	bs_ill_bs_contig1326	contig_40	97.26		True
unknown
1	1065	1657085	1658138	bs_ill_bs_contig839	contig_40	92.45		True
unknown
492	714	1659376	1659154	bs_ill_bs_contig1146	contig_40	92.83		True
unknown
95	211	1659771	1659655	bs_ill_bs_contig1146	contig_40	94.02		True
unknown
766	967	1660491	1660290	bs_ill_bs_contig933	contig_40	95.05		True
unknown
26	176	1661230	1661080	bs_ill_bs_contig933	contig_40	91.39		True
unknown
CONTIG	contig_40	1947326	mis_unaligned
