S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
214350	552243	1	337892	bs_ill_bs_contig2	contig_18	100.0		True
708489	709047	2981416	2980858	bs_ill_bs_contig1	contig_18	99.84		True
translocation
114	252570	3233988	2981417	bs_ill_bs_contig9	contig_18	99.94		True
local misassembly
34	329	3234284	3233989	bs_ill_bs_contig9	contig_18	99.03		True
local misassembly [fragmentation of reference genome]
1	609	3234392	3235000	bs_ill_bs_contig1250	contig_18	100.0		True
translocation
155978	156135	3235158	3235001	bs_ill_bs_contig10	contig_18	98.37		True
local misassembly
155994	156223	3235520	3235291	bs_ill_bs_contig10	contig_18	96.52		True
local misassembly
156140	156290	3235707	3235557	bs_ill_bs_contig10	contig_18	94.7		True
local misassembly
156684	156751	3235910	3235843	bs_ill_bs_contig10	contig_18	98.53		True
local misassembly
156140	156408	3236211	3235943	bs_ill_bs_contig10	contig_18	96.28		True
translocation
59	507	3236448	3236887	bs_ill_bs_contig1250	contig_18	97.77		True
translocation
156423	156786	3237251	3236888	bs_ill_bs_contig10	contig_18	92.08		True
local misassembly
156234	156335	3237593	3237492	bs_ill_bs_contig10	contig_18	93.14		True
indel: indel (> 5bp)
155978	156197	3237813	3237594	bs_ill_bs_contig10	contig_18	99.55		True
local misassembly
156077	156223	3238092	3237946	bs_ill_bs_contig10	contig_18	97.96		True
local misassembly
156590	156939	3238506	3238157	bs_ill_bs_contig10	contig_18	100.0		True
local misassembly
1	156862	3395608	3238747	bs_ill_bs_contig10	contig_18	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	2262	3395987	3398248	bs_ill_bs_contig411	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	269408	3668211	3398803	bs_ill_bs_contig6	contig_18	100.0		True
translocation
1	599	3668810	3668212	bs_ill_bs_contig2	contig_18	98.06		True
fake: not a misassembly [fragmentation of reference genome]
708516	709047	3669343	3668812	bs_ill_bs_contig1	contig_18	98.81		True
translocation
1	137190	3669344	3806533	bs_ill_bs_contig11	contig_18	100.0		True
translocation
1	574	3807107	3806534	bs_ill_bs_contig2	contig_18	97.62		True
fake: not a misassembly [fragmentation of reference genome]
708549	709047	3807607	3807109	bs_ill_bs_contig1	contig_18	98.69		True
translocation
1	23242	3830849	3807608	bs_ill_bs_contig19	contig_18	100.0		True
translocation
708485	709047	3830850	3831412	bs_ill_bs_contig1	contig_18	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	214348	3831414	4045598	bs_ill_bs_contig2	contig_18	99.92		True
CONTIG	contig_18	4045598	misassembled
18672	18790	268374	268256	bs_ill_bs_contig13	contig_31	90.76		True
unknown
1	277	286244	285968	bs_ill_bs_contig13	contig_31	91.07		True
unknown
1	1065	286190	287254	bs_ill_bs_contig839	contig_31	95.6		True
unknown
108	910	287449	288257	bs_ill_bs_contig991	contig_31	91.87		True
unknown
83	720	288898	288262	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
1	966	290408	289445	bs_ill_bs_contig933	contig_31	94.21		True
unknown
1	133	290354	290486	bs_ill_bs_contig3	contig_31	91.73		True
unknown
159	246	290512	290599	bs_ill_bs_contig3	contig_31	90.91		True
unknown
266	333	290621	290688	bs_ill_bs_contig3	contig_31	95.59		True
unknown
1	277	292263	291987	bs_ill_bs_contig13	contig_31	91.07		True
unknown
1	1065	292209	293273	bs_ill_bs_contig839	contig_31	95.6		True
unknown
108	910	293468	294276	bs_ill_bs_contig991	contig_31	91.87		True
unknown
83	720	294917	294281	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
1	966	296427	295464	bs_ill_bs_contig933	contig_31	94.21		True
unknown
1	133	296373	296505	bs_ill_bs_contig3	contig_31	91.73		True
unknown
159	246	296531	296618	bs_ill_bs_contig3	contig_31	90.91		True
unknown
266	333	296640	296707	bs_ill_bs_contig3	contig_31	95.59		True
unknown
1	277	529814	529538	bs_ill_bs_contig13	contig_31	91.07		True
unknown
1	1065	529760	530824	bs_ill_bs_contig839	contig_31	95.6		True
unknown
108	910	531019	531827	bs_ill_bs_contig991	contig_31	91.87		True
unknown
83	720	532468	531832	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
1	966	534229	533266	bs_ill_bs_contig933	contig_31	94.21		True
unknown
1	4776	679048	674349	bs_ill_bs_contig89	contig_31	97.51		True
unknown
1	966	1078028	1078991	bs_ill_bs_contig933	contig_31	94.21		True
unknown
83	720	1079789	1080425	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
108	910	1081238	1080430	bs_ill_bs_contig991	contig_31	91.87		True
unknown
1	1065	1082497	1081433	bs_ill_bs_contig839	contig_31	95.6		True
unknown
1	277	1082443	1082719	bs_ill_bs_contig13	contig_31	91.07		True
unknown
266	333	1676329	1676262	bs_ill_bs_contig3	contig_31	95.59		True
unknown
159	246	1676438	1676351	bs_ill_bs_contig3	contig_31	90.91		True
unknown
1	133	1676596	1676464	bs_ill_bs_contig3	contig_31	91.73		True
unknown
1	966	1676542	1677505	bs_ill_bs_contig933	contig_31	94.21		True
unknown
83	720	1678052	1678688	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
108	910	1679501	1678693	bs_ill_bs_contig991	contig_31	91.87		True
unknown
1	1065	1680760	1679696	bs_ill_bs_contig839	contig_31	95.6		True
unknown
1	277	1680706	1680982	bs_ill_bs_contig13	contig_31	91.07		True
unknown
266	333	1781006	1780939	bs_ill_bs_contig3	contig_31	95.59		True
unknown
159	246	1781115	1781028	bs_ill_bs_contig3	contig_31	90.91		True
unknown
1	133	1781273	1781141	bs_ill_bs_contig3	contig_31	91.73		True
unknown
1	966	1781219	1782182	bs_ill_bs_contig933	contig_31	94.21		True
unknown
83	720	1782729	1783365	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
108	910	1784178	1783370	bs_ill_bs_contig991	contig_31	91.87		True
unknown
1	1065	1785437	1784373	bs_ill_bs_contig839	contig_31	95.6		True
unknown
1	277	1785383	1785659	bs_ill_bs_contig13	contig_31	91.07		True
unknown
CONTIG	contig_31	2992074	mis_unaligned
8	169	405465	405304	bs_ill_bs_contig13	contig_50	95.06		True
unknown
1	1068	405418	406484	bs_ill_bs_contig839	contig_50	93.83		True
unknown
1	982	409860	408879	bs_ill_bs_contig933	contig_50	92.83		True
unknown
1	1068	541423	542490	bs_ill_bs_contig839	contig_50	93.74		True
unknown
1	982	545864	544882	bs_ill_bs_contig933	contig_50	92.93		True
unknown
1	1068	654874	655941	bs_ill_bs_contig839	contig_50	93.83		True
unknown
1	982	659268	658286	bs_ill_bs_contig933	contig_50	92.73		True
unknown
2	120	659215	659333	bs_ill_bs_contig3	contig_50	90.76		True
unknown
261	334	659475	659548	bs_ill_bs_contig3	contig_50	93.24		True
unknown
1	982	1715124	1716105	bs_ill_bs_contig933	contig_50	92.83		True
unknown
1	1068	1719534	1718467	bs_ill_bs_contig839	contig_50	93.83		True
unknown
1	982	1759737	1760719	bs_ill_bs_contig933	contig_50	92.83		True
unknown
1	1068	1764089	1763022	bs_ill_bs_contig839	contig_50	93.83		True
unknown
1	982	1764993	1765975	bs_ill_bs_contig933	contig_50	92.93		True
unknown
1	1068	1769311	1768245	bs_ill_bs_contig839	contig_50	93.74		True
unknown
8	169	1769264	1769425	bs_ill_bs_contig13	contig_50	95.06		True
unknown
CONTIG	contig_50	2719603	mis_unaligned
1	965	604599	605562	bs_ill_bs_contig933	contig_58	93.89		True
unknown
95	215	606204	606324	bs_ill_bs_contig1146	contig_58	92.56		True
unknown
483	720	606584	606821	bs_ill_bs_contig1146	contig_58	93.28		True
unknown
666	889	607070	606847	bs_ill_bs_contig991	contig_58	91.52		True
unknown
337	569	607400	607168	bs_ill_bs_contig991	contig_58	93.56		True
unknown
108	329	607632	607411	bs_ill_bs_contig991	contig_58	91.44		True
unknown
1	1065	608880	607829	bs_ill_bs_contig839	contig_58	92.31		True
unknown
9	171	608834	608996	bs_ill_bs_contig13	contig_58	93.25		True
unknown
9	171	2112850	2112688	bs_ill_bs_contig13	contig_58	93.25		True
unknown
1	1065	2112804	2113855	bs_ill_bs_contig839	contig_58	92.31		True
unknown
108	329	2114052	2114273	bs_ill_bs_contig991	contig_58	91.44		True
unknown
337	569	2114284	2114516	bs_ill_bs_contig991	contig_58	93.56		True
unknown
666	889	2114614	2114837	bs_ill_bs_contig991	contig_58	91.07		True
unknown
483	720	2115100	2114863	bs_ill_bs_contig1146	contig_58	93.28		True
unknown
95	215	2115480	2115360	bs_ill_bs_contig1146	contig_58	93.39		True
unknown
1	965	2116983	2116020	bs_ill_bs_contig933	contig_58	93.89		True
unknown
33226	33297	2171637	2171566	bs_ill_bs_contig13	contig_58	95.83		True
unknown
32338	32486	2172525	2172377	bs_ill_bs_contig13	contig_58	91.95		True
unknown
1	965	2387665	2388628	bs_ill_bs_contig933	contig_58	93.89		True
unknown
95	215	2389168	2389288	bs_ill_bs_contig1146	contig_58	93.39		True
unknown
483	720	2389548	2389785	bs_ill_bs_contig1146	contig_58	93.28		True
unknown
666	889	2390034	2389811	bs_ill_bs_contig991	contig_58	91.52		True
unknown
337	569	2390364	2390132	bs_ill_bs_contig991	contig_58	93.56		True
unknown
108	329	2390596	2390375	bs_ill_bs_contig991	contig_58	91.44		True
unknown
1	1065	2391844	2390793	bs_ill_bs_contig839	contig_58	92.31		True
unknown
1	965	2830793	2831756	bs_ill_bs_contig933	contig_58	93.89		True
unknown
95	215	2832398	2832518	bs_ill_bs_contig1146	contig_58	93.39		True
unknown
483	720	2832778	2833015	bs_ill_bs_contig1146	contig_58	93.28		True
unknown
666	889	2833264	2833041	bs_ill_bs_contig991	contig_58	91.07		True
unknown
337	569	2833594	2833362	bs_ill_bs_contig991	contig_58	93.56		True
unknown
108	329	2833826	2833605	bs_ill_bs_contig991	contig_58	91.44		True
unknown
1	1065	2835074	2834023	bs_ill_bs_contig839	contig_58	92.31		True
unknown
9	171	2835028	2835190	bs_ill_bs_contig13	contig_58	93.25		True
unknown
CONTIG	contig_58	2845430	mis_unaligned
707	789	2652848	2652766	bs_ill_bs_contig839	contig_1	97.59		True
unknown
61	290	2653494	2653265	bs_ill_bs_contig839	contig_1	90.43		True
unknown
707	789	2694248	2694166	bs_ill_bs_contig839	contig_1	97.59		True
unknown
61	290	2694894	2694665	bs_ill_bs_contig839	contig_1	90.43		True
unknown
CONTIG	contig_1	4765365	mis_unaligned
707	789	4539922	4539840	bs_ill_bs_contig839	contig_2	97.59		True
unknown
61	290	4540568	4540339	bs_ill_bs_contig839	contig_2	90.43		True
unknown
707	789	4582678	4582596	bs_ill_bs_contig839	contig_2	97.59		True
unknown
61	290	4583324	4583095	bs_ill_bs_contig839	contig_2	90.43		True
unknown
CONTIG	contig_2	4758584	mis_unaligned
1	1065	65143	66196	bs_ill_bs_contig839	contig_40	92.36		True
unknown
492	714	67434	67212	bs_ill_bs_contig1146	contig_40	92.38		True
unknown
95	211	67829	67713	bs_ill_bs_contig1146	contig_40	94.02		True
unknown
766	967	68734	68533	bs_ill_bs_contig933	contig_40	95.05		True
unknown
26	176	69475	69325	bs_ill_bs_contig933	contig_40	91.39		True
unknown
1	1065	142235	143288	bs_ill_bs_contig839	contig_40	92.45		True
unknown
492	714	144526	144304	bs_ill_bs_contig1146	contig_40	92.83		True
unknown
95	211	144921	144805	bs_ill_bs_contig1146	contig_40	94.02		True
unknown
766	967	145631	145430	bs_ill_bs_contig933	contig_40	95.05		True
unknown
26	176	146370	146220	bs_ill_bs_contig933	contig_40	91.39		True
unknown
1	1065	177759	178812	bs_ill_bs_contig839	contig_40	91.89		True
unknown
492	714	180050	179828	bs_ill_bs_contig1146	contig_40	92.83		True
unknown
95	211	180445	180329	bs_ill_bs_contig1146	contig_40	93.16		True
unknown
766	967	181155	180954	bs_ill_bs_contig933	contig_40	95.05		True
unknown
26	176	181894	181744	bs_ill_bs_contig933	contig_40	91.39		True
unknown
95	211	843830	843946	bs_ill_bs_contig1146	contig_40	93.16		True
unknown
492	714	844225	844447	bs_ill_bs_contig1146	contig_40	92.83		True
unknown
1	1065	846516	845463	bs_ill_bs_contig839	contig_40	92.45		True
unknown
299	371	1655386	1655314	bs_ill_bs_contig1326	contig_40	97.26		True
unknown
1	1065	1656056	1657109	bs_ill_bs_contig839	contig_40	92.45		True
unknown
492	714	1658347	1658125	bs_ill_bs_contig1146	contig_40	92.83		True
unknown
95	211	1658742	1658626	bs_ill_bs_contig1146	contig_40	94.02		True
unknown
766	967	1659462	1659261	bs_ill_bs_contig933	contig_40	95.05		True
unknown
26	176	1660201	1660051	bs_ill_bs_contig933	contig_40	91.39		True
unknown
CONTIG	contig_40	1937700	mis_unaligned
