S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
214350	552243	1	337867	bs_ill_bs_contig2	contig_18	99.98		True
1	156862	3395366	3238515	bs_ill_bs_contig10	contig_18	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	2262	3395745	3398006	bs_ill_bs_contig411	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	269408	3667936	3398561	bs_ill_bs_contig6	contig_18	99.98		True
translocation
1	599	3668535	3667937	bs_ill_bs_contig2	contig_18	98.06		True
fake: not a misassembly [fragmentation of reference genome]
708516	709047	3669068	3668537	bs_ill_bs_contig1	contig_18	98.81		True
translocation
1	137190	3669069	3806246	bs_ill_bs_contig11	contig_18	99.98		True
translocation
1	574	3806819	3806247	bs_ill_bs_contig2	contig_18	97.47		True
fake: not a misassembly [fragmentation of reference genome]
708549	709047	3807319	3806821	bs_ill_bs_contig1	contig_18	98.69		True
translocation
1	23242	3830560	3807320	bs_ill_bs_contig19	contig_18	100.0		True
translocation
708485	709047	3830561	3831123	bs_ill_bs_contig1	contig_18	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	214348	3831125	4045293	bs_ill_bs_contig2	contig_18	99.91		True
CONTIG	contig_18	4045293	misassembled
18672	18790	268359	268241	bs_ill_bs_contig13	contig_31	90.76		True
unknown
1	277	286229	285953	bs_ill_bs_contig13	contig_31	91.07		True
unknown
1	1065	286175	287239	bs_ill_bs_contig839	contig_31	95.6		True
unknown
108	910	287434	288242	bs_ill_bs_contig991	contig_31	91.87		True
unknown
83	720	288883	288247	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
1	966	290393	289430	bs_ill_bs_contig933	contig_31	94.21		True
unknown
1	133	290339	290471	bs_ill_bs_contig3	contig_31	91.73		True
unknown
159	246	290497	290584	bs_ill_bs_contig3	contig_31	90.91		True
unknown
266	333	290606	290673	bs_ill_bs_contig3	contig_31	95.59		True
unknown
1	277	292248	291972	bs_ill_bs_contig13	contig_31	91.07		True
unknown
1	1065	292194	293258	bs_ill_bs_contig839	contig_31	95.6		True
unknown
108	910	293453	294261	bs_ill_bs_contig991	contig_31	91.87		True
unknown
83	720	294902	294266	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
1	966	296411	295449	bs_ill_bs_contig933	contig_31	94.11		True
unknown
1	133	296357	296489	bs_ill_bs_contig3	contig_31	91.73		True
unknown
159	246	296515	296602	bs_ill_bs_contig3	contig_31	90.91		True
unknown
266	333	296624	296691	bs_ill_bs_contig3	contig_31	95.59		True
unknown
1	277	529797	529521	bs_ill_bs_contig13	contig_31	91.07		True
unknown
1	1065	529743	530808	bs_ill_bs_contig839	contig_31	95.6		True
unknown
108	910	531003	531811	bs_ill_bs_contig991	contig_31	91.87		True
unknown
83	720	532452	531816	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
1	966	534213	533250	bs_ill_bs_contig933	contig_31	94.21		True
unknown
1	4776	679028	674329	bs_ill_bs_contig89	contig_31	97.51		True
unknown
1	966	1077984	1078947	bs_ill_bs_contig933	contig_31	94.21		True
unknown
83	720	1079745	1080381	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
108	910	1081194	1080386	bs_ill_bs_contig991	contig_31	91.87		True
unknown
1	1065	1082452	1081389	bs_ill_bs_contig839	contig_31	95.51		True
unknown
1	277	1082398	1082674	bs_ill_bs_contig13	contig_31	91.07		True
unknown
266	333	1676249	1676182	bs_ill_bs_contig3	contig_31	95.59		True
unknown
159	246	1676358	1676271	bs_ill_bs_contig3	contig_31	90.91		True
unknown
1	133	1676516	1676384	bs_ill_bs_contig3	contig_31	91.73		True
unknown
1	966	1676462	1677423	bs_ill_bs_contig933	contig_31	94.01		True
unknown
83	720	1677970	1678606	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
108	910	1679419	1678611	bs_ill_bs_contig991	contig_31	91.87		True
unknown
1	1065	1680678	1679614	bs_ill_bs_contig839	contig_31	95.6		True
unknown
1	277	1680624	1680900	bs_ill_bs_contig13	contig_31	91.07		True
unknown
266	333	1780916	1780849	bs_ill_bs_contig3	contig_31	95.59		True
unknown
159	246	1781025	1780938	bs_ill_bs_contig3	contig_31	90.91		True
unknown
1	133	1781183	1781051	bs_ill_bs_contig3	contig_31	91.73		True
unknown
1	966	1781129	1782092	bs_ill_bs_contig933	contig_31	94.21		True
unknown
83	720	1782639	1783275	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
108	910	1784088	1783280	bs_ill_bs_contig991	contig_31	91.87		True
unknown
1	1065	1785347	1784283	bs_ill_bs_contig839	contig_31	95.6		True
unknown
1	277	1785293	1785569	bs_ill_bs_contig13	contig_31	91.07		True
unknown
CONTIG	contig_31	2991951	mis_unaligned
8	169	405599	405438	bs_ill_bs_contig13	contig_50	95.06		True
unknown
1	1068	405552	406621	bs_ill_bs_contig839	contig_50	93.56		True
unknown
1	982	410002	409017	bs_ill_bs_contig933	contig_50	92.56		True
unknown
1	1068	541596	542663	bs_ill_bs_contig839	contig_50	93.74		True
unknown
493	720	543890	543663	bs_ill_bs_contig1146	contig_50	96.05		True
unknown
95	183	544287	544199	bs_ill_bs_contig1146	contig_50	91.01		True
unknown
1	982	546039	545056	bs_ill_bs_contig933	contig_50	92.84		True
unknown
1	1068	655071	656136	bs_ill_bs_contig839	contig_50	93.83		True
unknown
480	720	657377	657137	bs_ill_bs_contig1146	contig_50	95.44		True
unknown
95	184	657763	657674	bs_ill_bs_contig1146	contig_50	91.11		True
unknown
1	982	659468	658487	bs_ill_bs_contig933	contig_50	92.83		True
unknown
2	120	659415	659533	bs_ill_bs_contig3	contig_50	90.76		True
unknown
261	334	659676	659749	bs_ill_bs_contig3	contig_50	93.24		True
unknown
261	334	1715346	1715273	bs_ill_bs_contig3	contig_50	93.24		True
unknown
2	120	1715606	1715488	bs_ill_bs_contig3	contig_50	90.76		True
unknown
1	982	1715553	1716535	bs_ill_bs_contig933	contig_50	92.93		True
unknown
95	185	1717276	1717366	bs_ill_bs_contig1146	contig_50	91.21		True
unknown
294	405	1717473	1717584	bs_ill_bs_contig1146	contig_50	91.07		True
unknown
480	720	1717658	1717898	bs_ill_bs_contig1146	contig_50	95.02		True
unknown
1	1068	1719967	1718900	bs_ill_bs_contig839	contig_50	93.83		True
unknown
8	169	1719920	1720081	bs_ill_bs_contig13	contig_50	95.06		True
unknown
261	334	1759983	1759910	bs_ill_bs_contig3	contig_50	93.24		True
unknown
135	251	1760111	1759995	bs_ill_bs_contig3	contig_50	90.6		True
unknown
2	120	1760245	1760127	bs_ill_bs_contig3	contig_50	90.76		True
unknown
1	982	1760192	1761174	bs_ill_bs_contig933	contig_50	92.83		True
unknown
95	184	1761855	1761944	bs_ill_bs_contig1146	contig_50	91.11		True
unknown
493	720	1762252	1762479	bs_ill_bs_contig1146	contig_50	95.61		True
unknown
1	1068	1764551	1763480	bs_ill_bs_contig839	contig_50	93.48		True
unknown
1	982	1765458	1766439	bs_ill_bs_contig933	contig_50	92.63		True
unknown
95	183	1767086	1767174	bs_ill_bs_contig1146	contig_50	91.01		True
unknown
495	720	1767487	1767712	bs_ill_bs_contig1146	contig_50	95.58		True
unknown
1	1068	1769779	1768712	bs_ill_bs_contig839	contig_50	93.65		True
unknown
8	169	1769732	1769893	bs_ill_bs_contig13	contig_50	95.06		True
unknown
CONTIG	contig_50	2720301	mis_unaligned
1	965	604574	605537	bs_ill_bs_contig933	contig_58	93.89		True
unknown
95	215	606179	606299	bs_ill_bs_contig1146	contig_58	92.56		True
unknown
483	720	606559	606796	bs_ill_bs_contig1146	contig_58	93.28		True
unknown
666	889	607045	606822	bs_ill_bs_contig991	contig_58	91.52		True
unknown
337	569	607375	607143	bs_ill_bs_contig991	contig_58	93.56		True
unknown
108	329	607607	607386	bs_ill_bs_contig991	contig_58	91.44		True
unknown
1	1065	608854	607804	bs_ill_bs_contig839	contig_58	92.21		True
unknown
9	171	608808	608970	bs_ill_bs_contig13	contig_58	93.25		True
unknown
9	171	2112764	2112602	bs_ill_bs_contig13	contig_58	93.25		True
unknown
1	1065	2112718	2113769	bs_ill_bs_contig839	contig_58	92.31		True
unknown
108	329	2113966	2114187	bs_ill_bs_contig991	contig_58	91.44		True
unknown
337	569	2114198	2114430	bs_ill_bs_contig991	contig_58	93.56		True
unknown
666	889	2114528	2114751	bs_ill_bs_contig991	contig_58	91.07		True
unknown
483	720	2115014	2114777	bs_ill_bs_contig1146	contig_58	93.28		True
unknown
95	215	2115394	2115274	bs_ill_bs_contig1146	contig_58	93.39		True
unknown
1	965	2116897	2115934	bs_ill_bs_contig933	contig_58	93.89		True
unknown
33226	33297	2171541	2171470	bs_ill_bs_contig13	contig_58	95.83		True
unknown
32338	32486	2172429	2172281	bs_ill_bs_contig13	contig_58	91.95		True
unknown
1	965	2387552	2388515	bs_ill_bs_contig933	contig_58	93.89		True
unknown
95	187	2389055	2389147	bs_ill_bs_contig1146	contig_58	95.7		True
unknown
483	720	2389434	2389671	bs_ill_bs_contig1146	contig_58	93.28		True
unknown
666	889	2389920	2389697	bs_ill_bs_contig991	contig_58	91.52		True
unknown
337	569	2390250	2390018	bs_ill_bs_contig991	contig_58	93.56		True
unknown
108	329	2390482	2390261	bs_ill_bs_contig991	contig_58	91.44		True
unknown
1	1065	2391728	2390679	bs_ill_bs_contig839	contig_58	92.12		True
unknown
1	965	2830650	2831613	bs_ill_bs_contig933	contig_58	93.89		True
unknown
95	215	2832255	2832375	bs_ill_bs_contig1146	contig_58	93.39		True
unknown
483	720	2832635	2832872	bs_ill_bs_contig1146	contig_58	93.28		True
unknown
666	889	2833121	2832898	bs_ill_bs_contig991	contig_58	91.07		True
unknown
378	569	2833410	2833219	bs_ill_bs_contig991	contig_58	95.31		True
unknown
108	320	2833683	2833471	bs_ill_bs_contig991	contig_58	91.08		True
unknown
1	1065	2834931	2833880	bs_ill_bs_contig839	contig_58	92.31		True
unknown
9	171	2834885	2835047	bs_ill_bs_contig13	contig_58	93.25		True
unknown
CONTIG	contig_58	2845286	mis_unaligned
707	789	2652502	2652420	bs_ill_bs_contig839	contig_1	97.59		True
unknown
61	290	2653148	2652919	bs_ill_bs_contig839	contig_1	90.43		True
unknown
707	789	2693889	2693807	bs_ill_bs_contig839	contig_1	97.59		True
unknown
61	290	2694535	2694306	bs_ill_bs_contig839	contig_1	90.43		True
unknown
CONTIG	contig_1	4764689	mis_unaligned
707	789	4539374	4539292	bs_ill_bs_contig839	contig_2	97.59		True
unknown
61	290	4540020	4539791	bs_ill_bs_contig839	contig_2	90.43		True
unknown
707	789	4582123	4582041	bs_ill_bs_contig839	contig_2	97.59		True
unknown
61	290	4582769	4582540	bs_ill_bs_contig839	contig_2	90.43		True
unknown
CONTIG	contig_2	4758019	mis_unaligned
1	1065	65095	66146	bs_ill_bs_contig839	contig_40	92.17		True
unknown
492	714	67383	67161	bs_ill_bs_contig1146	contig_40	92.38		True
unknown
95	211	67778	67662	bs_ill_bs_contig1146	contig_40	94.02		True
unknown
766	967	68683	68482	bs_ill_bs_contig933	contig_40	95.05		True
unknown
465	758	68984	68691	bs_ill_bs_contig933	contig_40	90.82		True
unknown
26	176	69340	69190	bs_ill_bs_contig933	contig_40	91.39		True
unknown
1	1065	141840	142893	bs_ill_bs_contig839	contig_40	92.45		True
unknown
788	967	145069	144890	bs_ill_bs_contig933	contig_40	95.0		True
unknown
26	176	145810	145660	bs_ill_bs_contig933	contig_40	91.39		True
unknown
1	1065	177015	178067	bs_ill_bs_contig839	contig_40	92.26		True
unknown
492	714	179305	179083	bs_ill_bs_contig1146	contig_40	92.83		True
unknown
95	211	179698	179582	bs_ill_bs_contig1146	contig_40	93.16		True
unknown
26	180	840316	840470	bs_ill_bs_contig933	contig_40	90.97		True
unknown
766	967	841031	841232	bs_ill_bs_contig933	contig_40	95.05		True
unknown
952	1065	843481	843368	bs_ill_bs_contig839	contig_40	97.37		True
unknown
818	928	843604	843494	bs_ill_bs_contig839	contig_40	91.89		True
unknown
704	794	843718	843628	bs_ill_bs_contig839	contig_40	100.0		True
unknown
497	653	843882	843726	bs_ill_bs_contig839	contig_40	90.45		True
unknown
1	482	844378	843897	bs_ill_bs_contig839	contig_40	96.68		True
unknown
299	371	1652493	1652421	bs_ill_bs_contig1326	contig_40	97.26		True
unknown
1	1065	1653163	1654213	bs_ill_bs_contig839	contig_40	92.17		True
unknown
492	714	1655451	1655229	bs_ill_bs_contig1146	contig_40	92.83		True
unknown
95	211	1655845	1655729	bs_ill_bs_contig1146	contig_40	94.02		True
unknown
766	967	1656532	1656331	bs_ill_bs_contig933	contig_40	95.05		True
unknown
26	176	1657271	1657121	bs_ill_bs_contig933	contig_40	91.39		True
unknown
CONTIG	contig_40	1935646	mis_unaligned
