S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
214350	552243	1	337870	bs_ill_bs_contig2	contig_18	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1088484	1087763	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1089837	1088856	bs_ill_bs_contig933	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	430	1089838	1090213	bs_ill_bs_contig3	contig_18	99.54		True
translocation
56	453	1090698	1090301	bs_ill_bs_contig13	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	1090699	1091851	bs_ill_bs_contig839	contig_18	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1091853	1092763	bs_ill_bs_contig991	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1093486	1092765	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1094839	1093858	bs_ill_bs_contig933	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	430	1094840	1095215	bs_ill_bs_contig3	contig_18	99.54		True
local misassembly
521	601	1095477	1095557	bs_ill_bs_contig3	contig_18	100.0		True
translocation
56	449	1096312	1095919	bs_ill_bs_contig13	contig_18	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	1096313	1097464	bs_ill_bs_contig839	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1097466	1098376	bs_ill_bs_contig991	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1099099	1098378	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1100452	1099471	bs_ill_bs_contig933	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	375	1100453	1100772	bs_ill_bs_contig3	contig_18	99.77		True
translocation
1	60136	1160908	1100773	bs_ill_bs_contig13	contig_18	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1152	1160909	1162005	bs_ill_bs_contig839	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1162007	1162917	bs_ill_bs_contig991	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1163640	1162919	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1164993	1164012	bs_ill_bs_contig933	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	341	1164994	1165279	bs_ill_bs_contig3	contig_18	100.0		True
translocation
1	536	1166261	1165726	bs_ill_bs_contig1326	contig_18	100.0		True
translocation
56	453	1166776	1166378	bs_ill_bs_contig13	contig_18	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	1166777	1167928	bs_ill_bs_contig839	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1167930	1168840	bs_ill_bs_contig991	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1169563	1168842	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1170916	1169935	bs_ill_bs_contig933	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	168	1170917	1171029	bs_ill_bs_contig3	contig_18	100.0		True
indel: indel (<= 5bp)
169	341	1171032	1171204	bs_ill_bs_contig3	contig_18	100.0		True
translocation
1	55215	1226514	1171300	bs_ill_bs_contig15	contig_18	100.0		True
translocation
328	395	1226582	1226515	bs_ill_bs_contig13	contig_18	100.0		True
local misassembly
56	274	1226935	1226717	bs_ill_bs_contig13	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	1226936	1228087	bs_ill_bs_contig839	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1228089	1228999	bs_ill_bs_contig991	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1229722	1229001	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1231252	1230271	bs_ill_bs_contig933	contig_18	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	342	1231253	1231539	bs_ill_bs_contig3	contig_18	100.0		True
translocation
1	15524	1247149	1231627	bs_ill_bs_contig21	contig_18	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	1152	1247547	1248698	bs_ill_bs_contig839	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1248700	1249610	bs_ill_bs_contig991	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1250333	1249612	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1251863	1250882	bs_ill_bs_contig933	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	59870	1311980	1252117	bs_ill_bs_contig14	contig_18	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	709047	1312211	2021084	bs_ill_bs_contig1	contig_18	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	599	2021086	2021684	bs_ill_bs_contig2	contig_18	99.41		True
translocation
1	263211	2284876	2021685	bs_ill_bs_contig7	contig_18	99.99		True
translocation
1	620	2285496	2284877	bs_ill_bs_contig2	contig_18	99.11		True
fake: not a misassembly [fragmentation of reference genome]
708490	709047	2286055	2285498	bs_ill_bs_contig1	contig_18	99.84		True
translocation
1	38370	2324421	2286056	bs_ill_bs_contig16	contig_18	99.99		True
translocation
56	341	2324707	2324422	bs_ill_bs_contig3	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	982	2324708	2325689	bs_ill_bs_contig933	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	2326061	2326782	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	2327694	2326784	bs_ill_bs_contig991	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1152	2328847	2327696	bs_ill_bs_contig839	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	274	2328848	2329066	bs_ill_bs_contig13	contig_18	100.0		True
local misassembly
328	453	2329201	2329326	bs_ill_bs_contig13	contig_18	100.0		True
translocation
1	536	2329471	2329979	bs_ill_bs_contig1326	contig_18	90.26		True
fake: not a misassembly [fragmentation of reference genome]
1	37065	2368331	2331271	bs_ill_bs_contig17	contig_18	99.99		True
translocation
708489	709047	2368332	2368890	bs_ill_bs_contig1	contig_18	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	599	2368892	2369490	bs_ill_bs_contig2	contig_18	99.26		True
translocation
1	315068	2369491	2684529	bs_ill_bs_contig4	contig_18	99.98		True
translocation
708490	709047	2684530	2685087	bs_ill_bs_contig1	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	599	2685089	2685688	bs_ill_bs_contig2	contig_18	99.11		True
translocation
1	294381	2980045	2685689	bs_ill_bs_contig5	contig_18	99.99		True
translocation
1	618	2980663	2980046	bs_ill_bs_contig2	contig_18	99.26		True
fake: not a misassembly [fragmentation of reference genome]
708489	709047	2981223	2980665	bs_ill_bs_contig1	contig_18	99.84		True
translocation
114	252570	3233778	2981224	bs_ill_bs_contig9	contig_18	99.93		True
local misassembly
34	329	3234074	3233779	bs_ill_bs_contig9	contig_18	99.03		True
local misassembly [fragmentation of reference genome]
1	609	3234182	3234790	bs_ill_bs_contig1250	contig_18	100.0		True
translocation
155978	156135	3234948	3234791	bs_ill_bs_contig10	contig_18	98.37		True
local misassembly
155994	156223	3235310	3235081	bs_ill_bs_contig10	contig_18	96.52		True
local misassembly
156140	156290	3235497	3235347	bs_ill_bs_contig10	contig_18	94.7		True
local misassembly
156684	156751	3235700	3235633	bs_ill_bs_contig10	contig_18	98.53		True
local misassembly
156140	156408	3236001	3235733	bs_ill_bs_contig10	contig_18	96.28		True
translocation
59	507	3236238	3236677	bs_ill_bs_contig1250	contig_18	97.77		True
translocation
156423	156786	3237041	3236678	bs_ill_bs_contig10	contig_18	92.08		True
local misassembly
156234	156335	3237383	3237282	bs_ill_bs_contig10	contig_18	93.14		True
indel: indel (> 5bp)
155978	156197	3237603	3237384	bs_ill_bs_contig10	contig_18	99.55		True
local misassembly
156077	156223	3237882	3237736	bs_ill_bs_contig10	contig_18	97.96		True
local misassembly
156864	156939	3238022	3237947	bs_ill_bs_contig10	contig_18	100.0		True
indel: indel (<= 5bp)
156590	156862	3238295	3238023	bs_ill_bs_contig10	contig_18	100.0		True
local misassembly
1	156862	3395383	3238536	bs_ill_bs_contig10	contig_18	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	2262	3395762	3398023	bs_ill_bs_contig411	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	269408	3667958	3398578	bs_ill_bs_contig6	contig_18	99.99		True
translocation
1	599	3668557	3667959	bs_ill_bs_contig2	contig_18	98.06		True
fake: not a misassembly [fragmentation of reference genome]
708516	709047	3669090	3668559	bs_ill_bs_contig1	contig_18	98.81		True
translocation
1	137190	3669091	3806267	bs_ill_bs_contig11	contig_18	99.99		True
translocation
1	574	3806841	3806268	bs_ill_bs_contig2	contig_18	97.62		True
fake: not a misassembly [fragmentation of reference genome]
708549	709047	3807341	3806843	bs_ill_bs_contig1	contig_18	98.69		True
translocation
1	23242	3830582	3807342	bs_ill_bs_contig19	contig_18	100.0		True
translocation
708485	709047	3830583	3831145	bs_ill_bs_contig1	contig_18	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	214348	3831147	4045319	bs_ill_bs_contig2	contig_18	99.91		True
CONTIG	contig_18	4045319	misassembled
18672	18790	268357	268239	bs_ill_bs_contig13	contig_31	90.76		True
unknown
1	277	286226	285950	bs_ill_bs_contig13	contig_31	91.07		True
unknown
1	1065	286172	287236	bs_ill_bs_contig839	contig_31	95.6		True
unknown
108	910	287431	288239	bs_ill_bs_contig991	contig_31	91.87		True
unknown
83	720	288880	288244	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
1	966	290390	289427	bs_ill_bs_contig933	contig_31	94.21		True
unknown
1	133	290336	290468	bs_ill_bs_contig3	contig_31	91.73		True
unknown
159	246	290494	290581	bs_ill_bs_contig3	contig_31	90.91		True
unknown
266	333	290603	290670	bs_ill_bs_contig3	contig_31	95.59		True
unknown
1	277	292245	291969	bs_ill_bs_contig13	contig_31	91.07		True
unknown
1	1065	292191	293255	bs_ill_bs_contig839	contig_31	95.6		True
unknown
108	910	293450	294258	bs_ill_bs_contig991	contig_31	91.87		True
unknown
83	720	294899	294263	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
1	966	296409	295446	bs_ill_bs_contig933	contig_31	94.21		True
unknown
1	133	296355	296487	bs_ill_bs_contig3	contig_31	91.73		True
unknown
159	246	296513	296600	bs_ill_bs_contig3	contig_31	90.91		True
unknown
266	333	296622	296689	bs_ill_bs_contig3	contig_31	95.59		True
unknown
1	277	529788	529512	bs_ill_bs_contig13	contig_31	91.07		True
unknown
1	1065	529734	530798	bs_ill_bs_contig839	contig_31	95.6		True
unknown
108	910	530993	531801	bs_ill_bs_contig991	contig_31	91.87		True
unknown
83	720	532442	531806	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
1	966	534203	533240	bs_ill_bs_contig933	contig_31	94.21		True
unknown
1	4776	679017	674318	bs_ill_bs_contig89	contig_31	97.51		True
unknown
1	966	1077994	1078957	bs_ill_bs_contig933	contig_31	94.21		True
unknown
83	720	1079755	1080391	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
108	910	1081204	1080396	bs_ill_bs_contig991	contig_31	91.87		True
unknown
1	1065	1082463	1081399	bs_ill_bs_contig839	contig_31	95.6		True
unknown
1	277	1082409	1082685	bs_ill_bs_contig13	contig_31	91.07		True
unknown
266	333	1676278	1676211	bs_ill_bs_contig3	contig_31	95.59		True
unknown
159	246	1676387	1676300	bs_ill_bs_contig3	contig_31	90.91		True
unknown
1	133	1676545	1676413	bs_ill_bs_contig3	contig_31	91.73		True
unknown
1	966	1676491	1677454	bs_ill_bs_contig933	contig_31	94.21		True
unknown
83	720	1678001	1678637	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
108	910	1679450	1678642	bs_ill_bs_contig991	contig_31	91.87		True
unknown
1	1065	1680709	1679645	bs_ill_bs_contig839	contig_31	95.6		True
unknown
1	277	1680655	1680931	bs_ill_bs_contig13	contig_31	91.07		True
unknown
266	333	1780952	1780885	bs_ill_bs_contig3	contig_31	95.59		True
unknown
159	246	1781061	1780974	bs_ill_bs_contig3	contig_31	90.91		True
unknown
1	133	1781219	1781087	bs_ill_bs_contig3	contig_31	91.73		True
unknown
1	966	1781165	1782128	bs_ill_bs_contig933	contig_31	94.21		True
unknown
83	720	1782675	1783311	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
108	910	1784125	1783316	bs_ill_bs_contig991	contig_31	91.76		True
unknown
1	1065	1785384	1784320	bs_ill_bs_contig839	contig_31	95.6		True
unknown
1	277	1785330	1785606	bs_ill_bs_contig13	contig_31	91.07		True
unknown
CONTIG	contig_31	2991999	mis_unaligned
8	169	405606	405445	bs_ill_bs_contig13	contig_50	95.06		True
unknown
1	1068	405559	406626	bs_ill_bs_contig839	contig_50	93.74		True
unknown
1	982	410006	409020	bs_ill_bs_contig933	contig_50	92.36		True
unknown
1	1068	541605	542672	bs_ill_bs_contig839	contig_50	93.74		True
unknown
1	982	546049	545067	bs_ill_bs_contig933	contig_50	92.83		True
unknown
1	1068	655085	656152	bs_ill_bs_contig839	contig_50	93.83		True
unknown
480	720	657393	657153	bs_ill_bs_contig1146	contig_50	95.44		True
unknown
95	184	657778	657689	bs_ill_bs_contig1146	contig_50	91.11		True
unknown
1	982	659484	658502	bs_ill_bs_contig933	contig_50	92.73		True
unknown
2	120	659431	659549	bs_ill_bs_contig3	contig_50	90.76		True
unknown
261	334	659691	659764	bs_ill_bs_contig3	contig_50	93.24		True
unknown
261	334	1715364	1715291	bs_ill_bs_contig3	contig_50	93.24		True
unknown
2	120	1715624	1715506	bs_ill_bs_contig3	contig_50	90.76		True
unknown
1	982	1715571	1716552	bs_ill_bs_contig933	contig_50	92.83		True
unknown
1	1068	1719979	1718912	bs_ill_bs_contig839	contig_50	93.83		True
unknown
1	982	1760200	1761182	bs_ill_bs_contig933	contig_50	92.83		True
unknown
1	1068	1764557	1763490	bs_ill_bs_contig839	contig_50	93.83		True
unknown
1	982	1765461	1766442	bs_ill_bs_contig933	contig_50	92.83		True
unknown
1	1068	1769780	1768713	bs_ill_bs_contig839	contig_50	93.83		True
unknown
8	169	1769733	1769894	bs_ill_bs_contig13	contig_50	95.06		True
unknown
CONTIG	contig_50	2720317	mis_unaligned
1	965	604578	605541	bs_ill_bs_contig933	contig_58	93.89		True
unknown
95	215	606183	606303	bs_ill_bs_contig1146	contig_58	92.56		True
unknown
483	720	606563	606800	bs_ill_bs_contig1146	contig_58	93.28		True
unknown
666	889	607049	606826	bs_ill_bs_contig991	contig_58	91.52		True
unknown
337	569	607379	607147	bs_ill_bs_contig991	contig_58	93.56		True
unknown
108	329	607611	607390	bs_ill_bs_contig991	contig_58	91.44		True
unknown
1	1065	608859	607808	bs_ill_bs_contig839	contig_58	92.31		True
unknown
9	171	608813	608975	bs_ill_bs_contig13	contig_58	93.25		True
unknown
9	171	2112781	2112619	bs_ill_bs_contig13	contig_58	93.25		True
unknown
1	1065	2112735	2113786	bs_ill_bs_contig839	contig_58	92.31		True
unknown
108	329	2113983	2114204	bs_ill_bs_contig991	contig_58	91.44		True
unknown
337	569	2114215	2114447	bs_ill_bs_contig991	contig_58	93.56		True
unknown
666	889	2114545	2114768	bs_ill_bs_contig991	contig_58	91.07		True
unknown
483	720	2115031	2114794	bs_ill_bs_contig1146	contig_58	93.28		True
unknown
95	215	2115411	2115291	bs_ill_bs_contig1146	contig_58	93.39		True
unknown
1	965	2116914	2115951	bs_ill_bs_contig933	contig_58	93.89		True
unknown
33226	33297	2171565	2171494	bs_ill_bs_contig13	contig_58	95.83		True
unknown
32338	32486	2172453	2172305	bs_ill_bs_contig13	contig_58	91.95		True
unknown
1	965	2387575	2388538	bs_ill_bs_contig933	contig_58	93.89		True
unknown
95	215	2389078	2389198	bs_ill_bs_contig1146	contig_58	93.39		True
unknown
483	720	2389458	2389695	bs_ill_bs_contig1146	contig_58	93.28		True
unknown
666	889	2389944	2389721	bs_ill_bs_contig991	contig_58	91.52		True
unknown
337	569	2390274	2390042	bs_ill_bs_contig991	contig_58	93.56		True
unknown
108	329	2390506	2390285	bs_ill_bs_contig991	contig_58	91.44		True
unknown
1	1065	2391754	2390703	bs_ill_bs_contig839	contig_58	92.31		True
unknown
1	965	2830671	2831634	bs_ill_bs_contig933	contig_58	93.89		True
unknown
95	215	2832276	2832396	bs_ill_bs_contig1146	contig_58	93.39		True
unknown
483	720	2832656	2832893	bs_ill_bs_contig1146	contig_58	93.28		True
unknown
666	889	2833142	2832919	bs_ill_bs_contig991	contig_58	91.07		True
unknown
337	569	2833472	2833240	bs_ill_bs_contig991	contig_58	93.56		True
unknown
108	329	2833704	2833483	bs_ill_bs_contig991	contig_58	91.44		True
unknown
1	1065	2834952	2833901	bs_ill_bs_contig839	contig_58	92.31		True
unknown
9	171	2834906	2835068	bs_ill_bs_contig13	contig_58	93.25		True
unknown
CONTIG	contig_58	2845307	mis_unaligned
707	789	2652507	2652425	bs_ill_bs_contig839	contig_1	97.59		True
unknown
61	290	2653153	2652924	bs_ill_bs_contig839	contig_1	90.43		True
unknown
707	789	2693897	2693815	bs_ill_bs_contig839	contig_1	97.59		True
unknown
61	290	2694543	2694314	bs_ill_bs_contig839	contig_1	90.43		True
unknown
CONTIG	contig_1	4764726	mis_unaligned
707	789	4539407	4539325	bs_ill_bs_contig839	contig_2	97.59		True
unknown
61	290	4540053	4539824	bs_ill_bs_contig839	contig_2	90.43		True
unknown
707	789	4582159	4582077	bs_ill_bs_contig839	contig_2	97.59		True
unknown
61	290	4582805	4582576	bs_ill_bs_contig839	contig_2	90.43		True
unknown
CONTIG	contig_2	4758050	mis_unaligned
1	1065	65095	66148	bs_ill_bs_contig839	contig_40	92.36		True
unknown
492	714	67385	67163	bs_ill_bs_contig1146	contig_40	92.83		True
unknown
95	211	67780	67664	bs_ill_bs_contig1146	contig_40	94.02		True
unknown
533	967	68722	68288	bs_ill_bs_contig933	contig_40	91.99		True
unknown
202	298	68886	68790	bs_ill_bs_contig933	contig_40	94.85		True
unknown
26	176	69061	68911	bs_ill_bs_contig933	contig_40	91.39		True
unknown
1	1065	141780	142832	bs_ill_bs_contig839	contig_40	92.45		True
unknown
766	967	145173	144972	bs_ill_bs_contig933	contig_40	95.05		True
unknown
26	176	145912	145762	bs_ill_bs_contig933	contig_40	91.39		True
unknown
1	457	177184	177640	bs_ill_bs_contig839	contig_40	98.03		True
unknown
597	1065	177675	178132	bs_ill_bs_contig839	contig_40	90.34		True
unknown
492	714	179370	179148	bs_ill_bs_contig1146	contig_40	92.83		True
unknown
95	211	179765	179649	bs_ill_bs_contig1146	contig_40	93.16		True
unknown
766	967	180475	180274	bs_ill_bs_contig933	contig_40	95.05		True
unknown
26	176	181214	181064	bs_ill_bs_contig933	contig_40	91.39		True
unknown
95	161	842489	842555	bs_ill_bs_contig1146	contig_40	94.03		True
unknown
492	714	842883	843105	bs_ill_bs_contig1146	contig_40	92.38		True
unknown
1	1065	844828	843775	bs_ill_bs_contig839	contig_40	92.45		True
unknown
299	371	1650856	1650784	bs_ill_bs_contig1326	contig_40	97.26		True
unknown
1	1065	1651526	1652579	bs_ill_bs_contig839	contig_40	92.45		True
unknown
492	714	1653817	1653595	bs_ill_bs_contig1146	contig_40	92.83		True
unknown
95	211	1654212	1654096	bs_ill_bs_contig1146	contig_40	94.02		True
unknown
766	967	1654773	1654572	bs_ill_bs_contig933	contig_40	95.05		True
unknown
26	176	1655512	1655362	bs_ill_bs_contig933	contig_40	91.39		True
unknown
CONTIG	contig_40	1928318	mis_unaligned
