S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
214350	552243	1	337892	bs_ill_bs_contig2	contig_18	100.0		True
708489	709047	2981423	2980865	bs_ill_bs_contig1	contig_18	99.84		True
translocation
114	252570	3233995	2981424	bs_ill_bs_contig9	contig_18	99.94		True
local misassembly
34	329	3234291	3233996	bs_ill_bs_contig9	contig_18	99.03		True
local misassembly [fragmentation of reference genome]
1	609	3234399	3235007	bs_ill_bs_contig1250	contig_18	100.0		True
translocation
155978	156135	3235165	3235008	bs_ill_bs_contig10	contig_18	98.37		True
local misassembly
155994	156223	3235527	3235298	bs_ill_bs_contig10	contig_18	96.52		True
local misassembly
156140	156290	3235714	3235564	bs_ill_bs_contig10	contig_18	94.7		True
local misassembly
156684	156751	3235917	3235850	bs_ill_bs_contig10	contig_18	98.53		True
local misassembly
156140	156408	3236218	3235950	bs_ill_bs_contig10	contig_18	96.28		True
translocation
59	507	3236455	3236894	bs_ill_bs_contig1250	contig_18	97.77		True
translocation
156423	156786	3237258	3236895	bs_ill_bs_contig10	contig_18	92.08		True
local misassembly
156234	156335	3237600	3237499	bs_ill_bs_contig10	contig_18	93.14		True
indel: indel (> 5bp)
155978	156197	3237820	3237601	bs_ill_bs_contig10	contig_18	99.55		True
local misassembly
156077	156223	3238099	3237953	bs_ill_bs_contig10	contig_18	97.96		True
local misassembly
156590	156939	3238513	3238164	bs_ill_bs_contig10	contig_18	100.0		True
local misassembly
1	156862	3395615	3238754	bs_ill_bs_contig10	contig_18	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	2262	3395994	3398255	bs_ill_bs_contig411	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	269408	3668217	3398810	bs_ill_bs_contig6	contig_18	100.0		True
translocation
1	599	3668816	3668218	bs_ill_bs_contig2	contig_18	98.06		True
fake: not a misassembly [fragmentation of reference genome]
708516	709047	3669349	3668818	bs_ill_bs_contig1	contig_18	98.81		True
translocation
1	137190	3669350	3806537	bs_ill_bs_contig11	contig_18	100.0		True
translocation
1	574	3807111	3806538	bs_ill_bs_contig2	contig_18	97.62		True
fake: not a misassembly [fragmentation of reference genome]
708549	709047	3807611	3807113	bs_ill_bs_contig1	contig_18	98.69		True
translocation
1	23242	3830853	3807612	bs_ill_bs_contig19	contig_18	100.0		True
translocation
708485	709047	3830854	3831416	bs_ill_bs_contig1	contig_18	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	214348	3831418	4045602	bs_ill_bs_contig2	contig_18	99.92		True
CONTIG	contig_18	4045602	misassembled
18672	18790	268375	268257	bs_ill_bs_contig13	contig_31	90.76		True
unknown
1	277	286245	285969	bs_ill_bs_contig13	contig_31	91.07		True
unknown
1	1065	286191	287255	bs_ill_bs_contig839	contig_31	95.6		True
unknown
108	910	287450	288258	bs_ill_bs_contig991	contig_31	91.87		True
unknown
83	720	288899	288263	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
1	966	290409	289446	bs_ill_bs_contig933	contig_31	94.21		True
unknown
1	133	290355	290487	bs_ill_bs_contig3	contig_31	91.73		True
unknown
159	246	290513	290600	bs_ill_bs_contig3	contig_31	90.91		True
unknown
266	333	290622	290689	bs_ill_bs_contig3	contig_31	95.59		True
unknown
1	277	292264	291988	bs_ill_bs_contig13	contig_31	91.07		True
unknown
1	1065	292210	293274	bs_ill_bs_contig839	contig_31	95.6		True
unknown
108	910	293469	294277	bs_ill_bs_contig991	contig_31	91.87		True
unknown
83	720	294918	294282	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
1	966	296428	295465	bs_ill_bs_contig933	contig_31	94.21		True
unknown
1	133	296374	296506	bs_ill_bs_contig3	contig_31	91.73		True
unknown
159	246	296532	296619	bs_ill_bs_contig3	contig_31	90.91		True
unknown
266	333	296641	296708	bs_ill_bs_contig3	contig_31	95.59		True
unknown
1	277	529815	529539	bs_ill_bs_contig13	contig_31	91.07		True
unknown
1	1065	529761	530825	bs_ill_bs_contig839	contig_31	95.6		True
unknown
108	910	531020	531828	bs_ill_bs_contig991	contig_31	91.87		True
unknown
83	720	532469	531833	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
1	966	534230	533267	bs_ill_bs_contig933	contig_31	94.21		True
unknown
1	4776	679050	674351	bs_ill_bs_contig89	contig_31	97.51		True
unknown
1	966	1078030	1078993	bs_ill_bs_contig933	contig_31	94.21		True
unknown
83	720	1079791	1080427	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
108	910	1081240	1080432	bs_ill_bs_contig991	contig_31	91.87		True
unknown
1	1065	1082499	1081435	bs_ill_bs_contig839	contig_31	95.6		True
unknown
1	277	1082445	1082721	bs_ill_bs_contig13	contig_31	91.07		True
unknown
266	333	1676328	1676261	bs_ill_bs_contig3	contig_31	95.59		True
unknown
159	246	1676437	1676350	bs_ill_bs_contig3	contig_31	90.91		True
unknown
1	133	1676595	1676463	bs_ill_bs_contig3	contig_31	91.73		True
unknown
1	966	1676541	1677504	bs_ill_bs_contig933	contig_31	94.21		True
unknown
83	720	1678051	1678687	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
108	910	1679500	1678692	bs_ill_bs_contig991	contig_31	91.87		True
unknown
1	1065	1680759	1679695	bs_ill_bs_contig839	contig_31	95.6		True
unknown
1	277	1680705	1680981	bs_ill_bs_contig13	contig_31	91.07		True
unknown
266	333	1781005	1780938	bs_ill_bs_contig3	contig_31	95.59		True
unknown
159	246	1781114	1781027	bs_ill_bs_contig3	contig_31	90.91		True
unknown
1	133	1781272	1781140	bs_ill_bs_contig3	contig_31	91.73		True
unknown
1	966	1781218	1782181	bs_ill_bs_contig933	contig_31	94.21		True
unknown
83	720	1782728	1783364	bs_ill_bs_contig1146	contig_31	90.39		True
unknown
108	910	1784177	1783369	bs_ill_bs_contig991	contig_31	91.87		True
unknown
1	1065	1785436	1784372	bs_ill_bs_contig839	contig_31	95.6		True
unknown
1	277	1785382	1785658	bs_ill_bs_contig13	contig_31	91.07		True
unknown
CONTIG	contig_31	2992073	mis_unaligned
8	169	405460	405299	bs_ill_bs_contig13	contig_50	95.06		True
unknown
1	1068	405413	406478	bs_ill_bs_contig839	contig_50	93.73		True
unknown
1	982	409856	408875	bs_ill_bs_contig933	contig_50	92.83		True
unknown
1	1068	541419	542486	bs_ill_bs_contig839	contig_50	93.74		True
unknown
493	720	543713	543486	bs_ill_bs_contig1146	contig_50	96.05		True
unknown
95	183	544110	544022	bs_ill_bs_contig1146	contig_50	91.01		True
unknown
1	982	545860	544878	bs_ill_bs_contig933	contig_50	92.93		True
unknown
1	1068	654867	655934	bs_ill_bs_contig839	contig_50	93.83		True
unknown
1	982	659261	658280	bs_ill_bs_contig933	contig_50	92.83		True
unknown
2	120	659208	659326	bs_ill_bs_contig3	contig_50	90.76		True
unknown
261	334	659468	659541	bs_ill_bs_contig3	contig_50	93.24		True
unknown
1	982	1715073	1716055	bs_ill_bs_contig933	contig_50	92.93		True
unknown
1	1068	1719485	1718418	bs_ill_bs_contig839	contig_50	93.83		True
unknown
1	982	1759687	1760669	bs_ill_bs_contig933	contig_50	92.83		True
unknown
95	184	1761349	1761438	bs_ill_bs_contig1146	contig_50	91.11		True
unknown
493	720	1761746	1761973	bs_ill_bs_contig1146	contig_50	96.05		True
unknown
1	1068	1764042	1762974	bs_ill_bs_contig839	contig_50	93.74		True
unknown
1	982	1764946	1765928	bs_ill_bs_contig933	contig_50	92.73		True
unknown
95	183	1766575	1766663	bs_ill_bs_contig1146	contig_50	91.01		True
unknown
480	720	1766960	1767200	bs_ill_bs_contig1146	contig_50	95.44		True
unknown
1	1068	1769266	1768200	bs_ill_bs_contig839	contig_50	93.74		True
unknown
8	169	1769219	1769380	bs_ill_bs_contig13	contig_50	95.06		True
unknown
CONTIG	contig_50	2719506	mis_unaligned
1	965	604598	605561	bs_ill_bs_contig933	contig_58	93.89		True
unknown
95	215	606203	606323	bs_ill_bs_contig1146	contig_58	92.56		True
unknown
483	720	606583	606820	bs_ill_bs_contig1146	contig_58	93.28		True
unknown
666	889	607069	606846	bs_ill_bs_contig991	contig_58	91.52		True
unknown
337	569	607399	607167	bs_ill_bs_contig991	contig_58	93.56		True
unknown
108	329	607631	607410	bs_ill_bs_contig991	contig_58	91.44		True
unknown
1	1065	608879	607828	bs_ill_bs_contig839	contig_58	92.31		True
unknown
9	171	608833	608995	bs_ill_bs_contig13	contig_58	93.25		True
unknown
9	171	2112846	2112684	bs_ill_bs_contig13	contig_58	93.25		True
unknown
1	1065	2112800	2113851	bs_ill_bs_contig839	contig_58	92.31		True
unknown
108	329	2114048	2114269	bs_ill_bs_contig991	contig_58	91.44		True
unknown
337	569	2114280	2114512	bs_ill_bs_contig991	contig_58	93.56		True
unknown
666	889	2114610	2114833	bs_ill_bs_contig991	contig_58	91.07		True
unknown
483	720	2115096	2114859	bs_ill_bs_contig1146	contig_58	93.28		True
unknown
95	215	2115476	2115356	bs_ill_bs_contig1146	contig_58	93.39		True
unknown
1	965	2116979	2116016	bs_ill_bs_contig933	contig_58	93.89		True
unknown
33226	33297	2171633	2171562	bs_ill_bs_contig13	contig_58	95.83		True
unknown
32338	32486	2172521	2172373	bs_ill_bs_contig13	contig_58	91.95		True
unknown
1	965	2387661	2388624	bs_ill_bs_contig933	contig_58	93.89		True
unknown
95	215	2389164	2389284	bs_ill_bs_contig1146	contig_58	93.39		True
unknown
483	720	2389544	2389781	bs_ill_bs_contig1146	contig_58	93.28		True
unknown
666	889	2390030	2389807	bs_ill_bs_contig991	contig_58	91.52		True
unknown
337	569	2390360	2390128	bs_ill_bs_contig991	contig_58	93.56		True
unknown
108	329	2390592	2390371	bs_ill_bs_contig991	contig_58	91.44		True
unknown
1	1065	2391841	2390789	bs_ill_bs_contig839	contig_58	92.22		True
unknown
1	965	2830791	2831754	bs_ill_bs_contig933	contig_58	93.89		True
unknown
95	215	2832396	2832516	bs_ill_bs_contig1146	contig_58	93.39		True
unknown
483	720	2832776	2833013	bs_ill_bs_contig1146	contig_58	93.28		True
unknown
666	889	2833262	2833039	bs_ill_bs_contig991	contig_58	91.07		True
unknown
337	569	2833592	2833360	bs_ill_bs_contig991	contig_58	93.56		True
unknown
108	329	2833824	2833603	bs_ill_bs_contig991	contig_58	91.44		True
unknown
1	1065	2835072	2834021	bs_ill_bs_contig839	contig_58	92.31		True
unknown
9	171	2835026	2835188	bs_ill_bs_contig13	contig_58	93.25		True
unknown
CONTIG	contig_58	2845428	mis_unaligned
707	789	2652844	2652762	bs_ill_bs_contig839	contig_1	97.59		True
unknown
61	290	2653490	2653261	bs_ill_bs_contig839	contig_1	90.43		True
unknown
707	789	2694244	2694162	bs_ill_bs_contig839	contig_1	97.59		True
unknown
61	290	2694890	2694661	bs_ill_bs_contig839	contig_1	90.43		True
unknown
CONTIG	contig_1	4765361	mis_unaligned
707	789	4539919	4539837	bs_ill_bs_contig839	contig_2	97.59		True
unknown
61	290	4540565	4540336	bs_ill_bs_contig839	contig_2	90.43		True
unknown
707	789	4582675	4582593	bs_ill_bs_contig839	contig_2	97.59		True
unknown
61	290	4583321	4583092	bs_ill_bs_contig839	contig_2	90.43		True
unknown
CONTIG	contig_2	4758581	mis_unaligned
1	1065	65144	66197	bs_ill_bs_contig839	contig_40	92.36		True
unknown
492	714	67435	67213	bs_ill_bs_contig1146	contig_40	92.38		True
unknown
95	211	67830	67714	bs_ill_bs_contig1146	contig_40	94.02		True
unknown
766	967	68735	68534	bs_ill_bs_contig933	contig_40	95.05		True
unknown
26	176	69474	69324	bs_ill_bs_contig933	contig_40	91.39		True
unknown
1	1065	142235	143288	bs_ill_bs_contig839	contig_40	92.45		True
unknown
492	714	144526	144304	bs_ill_bs_contig1146	contig_40	92.83		True
unknown
95	211	144921	144805	bs_ill_bs_contig1146	contig_40	94.02		True
unknown
766	967	145631	145430	bs_ill_bs_contig933	contig_40	95.05		True
unknown
26	176	146370	146220	bs_ill_bs_contig933	contig_40	91.39		True
unknown
1	1065	177759	178812	bs_ill_bs_contig839	contig_40	92.36		True
unknown
492	714	180050	179828	bs_ill_bs_contig1146	contig_40	92.83		True
unknown
95	211	180445	180329	bs_ill_bs_contig1146	contig_40	93.16		True
unknown
766	967	181155	180954	bs_ill_bs_contig933	contig_40	95.05		True
unknown
26	176	181894	181744	bs_ill_bs_contig933	contig_40	91.39		True
unknown
95	211	843776	843892	bs_ill_bs_contig1146	contig_40	93.16		True
unknown
492	714	844171	844393	bs_ill_bs_contig1146	contig_40	92.83		True
unknown
1	1065	846464	845411	bs_ill_bs_contig839	contig_40	92.36		True
unknown
299	371	1655333	1655261	bs_ill_bs_contig1326	contig_40	97.26		True
unknown
1	1065	1656003	1657056	bs_ill_bs_contig839	contig_40	92.45		True
unknown
492	714	1658294	1658072	bs_ill_bs_contig1146	contig_40	92.83		True
unknown
95	211	1658689	1658573	bs_ill_bs_contig1146	contig_40	94.02		True
unknown
766	967	1659409	1659208	bs_ill_bs_contig933	contig_40	95.05		True
unknown
26	176	1660148	1659998	bs_ill_bs_contig933	contig_40	91.39		True
unknown
CONTIG	contig_40	1945604	mis_unaligned
