All statistics are based on contigs of size >= 5000 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                     r10_1bin_v4_1_MP  r10_1bin_v4_1_MP_helen  r10_1bin_v4_1_r1_medaka  r10_1bin_v4_1_r2_medaka  r10_1bin_v4_1_racon_r1  r10_1bin_v4_1_racon_r2  r10_1bin_v4_1_raw  r10_1bin_v4_2_MP  r10_1bin_v4_2_MP_helen  r10_1bin_v4_2_r1_medaka  r10_1bin_v4_2_r2_medaka  r10_1bin_v4_2_racon_r1  r10_1bin_v4_2_racon_r2  r10_1bin_v4_2_raw  r10_1bin_v4_3_MP  r10_1bin_v4_3_MP_helen  r10_1bin_v4_3_r1_medaka  r10_1bin_v4_3_r2_medaka  r10_1bin_v4_3_racon_r1  r10_1bin_v4_3_racon_r2  r10_1bin_v4_3_raw
LG50                         1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                
L75                          5                 5                       5                        5                        5                       5                       5                  5                 5                       5                        5                        5                       5                       5                  5                 5                       5                        5                        5                       5                       5                
LG75                         1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                
# misassemblies              14                14                      14                       14                       14                      14                      14                 14                14                      14                       14                       14                      14                      14                 13                13                      13                       13                       13                      13                      13               
# misassembled contigs       1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                
Misassembled contigs length  2719604           2717981                 2721032                  2721117                  2720473                 2720627                 2718866            2719612           2717995                 2721107                  2721159                  2720554                 2720625                 2718764            2719599           2717947                 2721113                  2721154                  2720557                 2720624                 2718437          
# local misassemblies        10                10                      9                        9                        9                       10                      20                 10                10                      10                       9                        10                      10                      24                 10                10                      9                        10                       9                       11                      20               
# scaffold gap ext. mis.     0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# scaffold gap loc. mis.     0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# unaligned mis. contigs     6                 6                       6                        6                        6                       6                       5                  6                 6                       6                        6                        6                       6                       5                  6                 6                       6                        6                        6                       6                       4                
# unaligned contigs          0 + 7 part        0 + 7 part              0 + 7 part               0 + 7 part               0 + 7 part              0 + 7 part              0 + 7 part         0 + 7 part        0 + 7 part              0 + 7 part               0 + 7 part               0 + 7 part              0 + 7 part              0 + 7 part         0 + 7 part        0 + 7 part              0 + 7 part               0 + 7 part               0 + 7 part              0 + 7 part              0 + 7 part       
Unaligned length             21274681          21272959                21275565                 21264835                 21267013                21253976                21320645           21275259          21272620                21275488                 21265092                 21263875                21256091                21323465           21274692          21272497                21274824                 21262284                 21264529                21254972                21319097         
Genome fraction (%)          99.544            99.544                  99.544                   99.544                   99.544                  99.544                  99.542             99.544            99.544                  99.544                   99.544                   99.544                  99.544                  99.541             99.537            99.537                  99.537                   99.537                   99.537                  99.537                  99.538           
Duplication ratio            1.046             1.045                   1.046                    1.046                    1.044                   1.046                   1.024              1.046             1.045                   1.046                    1.046                    1.045                   1.045                   1.023              1.046             1.045                   1.046                    1.046                    1.045                   1.046                   1.024            
# N's per 100 kbp            0.00              0.04                    0.00                     0.00                     0.00                    0.00                    0.00               0.00              0.00                    0.00                     0.00                     0.00                    0.00                    0.00               0.00              0.00                    0.00                     0.00                     0.00                    0.00                    0.00             
# mismatches per 100 kbp     286.93            254.02                  291.30                   290.78                   272.89                  301.17                  252.08             286.00            254.40                  288.87                   287.01                   285.36                  286.22                  254.29             286.88            257.36                  291.70                   290.50                   287.03                  292.89                  249.10           
# indels per 100 kbp         110.42            37.09                   105.31                   107.88                   109.64                  114.31                  164.22             109.98            36.24                   105.98                   106.65                   111.10                  111.21                  156.79             110.28            43.41                   107.14                   109.46                   111.18                  114.09                  159.97           
Largest alignment            948876            948273                  949262                   949314                   949058                  949248                  1350547            948911            948333                  949405                   949299                   949146                  949240                  1350517            948792            948173                  949241                   949374                   949040                  949200                  948372           
Total aligned length         2798059           2796379                 2798726                  2798933                  2791904                 2798915                 2739726            2798073           2796463                 2798892                  2798604                  2795178                 2795492                 2736844            2797758           2796112                 2798328                  2798553                  2794648                 2796665                 2739924          
NGA50                        480554            480269                  480807                   480820                   480705                  480746                  1350547            480609            480314                  480824                   480832                   480751                  480741                  1350517            480536            480265                  480763                   480762                   480707                  480694                  480398           
NGA75                        215761            215653                  215881                   215871                   215848                  215839                  215719             215741            215623                  215880                   215886                   215848                  215855                  215654             381464            381232                  381635                   381659                   381540                  381590                  381299           
LGA50                        2                 2                       2                        2                        2                       2                       1                  2                 2                       2                        2                        2                       2                       1                  2                 2                       2                        2                        2                       2                       2                
LGA75                        4                 4                       4                        4                        4                       4                       3                  4                 4                       4                        4                        4                       4                       3                  4                 4                       4                        4                        4                       4                       4                
