All statistics are based on contigs of size >= 5000 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                     r10_1bin_v4_1_MP  r10_1bin_v4_1_MP_helen  r10_1bin_v4_1_r1_medaka  r10_1bin_v4_1_r2_medaka  r10_1bin_v4_1_racon_r1  r10_1bin_v4_1_racon_r2  r10_1bin_v4_1_raw  r10_1bin_v4_2_MP  r10_1bin_v4_2_MP_helen  r10_1bin_v4_2_r1_medaka  r10_1bin_v4_2_r2_medaka  r10_1bin_v4_2_racon_r1  r10_1bin_v4_2_racon_r2  r10_1bin_v4_2_raw  r10_1bin_v4_3_MP  r10_1bin_v4_3_MP_helen  r10_1bin_v4_3_r1_medaka  r10_1bin_v4_3_r2_medaka  r10_1bin_v4_3_racon_r1  r10_1bin_v4_3_racon_r2  r10_1bin_v4_3_raw
Misassembled contigs length  4045594           4045614                 4045830                  4045830                  4045233                 4045289                 4042947            4045599           4045618                 4045837                  4045836                  4045198                 4045283                 4042978            4045594           4045616                 4045840                  4045837                  4045212                 4045325                 4042951          
# local misassemblies        13                13                      13                       13                       12                      13                      18                 13                13                      13                       13                       13                      13                      18                 13                13                      13                       13                       13                      13                      17               
# scaffold gap ext. mis.     0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# scaffold gap loc. mis.     0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# unaligned mis. contigs     6                 6                       6                        6                        6                       6                       5                  6                 6                       6                        6                        6                       6                       5                  6                 6                       6                        6                        6                       6                       4                
# unaligned contigs          0 + 7 part        0 + 7 part              0 + 7 part               0 + 7 part               0 + 7 part              0 + 7 part              0 + 7 part         0 + 7 part        0 + 7 part              0 + 7 part               0 + 7 part               0 + 7 part              0 + 7 part              0 + 7 part         0 + 7 part        0 + 7 part              0 + 7 part               0 + 7 part               0 + 7 part              0 + 7 part              0 + 6 part       
Unaligned length             19976290          19974236                19978106                 19967608                 19963630                19956679                20003105           19976774          19974120                19978408                 19967403                 19963000                19955279                20002165           19976260          19973809                19977128                 19965968                 19963795                19956304                15242482         
Genome fraction (%)          99.999            99.999                  99.999                   99.999                   99.999                  99.999                  99.994             99.999            99.999                  99.999                   99.999                   99.999                  99.999                  99.993             99.999            99.999                  99.999                   99.999                   99.999                  99.999                  99.994           
Duplication ratio            1.028             1.028                   1.028                    1.028                    1.028                   1.028                   1.018              1.028             1.028                   1.028                    1.028                    1.028                   1.028                   1.019              1.028             1.028                   1.028                    1.028                    1.028                   1.028                   1.019            
# N's per 100 kbp            0.00              0.04                    0.00                     0.00                     0.00                    0.00                    0.00               0.00              0.00                    0.00                     0.00                     0.00                    0.00                    0.00               0.00              0.00                    0.00                     0.00                     0.00                    0.00                    0.00             
# mismatches per 100 kbp     97.95             96.19                   97.55                    97.62                    99.08                   99.08                   83.83              98.30             95.82                   97.32                    98.10                    100.38                  99.40                   85.11              98.48             96.49                   98.15                    96.02                    99.43                   98.53                   87.42            
# indels per 100 kbp         11.37             11.29                   16.99                    16.51                    22.25                   20.87                   103.45             11.34             11.24                   16.96                    16.89                    22.43                   21.38                   103.88             11.29             11.24                   16.73                    16.71                    22.83                   20.02                   102.77           
Largest alignment            788681            788687                  788732                   788731                   788614                  788650                  788154             788681            788687                  788736                   788734                   788612                  788632                  788168             788681            788687                  788733                   788731                   788602                  788618                  788151           
Total aligned length         4097350           4096110                 4097192                  4097167                  4096296                 4097137                 4057427            4097511           4095914                 4096979                  4097303                  4097062                 4097312                 4058285            4097614           4096275                 4097547                  4096290                  4096813                 4096756                 4061387          
NGA50                        329482            329468                  329480                   329480                   329447                  329432                  329347             329482            329468                  329480                   329481                   329425                  329435                  329347             329482            329468                  329482                   329482                   329437                  329450                  329347           
NGA75                        257050            257052                  257065                   257067                   257030                  257028                  256893             257050            257052                  257063                   257065                   257017                  257039                  256893             257050            257053                  257064                   257067                   257014                  257033                  256896           
LGA50                        4                 4                       4                        4                        4                       4                       4                  4                 4                       4                        4                        4                       4                       4                  4                 4                       4                        4                        4                       4                       4                
LGA75                        8                 8                       8                        8                        8                       8                       8                  8                 8                       8                        8                        8                       8                       8                  8                 8                       8                        8                        8                       8                       8                
