All statistics are based on contigs of size >= 5000 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                     r10_1bin_v4_1_MP  r10_1bin_v4_1_MP_helen  r10_1bin_v4_1_r1_medaka  r10_1bin_v4_1_r2_medaka  r10_1bin_v4_1_racon_r1  r10_1bin_v4_1_racon_r2  r10_1bin_v4_1_raw  r10_1bin_v4_2_MP  r10_1bin_v4_2_MP_helen  r10_1bin_v4_2_r1_medaka  r10_1bin_v4_2_r2_medaka  r10_1bin_v4_2_racon_r1  r10_1bin_v4_2_racon_r2  r10_1bin_v4_2_raw  r10_1bin_v4_3_MP  r10_1bin_v4_3_MP_helen  r10_1bin_v4_3_r1_medaka  r10_1bin_v4_3_r2_medaka  r10_1bin_v4_3_racon_r1  r10_1bin_v4_3_racon_r2  r10_1bin_v4_3_raw
LG50                         1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                
L75                          5                 5                       5                        5                        5                       5                       5                  5                 5                       5                        5                        5                       5                       5                  5                 5                       5                        5                        5                       5                       5                
LG75                         1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                
# misassemblies              73                73                      74                       80                       74                      83                      75                 74                73                      74                       80                       74                      82                      75                 74                73                      74                       77                       74                      80                      76               
# misassembled contigs       1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                
Misassembled contigs length  1947266           1946666                 1946507                  1936457                  1935141                 1928687                 1945673            1947348           1946223                 1946508                  1936339                  1935113                 1927460                 1945673            1947385           1946387                 1945652                  1933881                  1935632                 1927607                 1945498          
# local misassemblies        12                13                      28                       28                       44                      34                      29                 11                13                      28                       30                       44                      37                      28                 12                12                      28                       30                       44                      32                      30               
# scaffold gap ext. mis.     0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# scaffold gap loc. mis.     0                 1                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# unaligned mis. contigs     6                 6                       6                        6                        6                       6                       6                  6                 6                       6                        6                        6                       6                       6                  6                 6                       6                        6                        6                       6                       6                
# unaligned contigs          0 + 7 part        0 + 7 part              0 + 7 part               0 + 7 part               0 + 7 part              0 + 7 part              0 + 7 part         0 + 7 part        0 + 7 part              0 + 7 part               0 + 7 part               0 + 7 part              0 + 7 part              0 + 7 part         0 + 7 part        0 + 7 part              0 + 7 part               0 + 7 part               0 + 7 part              0 + 7 part              0 + 7 part       
Unaligned length             22081405          22079130                22087944                 22086194                 22080830                22078357                22108886           22081833          22078906                22088325                 22086459                 22079852                22078018                22109756           22081343          22078651                22087303                 22085418                 22079300                22078889                22105061         
Genome fraction (%)          99.943            99.915                  99.860                   99.906                   99.844                  99.834                  99.876             99.943            99.918                  99.862                   99.874                   99.844                  99.787                  99.883             99.936            99.943                  99.939                   99.942                   99.920                  99.865                  99.870           
Duplication ratio            1.105             1.104                   1.103                    1.097                    1.098                   1.096                   1.083              1.105             1.104                   1.102                    1.097                    1.099                   1.096                   1.082              1.105             1.104                   1.102                    1.096                    1.099                   1.095                   1.085            
# N's per 100 kbp            0.00              0.04                    0.00                     0.00                     0.00                    0.00                    0.00               0.00              0.00                    0.00                     0.00                     0.00                    0.00                    0.00               0.00              0.00                    0.00                     0.00                     0.00                    0.00                    0.00             
# mismatches per 100 kbp     268.97            268.27                  299.32                   290.25                   266.52                  269.88                  365.99             269.97            268.76                  296.98                   294.00                   270.90                  273.55                  361.64             271.26            268.42                  304.79                   282.17                   271.42                  270.24                  373.05           
# indels per 100 kbp         11.86             16.24                   23.13                    25.78                    59.53                   53.76                   348.63             11.47             16.91                   23.19                    24.13                    60.14                   53.96                   348.55             11.75             10.14                   24.72                    21.84                    57.54                   55.91                   349.48           
Largest alignment            177204            177205                  177227                   177216                   176875                  177080                  176985             177203            177203                  177226                   177215                   176878                  177052                  176985             177205            177205                  173140                   177223                   173003                  177105                  176990           
Total aligned length         1986802           1988007                 1984255                  1975591                  1976105                 1970130                 1949130            1986965           1985641                 1984018                  1972832                  1977201                 1969211                 1945851            1989282           1985798                 1981748                  1971278                  1977716                 1968535                 1950098          
NGA50                        89792             89302                   79505                    83460                    69408                   83395                   69730              89792             89199                   79505                    83263                    69408                   69332                   69730              89790             89722                   89797                    88262                    89773                   81585                   69730            
NGA75                        35032             35502                   35509                    35033                    35009                   34820                   34946              35033             35032                   35509                    34842                    35009                   34820                   34946              35505             35032                   35034                    35035                    34890                   35022                   34946            
LGA50                        8                 8                       8                        8                        9                       8                       8                  8                 8                       8                        8                        9                       9                       8                  8                 8                       8                        8                        8                       8                       8                
LGA75                        17                16                      17                       17                       18                      17                      18                 17                17                      17                       17                       18                      18                      18                 16                17                      17                       17                       17                      17                      18               
