S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
214350	552243	1	337894	bs_ill_bs_contig2	contig_13	100.0		True
159	246	1781109	1781022	bs_ill_bs_contig3	contig_26	90.91		True
unknown
1	133	1781267	1781135	bs_ill_bs_contig3	contig_26	91.73		True
unknown
1	966	1781213	1782176	bs_ill_bs_contig933	contig_26	94.21		True
unknown
83	720	1782723	1783359	bs_ill_bs_contig1146	contig_26	90.39		True
unknown
108	910	1784172	1783364	bs_ill_bs_contig991	contig_26	91.87		True
unknown
1	1065	1785431	1784367	bs_ill_bs_contig839	contig_26	95.6		True
unknown
1	277	1785377	1785653	bs_ill_bs_contig13	contig_26	91.07		True
unknown
CONTIG	contig_26	2992066	mis_unaligned
8	169	405206	405045	bs_ill_bs_contig13	contig_96	95.06		True
unknown
1	1068	405159	406225	bs_ill_bs_contig839	contig_96	93.83		True
unknown
1	982	409603	408621	bs_ill_bs_contig933	contig_96	93.03		True
unknown
1	1068	541077	542143	bs_ill_bs_contig839	contig_96	93.83		True
unknown
1	982	545516	544534	bs_ill_bs_contig933	contig_96	93.03		True
unknown
1	1068	654445	655511	bs_ill_bs_contig839	contig_96	93.92		True
unknown
1	982	658839	657856	bs_ill_bs_contig933	contig_96	92.84		True
unknown
261	334	1713939	1713866	bs_ill_bs_contig3	contig_96	93.24		True
unknown
2	120	1714199	1714081	bs_ill_bs_contig3	contig_96	90.76		True
unknown
1	982	1714146	1715128	bs_ill_bs_contig933	contig_96	92.93		True
unknown
1	1068	1718556	1717490	bs_ill_bs_contig839	contig_96	93.92		True
unknown
1	176	1758740	1758915	bs_ill_bs_contig933	contig_96	95.45		True
unknown
201	557	1758939	1759295	bs_ill_bs_contig933	contig_96	94.12		True
unknown
761	982	1759463	1759684	bs_ill_bs_contig933	contig_96	95.5		True
unknown
1	1068	1763054	1761988	bs_ill_bs_contig839	contig_96	93.92		True
unknown
1	982	1763955	1764936	bs_ill_bs_contig933	contig_96	92.83		True
unknown
1	1068	1768274	1767207	bs_ill_bs_contig839	contig_96	93.64		True
unknown
8	169	1768227	1768388	bs_ill_bs_contig13	contig_96	95.06		True
unknown
CONTIG	contig_96	2717983	mis_unaligned
1	965	604593	605556	bs_ill_bs_contig933	contig_102	93.89		True
unknown
95	215	606198	606318	bs_ill_bs_contig1146	contig_102	92.56		True
unknown
483	720	606578	606815	bs_ill_bs_contig1146	contig_102	93.28		True
unknown
666	889	607064	606841	bs_ill_bs_contig991	contig_102	91.52		True
unknown
337	569	607394	607162	bs_ill_bs_contig991	contig_102	93.56		True
unknown
108	329	607626	607405	bs_ill_bs_contig991	contig_102	91.44		True
unknown
1	1065	608874	607823	bs_ill_bs_contig839	contig_102	92.31		True
unknown
9	171	608828	608990	bs_ill_bs_contig13	contig_102	93.25		True
unknown
9	171	2112835	2112673	bs_ill_bs_contig13	contig_102	93.25		True
unknown
1	1065	2112789	2113840	bs_ill_bs_contig839	contig_102	92.31		True
unknown
108	329	2114037	2114258	bs_ill_bs_contig991	contig_102	91.44		True
unknown
337	569	2114269	2114501	bs_ill_bs_contig991	contig_102	93.56		True
unknown
666	889	2114599	2114822	bs_ill_bs_contig991	contig_102	91.07		True
unknown
483	720	2115085	2114848	bs_ill_bs_contig1146	contig_102	93.28		True
unknown
95	215	2115465	2115345	bs_ill_bs_contig1146	contig_102	93.39		True
unknown
1	965	2116968	2116005	bs_ill_bs_contig933	contig_102	93.89		True
unknown
33226	33297	2171617	2171546	bs_ill_bs_contig13	contig_102	95.83		True
unknown
32338	32486	2172505	2172357	bs_ill_bs_contig13	contig_102	91.95		True
unknown
1	965	2387644	2388607	bs_ill_bs_contig933	contig_102	93.89		True
unknown
95	215	2389147	2389267	bs_ill_bs_contig1146	contig_102	93.39		True
unknown
483	720	2389527	2389764	bs_ill_bs_contig1146	contig_102	93.28		True
unknown
666	889	2390013	2389790	bs_ill_bs_contig991	contig_102	91.52		True
unknown
337	569	2390343	2390111	bs_ill_bs_contig991	contig_102	93.56		True
unknown
108	329	2390575	2390354	bs_ill_bs_contig991	contig_102	91.44		True
unknown
1	1065	2391823	2390772	bs_ill_bs_contig839	contig_102	92.31		True
unknown
1	965	2830731	2831694	bs_ill_bs_contig933	contig_102	93.89		True
unknown
95	215	2832336	2832456	bs_ill_bs_contig1146	contig_102	93.39		True
unknown
483	720	2832716	2832953	bs_ill_bs_contig1146	contig_102	93.28		True
unknown
666	889	2833202	2832979	bs_ill_bs_contig991	contig_102	91.07		True
unknown
337	569	2833532	2833300	bs_ill_bs_contig991	contig_102	93.56		True
unknown
108	329	2833764	2833543	bs_ill_bs_contig991	contig_102	91.44		True
unknown
1	1065	2835012	2833961	bs_ill_bs_contig839	contig_102	92.31		True
unknown
9	171	2834966	2835128	bs_ill_bs_contig13	contig_102	93.25		True
unknown
CONTIG	contig_102	2845368	mis_unaligned
1	1065	65150	66203	bs_ill_bs_contig839	contig_27	92.36		True
unknown
492	714	67441	67219	bs_ill_bs_contig1146	contig_27	92.38		True
unknown
95	211	67836	67720	bs_ill_bs_contig1146	contig_27	94.02		True
unknown
766	967	68741	68540	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	69480	69330	bs_ill_bs_contig933	contig_27	91.39		True
unknown
1	1065	142240	143293	bs_ill_bs_contig839	contig_27	92.45		True
unknown
766	967	145622	145421	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	146361	146211	bs_ill_bs_contig933	contig_27	91.39		True
unknown
1	1065	177750	178803	bs_ill_bs_contig839	contig_27	92.36		True
unknown
492	714	180041	179819	bs_ill_bs_contig1146	contig_27	92.83		True
unknown
95	211	180436	180320	bs_ill_bs_contig1146	contig_27	93.16		True
unknown
766	967	181146	180945	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	181885	181735	bs_ill_bs_contig933	contig_27	91.39		True
unknown
95	211	843302	843418	bs_ill_bs_contig1146	contig_27	93.16		True
unknown
492	714	843697	843919	bs_ill_bs_contig1146	contig_27	92.83		True
unknown
1	1065	845988	844935	bs_ill_bs_contig839	contig_27	92.45		True
unknown
299	371	1655408	1655336	bs_ill_bs_contig1326	contig_27	97.26		True
unknown
1	1065	1656078	1657131	bs_ill_bs_contig839	contig_27	92.45		True
unknown
492	714	1658369	1658147	bs_ill_bs_contig1146	contig_27	92.83		True
unknown
95	211	1658764	1658648	bs_ill_bs_contig1146	contig_27	94.02		True
unknown
766	967	1659484	1659283	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	1660223	1660073	bs_ill_bs_contig933	contig_27	91.39		True
unknown
CONTIG	contig_27	1946317	mis_unaligned
61	290	2931559	2931788	bs_ill_bs_contig839	contig_11	90.43		True
unknown
707	789	2932205	2932287	bs_ill_bs_contig839	contig_11	97.59		True
unknown
61	290	2972960	2973189	bs_ill_bs_contig839	contig_11	90.43		True
unknown
707	789	2973606	2973688	bs_ill_bs_contig839	contig_11	97.59		True
unknown
CONTIG	contig_11	4765369	mis_unaligned
707	789	2246106	2246024	bs_ill_bs_contig839	contig_37	97.59		True
unknown
61	290	2246752	2246523	bs_ill_bs_contig839	contig_37	90.43		True
unknown
707	789	2288861	2288779	bs_ill_bs_contig839	contig_37	97.59		True
unknown
61	290	2289507	2289278	bs_ill_bs_contig839	contig_37	90.43		True
unknown
CONTIG	contig_37	4757846	mis_unaligned
