S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
214350	552243	1	337860	bs_ill_bs_contig2	contig_13	99.98		True
1	620	2285463	2284844	bs_ill_bs_contig2	contig_13	99.11		True
fake: not a misassembly [fragmentation of reference genome]
708490	709047	2286022	2285465	bs_ill_bs_contig1	contig_13	99.84		True
translocation
1	38370	2324386	2286023	bs_ill_bs_contig16	contig_13	99.98		True
translocation
56	341	2324672	2324387	bs_ill_bs_contig3	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	982	2324673	2325653	bs_ill_bs_contig933	contig_13	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	722	2326025	2326746	bs_ill_bs_contig1146	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	2327657	2326748	bs_ill_bs_contig991	contig_13	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	1152	2328810	2327659	bs_ill_bs_contig839	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	274	2328811	2329029	bs_ill_bs_contig13	contig_13	100.0		True
local misassembly
328	453	2329164	2329289	bs_ill_bs_contig13	contig_13	100.0		True
translocation
1	536	2329434	2329942	bs_ill_bs_contig1326	contig_13	90.26		True
fake: not a misassembly [fragmentation of reference genome]
1	37065	2368290	2331234	bs_ill_bs_contig17	contig_13	99.98		True
translocation
708489	709047	2368291	2368849	bs_ill_bs_contig1	contig_13	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	599	2368851	2369449	bs_ill_bs_contig2	contig_13	99.26		True
translocation
1	315068	2369450	2684513	bs_ill_bs_contig4	contig_13	99.98		True
translocation
708490	709047	2684514	2685071	bs_ill_bs_contig1	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	599	2685073	2685672	bs_ill_bs_contig2	contig_13	99.11		True
translocation
1	294381	2980038	2685673	bs_ill_bs_contig5	contig_13	99.99		True
translocation
1	618	2980656	2980039	bs_ill_bs_contig2	contig_13	99.26		True
fake: not a misassembly [fragmentation of reference genome]
708489	709047	2981216	2980658	bs_ill_bs_contig1	contig_13	99.84		True
translocation
114	252570	3233760	2981217	bs_ill_bs_contig9	contig_13	99.93		True
local misassembly
34	329	3234056	3233761	bs_ill_bs_contig9	contig_13	99.03		True
local misassembly [fragmentation of reference genome]
1	609	3234164	3234772	bs_ill_bs_contig1250	contig_13	100.0		True
translocation
155978	156135	3234930	3234773	bs_ill_bs_contig10	contig_13	98.37		True
local misassembly
155994	156223	3235292	3235063	bs_ill_bs_contig10	contig_13	96.52		True
local misassembly
156140	156290	3235479	3235329	bs_ill_bs_contig10	contig_13	94.7		True
local misassembly
156684	156751	3235682	3235615	bs_ill_bs_contig10	contig_13	98.53		True
local misassembly
156140	156408	3235983	3235715	bs_ill_bs_contig10	contig_13	96.28		True
translocation
59	507	3236220	3236659	bs_ill_bs_contig1250	contig_13	97.77		True
translocation
156423	156786	3237023	3236660	bs_ill_bs_contig10	contig_13	92.08		True
local misassembly
156234	156335	3237365	3237264	bs_ill_bs_contig10	contig_13	93.14		True
indel: indel (> 5bp)
155978	156197	3237585	3237366	bs_ill_bs_contig10	contig_13	99.55		True
local misassembly
156077	156223	3237864	3237718	bs_ill_bs_contig10	contig_13	97.96		True
local misassembly
156590	156939	3238278	3237929	bs_ill_bs_contig10	contig_13	100.0		True
local misassembly
1	156862	3395375	3238519	bs_ill_bs_contig10	contig_13	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	2262	3395754	3398015	bs_ill_bs_contig411	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	269408	3667942	3398570	bs_ill_bs_contig6	contig_13	99.98		True
translocation
1	599	3668541	3667943	bs_ill_bs_contig2	contig_13	98.06		True
fake: not a misassembly [fragmentation of reference genome]
708516	709047	3669074	3668543	bs_ill_bs_contig1	contig_13	98.81		True
translocation
1	137190	3669075	3806258	bs_ill_bs_contig11	contig_13	99.99		True
translocation
1	574	3806832	3806259	bs_ill_bs_contig2	contig_13	97.62		True
fake: not a misassembly [fragmentation of reference genome]
708549	709047	3807332	3806834	bs_ill_bs_contig1	contig_13	98.69		True
translocation
1	23242	3830575	3807333	bs_ill_bs_contig19	contig_13	99.99		True
translocation
708485	709047	3830576	3831138	bs_ill_bs_contig1	contig_13	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	214348	3831140	4045295	bs_ill_bs_contig2	contig_13	99.91		True
CONTIG	contig_13	4045295	misassembled
18672	18790	268358	268240	bs_ill_bs_contig13	contig_26	90.76		True
unknown
1	277	286228	285952	bs_ill_bs_contig13	contig_26	91.07		True
unknown
1	1065	286174	287238	bs_ill_bs_contig839	contig_26	95.6		True
unknown
108	910	287433	288241	bs_ill_bs_contig991	contig_26	91.87		True
unknown
83	720	288882	288246	bs_ill_bs_contig1146	contig_26	90.39		True
unknown
1	966	290394	289429	bs_ill_bs_contig933	contig_26	94.02		True
unknown
1	133	290340	290472	bs_ill_bs_contig3	contig_26	91.73		True
unknown
159	246	290498	290585	bs_ill_bs_contig3	contig_26	90.91		True
unknown
266	333	290607	290674	bs_ill_bs_contig3	contig_26	95.59		True
unknown
1	277	292251	291973	bs_ill_bs_contig13	contig_26	90.43		True
unknown
1	1065	292197	293261	bs_ill_bs_contig839	contig_26	95.6		True
unknown
108	910	293456	294264	bs_ill_bs_contig991	contig_26	91.87		True
unknown
83	720	294905	294269	bs_ill_bs_contig1146	contig_26	90.39		True
unknown
1	966	296415	295452	bs_ill_bs_contig933	contig_26	94.21		True
unknown
1	133	296361	296493	bs_ill_bs_contig3	contig_26	91.73		True
unknown
159	246	296519	296606	bs_ill_bs_contig3	contig_26	90.91		True
unknown
266	333	296628	296695	bs_ill_bs_contig3	contig_26	95.59		True
unknown
1	277	529793	529517	bs_ill_bs_contig13	contig_26	91.07		True
unknown
1	1065	529739	530803	bs_ill_bs_contig839	contig_26	95.6		True
unknown
108	910	530998	531806	bs_ill_bs_contig991	contig_26	91.87		True
unknown
83	720	532447	531811	bs_ill_bs_contig1146	contig_26	90.39		True
unknown
1	966	534207	533244	bs_ill_bs_contig933	contig_26	94.21		True
unknown
1	4776	679014	674315	bs_ill_bs_contig89	contig_26	97.51		True
unknown
1	966	1077975	1078938	bs_ill_bs_contig933	contig_26	94.21		True
unknown
83	720	1079736	1080371	bs_ill_bs_contig1146	contig_26	90.23		True
unknown
108	910	1081184	1080376	bs_ill_bs_contig991	contig_26	91.87		True
unknown
1	1065	1082443	1081379	bs_ill_bs_contig839	contig_26	95.6		True
unknown
1	277	1082389	1082665	bs_ill_bs_contig13	contig_26	91.07		True
unknown
266	333	1676252	1676185	bs_ill_bs_contig3	contig_26	95.59		True
unknown
159	246	1676361	1676274	bs_ill_bs_contig3	contig_26	90.91		True
unknown
1	133	1676519	1676387	bs_ill_bs_contig3	contig_26	91.73		True
unknown
1	966	1676465	1677428	bs_ill_bs_contig933	contig_26	94.21		True
unknown
83	720	1677975	1678611	bs_ill_bs_contig1146	contig_26	90.39		True
unknown
108	910	1679424	1678616	bs_ill_bs_contig991	contig_26	91.87		True
unknown
1	1065	1680683	1679619	bs_ill_bs_contig839	contig_26	95.6		True
unknown
1	277	1680629	1680905	bs_ill_bs_contig13	contig_26	91.07		True
unknown
266	333	1780928	1780861	bs_ill_bs_contig3	contig_26	95.59		True
unknown
159	246	1781037	1780950	bs_ill_bs_contig3	contig_26	90.91		True
unknown
1	133	1781195	1781063	bs_ill_bs_contig3	contig_26	91.73		True
unknown
1	966	1781141	1782104	bs_ill_bs_contig933	contig_26	94.21		True
unknown
83	720	1782651	1783287	bs_ill_bs_contig1146	contig_26	90.39		True
unknown
108	910	1784100	1783292	bs_ill_bs_contig991	contig_26	91.87		True
unknown
1	1065	1785359	1784295	bs_ill_bs_contig839	contig_26	95.6		True
unknown
1	277	1785305	1785581	bs_ill_bs_contig13	contig_26	91.07		True
unknown
CONTIG	contig_26	2991953	mis_unaligned
8	169	405641	405480	bs_ill_bs_contig13	contig_96	95.06		True
unknown
1	1068	405594	406659	bs_ill_bs_contig839	contig_96	93.55		True
unknown
480	720	407902	407662	bs_ill_bs_contig1146	contig_96	95.44		True
unknown
95	183	408287	408199	bs_ill_bs_contig1146	contig_96	91.01		True
unknown
1	982	410042	409060	bs_ill_bs_contig933	contig_96	92.84		True
unknown
1	1068	541652	542718	bs_ill_bs_contig839	contig_96	93.83		True
unknown
1	982	546093	545111	bs_ill_bs_contig933	contig_96	92.93		True
unknown
1	1068	655121	656188	bs_ill_bs_contig839	contig_96	93.83		True
unknown
495	720	657415	657190	bs_ill_bs_contig1146	contig_96	96.02		True
unknown
95	184	657817	657728	bs_ill_bs_contig1146	contig_96	91.11		True
unknown
1	982	659521	658539	bs_ill_bs_contig933	contig_96	92.73		True
unknown
261	334	1715501	1715428	bs_ill_bs_contig3	contig_96	93.24		True
unknown
2	120	1715761	1715643	bs_ill_bs_contig3	contig_96	90.76		True
unknown
1	982	1715708	1716689	bs_ill_bs_contig933	contig_96	92.83		True
unknown
95	184	1717427	1717516	bs_ill_bs_contig1146	contig_96	91.11		True
unknown
493	720	1717824	1718051	bs_ill_bs_contig1146	contig_96	96.05		True
unknown
1	1068	1720118	1719051	bs_ill_bs_contig839	contig_96	93.83		True
unknown
1	982	1760340	1761323	bs_ill_bs_contig933	contig_96	92.63		True
unknown
95	183	1762003	1762091	bs_ill_bs_contig1146	contig_96	91.01		True
unknown
493	720	1762400	1762627	bs_ill_bs_contig1146	contig_96	95.61		True
unknown
1	1068	1764697	1763630	bs_ill_bs_contig839	contig_96	93.83		True
unknown
1	982	1765601	1766584	bs_ill_bs_contig933	contig_96	92.84		True
unknown
1	1068	1769923	1768855	bs_ill_bs_contig839	contig_96	93.74		True
unknown
8	169	1769876	1770037	bs_ill_bs_contig13	contig_96	95.06		True
unknown
CONTIG	contig_96	2720498	mis_unaligned
1	965	604574	605537	bs_ill_bs_contig933	contig_102	93.89		True
unknown
95	215	606179	606299	bs_ill_bs_contig1146	contig_102	92.56		True
unknown
483	720	606559	606796	bs_ill_bs_contig1146	contig_102	93.28		True
unknown
666	889	607045	606822	bs_ill_bs_contig991	contig_102	91.52		True
unknown
337	569	607375	607143	bs_ill_bs_contig991	contig_102	93.56		True
unknown
108	329	607607	607386	bs_ill_bs_contig991	contig_102	91.44		True
unknown
1	1065	608855	607804	bs_ill_bs_contig839	contig_102	92.31		True
unknown
9	171	608809	608971	bs_ill_bs_contig13	contig_102	93.25		True
unknown
9	171	2112775	2112613	bs_ill_bs_contig13	contig_102	93.25		True
unknown
1	1065	2112729	2113780	bs_ill_bs_contig839	contig_102	92.31		True
unknown
108	329	2113977	2114198	bs_ill_bs_contig991	contig_102	91.44		True
unknown
337	569	2114209	2114441	bs_ill_bs_contig991	contig_102	93.56		True
unknown
666	889	2114539	2114762	bs_ill_bs_contig991	contig_102	91.07		True
unknown
483	720	2115025	2114788	bs_ill_bs_contig1146	contig_102	93.28		True
unknown
95	215	2115405	2115285	bs_ill_bs_contig1146	contig_102	93.39		True
unknown
1	965	2116908	2115945	bs_ill_bs_contig933	contig_102	93.89		True
unknown
33226	33297	2171558	2171487	bs_ill_bs_contig13	contig_102	95.83		True
unknown
32338	32486	2172446	2172298	bs_ill_bs_contig13	contig_102	91.95		True
unknown
1	965	2387570	2388533	bs_ill_bs_contig933	contig_102	93.89		True
unknown
95	215	2389073	2389193	bs_ill_bs_contig1146	contig_102	93.39		True
unknown
483	720	2389453	2389690	bs_ill_bs_contig1146	contig_102	93.28		True
unknown
666	889	2389939	2389716	bs_ill_bs_contig991	contig_102	91.52		True
unknown
337	569	2390269	2390037	bs_ill_bs_contig991	contig_102	93.56		True
unknown
108	329	2390501	2390280	bs_ill_bs_contig991	contig_102	91.44		True
unknown
1	1065	2391749	2390698	bs_ill_bs_contig839	contig_102	92.31		True
unknown
1	965	2830685	2831648	bs_ill_bs_contig933	contig_102	93.89		True
unknown
95	215	2832290	2832410	bs_ill_bs_contig1146	contig_102	93.39		True
unknown
483	720	2832670	2832907	bs_ill_bs_contig1146	contig_102	93.28		True
unknown
666	889	2833156	2832933	bs_ill_bs_contig991	contig_102	91.07		True
unknown
337	569	2833486	2833254	bs_ill_bs_contig991	contig_102	93.56		True
unknown
108	329	2833718	2833497	bs_ill_bs_contig991	contig_102	91.44		True
unknown
1	1065	2834966	2833915	bs_ill_bs_contig839	contig_102	92.31		True
unknown
9	171	2834920	2835082	bs_ill_bs_contig13	contig_102	93.25		True
unknown
CONTIG	contig_102	2845321	mis_unaligned
1	1065	65099	66152	bs_ill_bs_contig839	contig_27	92.36		True
unknown
492	714	67390	67168	bs_ill_bs_contig1146	contig_27	92.38		True
unknown
95	211	67785	67669	bs_ill_bs_contig1146	contig_27	94.02		True
unknown
766	967	68690	68489	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	69429	69279	bs_ill_bs_contig933	contig_27	91.39		True
unknown
1	1065	142047	143100	bs_ill_bs_contig839	contig_27	92.45		True
unknown
492	714	144330	144108	bs_ill_bs_contig1146	contig_27	92.83		True
unknown
95	211	144725	144609	bs_ill_bs_contig1146	contig_27	94.02		True
unknown
766	967	145432	145231	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	146171	146021	bs_ill_bs_contig933	contig_27	91.39		True
unknown
1	1065	177542	178595	bs_ill_bs_contig839	contig_27	92.45		True
unknown
492	714	179393	179171	bs_ill_bs_contig1146	contig_27	92.83		True
unknown
95	211	179788	179672	bs_ill_bs_contig1146	contig_27	93.16		True
unknown
26	176	840726	840876	bs_ill_bs_contig933	contig_27	91.39		True
unknown
766	967	841465	841666	bs_ill_bs_contig933	contig_27	95.05		True
unknown
95	211	842193	842309	bs_ill_bs_contig1146	contig_27	94.02		True
unknown
492	714	842587	842809	bs_ill_bs_contig1146	contig_27	92.83		True
unknown
1	1065	844782	843729	bs_ill_bs_contig839	contig_27	92.45		True
unknown
299	371	1651824	1651752	bs_ill_bs_contig1326	contig_27	97.26		True
unknown
1	457	1652493	1652949	bs_ill_bs_contig839	contig_27	98.03		True
unknown
692	794	1653042	1653144	bs_ill_bs_contig839	contig_27	99.03		True
unknown
818	928	1653168	1653278	bs_ill_bs_contig839	contig_27	91.89		True
unknown
952	1065	1653291	1653404	bs_ill_bs_contig839	contig_27	97.37		True
unknown
766	967	1655379	1655178	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	1656118	1655968	bs_ill_bs_contig933	contig_27	91.39		True
unknown
CONTIG	contig_27	1930488	mis_unaligned
61	290	2931121	2931350	bs_ill_bs_contig839	contig_11	90.43		True
unknown
707	789	2931767	2931849	bs_ill_bs_contig839	contig_11	97.59		True
unknown
61	290	2972517	2972746	bs_ill_bs_contig839	contig_11	90.43		True
unknown
707	789	2973163	2973245	bs_ill_bs_contig839	contig_11	97.59		True
unknown
CONTIG	contig_11	4764686	mis_unaligned
707	789	2246188	2246106	bs_ill_bs_contig839	contig_37	97.59		True
unknown
61	290	2246834	2246605	bs_ill_bs_contig839	contig_37	90.43		True
unknown
707	789	2288931	2288849	bs_ill_bs_contig839	contig_37	97.59		True
unknown
61	290	2289577	2289348	bs_ill_bs_contig839	contig_37	90.43		True
unknown
CONTIG	contig_37	4757649	mis_unaligned
