S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
214350	552243	1	337893	bs_ill_bs_contig2	contig_13	100.0		True
337	569	2833594	2833362	bs_ill_bs_contig991	contig_102	93.56		True
unknown
108	329	2833826	2833605	bs_ill_bs_contig991	contig_102	91.44		True
unknown
1	1065	2835074	2834023	bs_ill_bs_contig839	contig_102	92.31		True
unknown
9	171	2835028	2835190	bs_ill_bs_contig13	contig_102	93.25		True
unknown
CONTIG	contig_102	2845430	mis_unaligned
1	1065	65143	66196	bs_ill_bs_contig839	contig_27	92.36		True
unknown
492	714	67434	67212	bs_ill_bs_contig1146	contig_27	92.38		True
unknown
95	211	67829	67713	bs_ill_bs_contig1146	contig_27	94.02		True
unknown
766	967	68734	68533	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	69473	69323	bs_ill_bs_contig933	contig_27	91.39		True
unknown
1	1065	142232	143285	bs_ill_bs_contig839	contig_27	92.45		True
unknown
492	714	144523	144301	bs_ill_bs_contig1146	contig_27	92.83		True
unknown
95	211	144918	144802	bs_ill_bs_contig1146	contig_27	94.02		True
unknown
766	967	145628	145427	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	146367	146217	bs_ill_bs_contig933	contig_27	91.39		True
unknown
1	1065	177756	178809	bs_ill_bs_contig839	contig_27	92.36		True
unknown
492	714	180049	179827	bs_ill_bs_contig1146	contig_27	92.83		True
unknown
95	211	180444	180328	bs_ill_bs_contig1146	contig_27	93.16		True
unknown
766	967	181154	180953	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	181893	181743	bs_ill_bs_contig933	contig_27	91.39		True
unknown
95	211	843774	843890	bs_ill_bs_contig1146	contig_27	93.16		True
unknown
492	714	844169	844391	bs_ill_bs_contig1146	contig_27	92.83		True
unknown
1	1065	846460	845407	bs_ill_bs_contig839	contig_27	92.45		True
unknown
299	371	1655339	1655267	bs_ill_bs_contig1326	contig_27	97.26		True
unknown
1	482	1656009	1656490	bs_ill_bs_contig839	contig_27	96.68		True
unknown
690	794	1656699	1656803	bs_ill_bs_contig839	contig_27	99.05		True
unknown
818	928	1656827	1656937	bs_ill_bs_contig839	contig_27	91.89		True
unknown
952	1065	1656950	1657063	bs_ill_bs_contig839	contig_27	97.37		True
unknown
766	967	1659418	1659217	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	1660157	1660007	bs_ill_bs_contig933	contig_27	91.39		True
unknown
CONTIG	contig_27	1937122	mis_unaligned
61	290	2931548	2931777	bs_ill_bs_contig839	contig_11	90.43		True
unknown
707	789	2932194	2932276	bs_ill_bs_contig839	contig_11	97.59		True
unknown
61	290	2972946	2973175	bs_ill_bs_contig839	contig_11	90.43		True
unknown
707	789	2973592	2973674	bs_ill_bs_contig839	contig_11	97.59		True
unknown
CONTIG	contig_11	4765353	mis_unaligned
707	789	2246273	2246191	bs_ill_bs_contig839	contig_37	97.59		True
unknown
61	290	2246919	2246690	bs_ill_bs_contig839	contig_37	90.43		True
unknown
707	789	2289029	2288947	bs_ill_bs_contig839	contig_37	97.59		True
unknown
61	290	2289675	2289446	bs_ill_bs_contig839	contig_37	90.43		True
unknown
CONTIG	contig_37	4758065	mis_unaligned
