S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
214350	552243	1	337891	bs_ill_bs_contig2	contig_13	100.0		True
708489	709047	963023	962465	bs_ill_bs_contig1	contig_13	99.84		True
translocation
1	104023	963024	1067046	bs_ill_bs_contig12	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	18355	1085551	1067200	bs_ill_bs_contig20	contig_13	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	1152	1085765	1086916	bs_ill_bs_contig839	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1086918	1087828	bs_ill_bs_contig991	contig_13	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1088551	1087830	bs_ill_bs_contig1146	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1089904	1088923	bs_ill_bs_contig933	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	430	1089905	1090280	bs_ill_bs_contig3	contig_13	99.54		True
translocation
56	453	1090765	1090368	bs_ill_bs_contig13	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	1090766	1091917	bs_ill_bs_contig839	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1091919	1092829	bs_ill_bs_contig991	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1093552	1092831	bs_ill_bs_contig1146	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1094905	1093924	bs_ill_bs_contig933	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	430	1094906	1095281	bs_ill_bs_contig3	contig_13	99.54		True
local misassembly
521	601	1095543	1095623	bs_ill_bs_contig3	contig_13	100.0		True
translocation
56	449	1096378	1095985	bs_ill_bs_contig13	contig_13	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	1096379	1097530	bs_ill_bs_contig839	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1097532	1098442	bs_ill_bs_contig991	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1099165	1098444	bs_ill_bs_contig1146	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1100518	1099537	bs_ill_bs_contig933	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	375	1100519	1100838	bs_ill_bs_contig3	contig_13	99.77		True
translocation
1	60136	1160975	1100839	bs_ill_bs_contig13	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1152	1160976	1162071	bs_ill_bs_contig839	contig_13	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1162073	1162983	bs_ill_bs_contig991	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1163706	1162985	bs_ill_bs_contig1146	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1165059	1164078	bs_ill_bs_contig933	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	341	1165060	1165345	bs_ill_bs_contig3	contig_13	100.0		True
translocation
1	536	1166327	1165792	bs_ill_bs_contig1326	contig_13	100.0		True
translocation
56	453	1166842	1166444	bs_ill_bs_contig13	contig_13	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	1166843	1167994	bs_ill_bs_contig839	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1167996	1168906	bs_ill_bs_contig991	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1169629	1168908	bs_ill_bs_contig1146	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1170982	1170001	bs_ill_bs_contig933	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	341	1170983	1171268	bs_ill_bs_contig3	contig_13	100.0		True
translocation
1	55215	1226578	1171364	bs_ill_bs_contig15	contig_13	100.0		True
translocation
328	395	1226646	1226579	bs_ill_bs_contig13	contig_13	100.0		True
local misassembly
56	274	1226999	1226781	bs_ill_bs_contig13	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	1227000	1228151	bs_ill_bs_contig839	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1228153	1229063	bs_ill_bs_contig991	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1229786	1229065	bs_ill_bs_contig1146	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1231316	1230335	bs_ill_bs_contig933	contig_13	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	342	1231317	1231603	bs_ill_bs_contig3	contig_13	100.0		True
translocation
1	15524	1247214	1231691	bs_ill_bs_contig21	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1152	1247612	1248763	bs_ill_bs_contig839	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1248765	1249675	bs_ill_bs_contig991	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1250398	1249677	bs_ill_bs_contig1146	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1251928	1250947	bs_ill_bs_contig933	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	59870	1312051	1252182	bs_ill_bs_contig14	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	709047	1312282	2021210	bs_ill_bs_contig1	contig_13	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	599	2021212	2021810	bs_ill_bs_contig2	contig_13	99.41		True
translocation
1	263211	2285020	2021811	bs_ill_bs_contig7	contig_13	100.0		True
translocation
1	620	2285640	2285021	bs_ill_bs_contig2	contig_13	99.11		True
fake: not a misassembly [fragmentation of reference genome]
708490	709047	2286199	2285642	bs_ill_bs_contig1	contig_13	99.84		True
translocation
1	38370	2324568	2286200	bs_ill_bs_contig16	contig_13	100.0		True
translocation
56	341	2324854	2324569	bs_ill_bs_contig3	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	982	2324855	2325836	bs_ill_bs_contig933	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	2326208	2326929	bs_ill_bs_contig1146	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	2327841	2326931	bs_ill_bs_contig991	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1152	2328994	2327843	bs_ill_bs_contig839	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	274	2328995	2329213	bs_ill_bs_contig13	contig_13	100.0		True
local misassembly
328	453	2329348	2329473	bs_ill_bs_contig13	contig_13	100.0		True
translocation
1	536	2329618	2330126	bs_ill_bs_contig1326	contig_13	90.26		True
fake: not a misassembly [fragmentation of reference genome]
1	37065	2368482	2331418	bs_ill_bs_contig17	contig_13	100.0		True
translocation
708489	709047	2368483	2369041	bs_ill_bs_contig1	contig_13	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	599	2369043	2369641	bs_ill_bs_contig2	contig_13	99.26		True
translocation
1	315068	2369642	2684706	bs_ill_bs_contig4	contig_13	100.0		True
translocation
708490	709047	2684707	2685264	bs_ill_bs_contig1	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	599	2685266	2685865	bs_ill_bs_contig2	contig_13	99.11		True
translocation
1	294381	2980244	2685866	bs_ill_bs_contig5	contig_13	100.0		True
translocation
1	618	2980862	2980245	bs_ill_bs_contig2	contig_13	99.26		True
fake: not a misassembly [fragmentation of reference genome]
708489	709047	2981422	2980864	bs_ill_bs_contig1	contig_13	99.84		True
translocation
114	252570	3233995	2981423	bs_ill_bs_contig9	contig_13	99.94		True
local misassembly
34	329	3234291	3233996	bs_ill_bs_contig9	contig_13	99.03		True
local misassembly [fragmentation of reference genome]
1	609	3234399	3235007	bs_ill_bs_contig1250	contig_13	100.0		True
translocation
155978	156135	3235165	3235008	bs_ill_bs_contig10	contig_13	98.37		True
local misassembly
155994	156223	3235527	3235298	bs_ill_bs_contig10	contig_13	96.52		True
local misassembly
156140	156290	3235714	3235564	bs_ill_bs_contig10	contig_13	94.7		True
local misassembly
156684	156751	3235917	3235850	bs_ill_bs_contig10	contig_13	98.53		True
local misassembly
156140	156408	3236218	3235950	bs_ill_bs_contig10	contig_13	96.28		True
translocation
59	507	3236455	3236894	bs_ill_bs_contig1250	contig_13	97.77		True
translocation
156423	156786	3237258	3236895	bs_ill_bs_contig10	contig_13	92.08		True
local misassembly
156234	156335	3237600	3237499	bs_ill_bs_contig10	contig_13	93.14		True
indel: indel (> 5bp)
155978	156197	3237820	3237601	bs_ill_bs_contig10	contig_13	99.55		True
local misassembly
156077	156223	3238099	3237953	bs_ill_bs_contig10	contig_13	97.96		True
local misassembly
156590	156939	3238513	3238164	bs_ill_bs_contig10	contig_13	100.0		True
local misassembly
1	156862	3395616	3238754	bs_ill_bs_contig10	contig_13	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	2262	3395995	3398256	bs_ill_bs_contig411	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	269408	3668212	3398811	bs_ill_bs_contig6	contig_13	100.0		True
translocation
1	599	3668811	3668213	bs_ill_bs_contig2	contig_13	98.06		True
fake: not a misassembly [fragmentation of reference genome]
708516	709047	3669344	3668813	bs_ill_bs_contig1	contig_13	98.81		True
translocation
1	137190	3669345	3806532	bs_ill_bs_contig11	contig_13	100.0		True
translocation
1	574	3807106	3806533	bs_ill_bs_contig2	contig_13	97.62		True
fake: not a misassembly [fragmentation of reference genome]
708549	709047	3807606	3807108	bs_ill_bs_contig1	contig_13	98.69		True
translocation
1	23242	3830847	3807607	bs_ill_bs_contig19	contig_13	100.0		True
translocation
708485	709047	3830848	3831410	bs_ill_bs_contig1	contig_13	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	214348	3831412	4045597	bs_ill_bs_contig2	contig_13	99.92		True
CONTIG	contig_13	4045597	misassembled
18672	18790	268382	268264	bs_ill_bs_contig13	contig_26	90.76		True
unknown
1	277	286252	285976	bs_ill_bs_contig13	contig_26	91.07		True
unknown
1	1065	286198	287262	bs_ill_bs_contig839	contig_26	95.6		True
unknown
108	910	287457	288265	bs_ill_bs_contig991	contig_26	91.87		True
unknown
83	720	288906	288270	bs_ill_bs_contig1146	contig_26	90.39		True
unknown
1	966	290416	289453	bs_ill_bs_contig933	contig_26	94.21		True
unknown
1	133	290362	290494	bs_ill_bs_contig3	contig_26	91.73		True
unknown
159	246	290520	290607	bs_ill_bs_contig3	contig_26	90.91		True
unknown
266	333	290629	290696	bs_ill_bs_contig3	contig_26	95.59		True
unknown
1	277	292271	291995	bs_ill_bs_contig13	contig_26	91.07		True
unknown
1	1065	292217	293281	bs_ill_bs_contig839	contig_26	95.6		True
unknown
108	910	293476	294284	bs_ill_bs_contig991	contig_26	91.87		True
unknown
83	720	294925	294289	bs_ill_bs_contig1146	contig_26	90.39		True
unknown
1	966	296435	295472	bs_ill_bs_contig933	contig_26	94.21		True
unknown
1	133	296381	296513	bs_ill_bs_contig3	contig_26	91.73		True
unknown
159	246	296539	296626	bs_ill_bs_contig3	contig_26	90.91		True
unknown
266	333	296648	296715	bs_ill_bs_contig3	contig_26	95.59		True
unknown
1	277	529822	529546	bs_ill_bs_contig13	contig_26	91.07		True
unknown
1	1065	529768	530832	bs_ill_bs_contig839	contig_26	95.6		True
unknown
108	910	531027	531835	bs_ill_bs_contig991	contig_26	91.87		True
unknown
83	720	532476	531840	bs_ill_bs_contig1146	contig_26	90.39		True
unknown
1	966	534237	533274	bs_ill_bs_contig933	contig_26	94.21		True
unknown
1	4776	679057	674358	bs_ill_bs_contig89	contig_26	97.51		True
unknown
1	966	1078036	1078999	bs_ill_bs_contig933	contig_26	94.21		True
unknown
83	720	1079797	1080433	bs_ill_bs_contig1146	contig_26	90.39		True
unknown
108	910	1081246	1080438	bs_ill_bs_contig991	contig_26	91.87		True
unknown
1	1065	1082505	1081441	bs_ill_bs_contig839	contig_26	95.6		True
unknown
1	277	1082451	1082727	bs_ill_bs_contig13	contig_26	91.07		True
unknown
266	333	1676335	1676268	bs_ill_bs_contig3	contig_26	95.59		True
unknown
159	246	1676444	1676357	bs_ill_bs_contig3	contig_26	90.91		True
unknown
1	133	1676602	1676470	bs_ill_bs_contig3	contig_26	91.73		True
unknown
1	966	1676548	1677511	bs_ill_bs_contig933	contig_26	94.21		True
unknown
83	720	1678058	1678694	bs_ill_bs_contig1146	contig_26	90.39		True
unknown
108	910	1679507	1678699	bs_ill_bs_contig991	contig_26	91.87		True
unknown
1	1065	1680766	1679702	bs_ill_bs_contig839	contig_26	95.6		True
unknown
1	277	1680712	1680988	bs_ill_bs_contig13	contig_26	91.07		True
unknown
266	333	1781012	1780945	bs_ill_bs_contig3	contig_26	95.59		True
unknown
159	246	1781121	1781034	bs_ill_bs_contig3	contig_26	90.91		True
unknown
1	133	1781279	1781147	bs_ill_bs_contig3	contig_26	91.73		True
unknown
1	966	1781225	1782188	bs_ill_bs_contig933	contig_26	94.21		True
unknown
83	720	1782735	1783371	bs_ill_bs_contig1146	contig_26	90.39		True
unknown
108	910	1784184	1783376	bs_ill_bs_contig991	contig_26	91.87		True
unknown
1	1065	1785443	1784379	bs_ill_bs_contig839	contig_26	95.6		True
unknown
1	277	1785389	1785665	bs_ill_bs_contig13	contig_26	91.07		True
unknown
CONTIG	contig_26	2992084	mis_unaligned
8	169	405483	405322	bs_ill_bs_contig13	contig_96	95.06		True
unknown
1	1068	405436	406502	bs_ill_bs_contig839	contig_96	93.83		True
unknown
1	982	409882	408900	bs_ill_bs_contig933	contig_96	92.83		True
unknown
1	1068	541422	542489	bs_ill_bs_contig839	contig_96	93.74		True
unknown
480	720	543728	543488	bs_ill_bs_contig1146	contig_96	95.85		True
unknown
95	183	544113	544025	bs_ill_bs_contig1146	contig_96	91.01		True
unknown
1	982	545859	544877	bs_ill_bs_contig933	contig_96	92.93		True
unknown
1	1068	654844	655911	bs_ill_bs_contig839	contig_96	93.83		True
unknown
1	982	659240	658257	bs_ill_bs_contig933	contig_96	92.54		True
unknown
261	334	1714974	1714901	bs_ill_bs_contig3	contig_96	93.24		True
unknown
2	120	1715234	1715116	bs_ill_bs_contig3	contig_96	90.76		True
unknown
1	982	1715181	1716163	bs_ill_bs_contig933	contig_96	92.83		True
unknown
95	184	1716902	1716991	bs_ill_bs_contig1146	contig_96	91.11		True
unknown
480	720	1717287	1717527	bs_ill_bs_contig1146	contig_96	95.44		True
unknown
1	1068	1719596	1718529	bs_ill_bs_contig839	contig_96	93.83		True
unknown
1	176	1759803	1759978	bs_ill_bs_contig933	contig_96	95.45		True
unknown
201	557	1760002	1760358	bs_ill_bs_contig933	contig_96	94.12		True
unknown
761	982	1760545	1760766	bs_ill_bs_contig933	contig_96	95.5		True
unknown
95	184	1761445	1761534	bs_ill_bs_contig1146	contig_96	91.11		True
unknown
495	720	1761845	1762070	bs_ill_bs_contig1146	contig_96	96.02		True
unknown
1	1068	1764139	1763071	bs_ill_bs_contig839	contig_96	93.74		True
unknown
1	982	1765041	1766023	bs_ill_bs_contig933	contig_96	92.83		True
unknown
95	184	1766670	1766759	bs_ill_bs_contig1146	contig_96	91.11		True
unknown
480	720	1767055	1767295	bs_ill_bs_contig1146	contig_96	95.44		True
unknown
1	1068	1769364	1768295	bs_ill_bs_contig839	contig_96	93.47		True
unknown
8	169	1769317	1769478	bs_ill_bs_contig13	contig_96	95.06		True
unknown
CONTIG	contig_96	2719745	mis_unaligned
1	965	604602	605565	bs_ill_bs_contig933	contig_102	93.89		True
unknown
95	215	606207	606327	bs_ill_bs_contig1146	contig_102	92.56		True
unknown
483	720	606587	606824	bs_ill_bs_contig1146	contig_102	93.28		True
unknown
666	889	607073	606850	bs_ill_bs_contig991	contig_102	91.52		True
unknown
337	569	607403	607171	bs_ill_bs_contig991	contig_102	93.56		True
unknown
108	329	607635	607414	bs_ill_bs_contig991	contig_102	91.44		True
unknown
1	1065	608883	607832	bs_ill_bs_contig839	contig_102	92.31		True
unknown
9	171	608837	608999	bs_ill_bs_contig13	contig_102	93.25		True
unknown
9	171	2112853	2112691	bs_ill_bs_contig13	contig_102	93.25		True
unknown
1	1065	2112807	2113858	bs_ill_bs_contig839	contig_102	92.31		True
unknown
108	329	2114055	2114276	bs_ill_bs_contig991	contig_102	91.44		True
unknown
337	569	2114287	2114519	bs_ill_bs_contig991	contig_102	93.56		True
unknown
666	889	2114617	2114840	bs_ill_bs_contig991	contig_102	91.07		True
unknown
483	720	2115103	2114866	bs_ill_bs_contig1146	contig_102	93.28		True
unknown
95	215	2115483	2115363	bs_ill_bs_contig1146	contig_102	93.39		True
unknown
1	965	2116986	2116023	bs_ill_bs_contig933	contig_102	93.89		True
unknown
33226	33297	2171637	2171566	bs_ill_bs_contig13	contig_102	95.83		True
unknown
32338	32486	2172525	2172377	bs_ill_bs_contig13	contig_102	91.95		True
unknown
1	965	2387664	2388627	bs_ill_bs_contig933	contig_102	93.89		True
unknown
95	215	2389167	2389287	bs_ill_bs_contig1146	contig_102	93.39		True
unknown
483	720	2389547	2389784	bs_ill_bs_contig1146	contig_102	93.28		True
unknown
666	889	2390033	2389810	bs_ill_bs_contig991	contig_102	91.52		True
unknown
337	569	2390363	2390131	bs_ill_bs_contig991	contig_102	93.56		True
unknown
108	329	2390595	2390374	bs_ill_bs_contig991	contig_102	91.44		True
unknown
1	1065	2391843	2390792	bs_ill_bs_contig839	contig_102	92.31		True
unknown
1	965	2830787	2831750	bs_ill_bs_contig933	contig_102	93.89		True
unknown
95	215	2832392	2832512	bs_ill_bs_contig1146	contig_102	93.39		True
unknown
483	720	2832772	2833009	bs_ill_bs_contig1146	contig_102	93.28		True
unknown
666	889	2833258	2833035	bs_ill_bs_contig991	contig_102	91.07		True
unknown
337	569	2833588	2833356	bs_ill_bs_contig991	contig_102	93.56		True
unknown
108	329	2833820	2833599	bs_ill_bs_contig991	contig_102	91.44		True
unknown
1	1065	2835068	2834017	bs_ill_bs_contig839	contig_102	92.31		True
unknown
9	171	2835022	2835184	bs_ill_bs_contig13	contig_102	93.25		True
unknown
CONTIG	contig_102	2845424	mis_unaligned
1	1065	65151	66204	bs_ill_bs_contig839	contig_27	92.36		True
unknown
492	714	67442	67220	bs_ill_bs_contig1146	contig_27	92.38		True
unknown
95	211	67837	67721	bs_ill_bs_contig1146	contig_27	94.02		True
unknown
766	967	68742	68541	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	69481	69331	bs_ill_bs_contig933	contig_27	91.39		True
unknown
1	1065	142243	143296	bs_ill_bs_contig839	contig_27	92.45		True
unknown
766	967	145627	145426	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	146366	146216	bs_ill_bs_contig933	contig_27	91.39		True
unknown
1	1065	177756	178809	bs_ill_bs_contig839	contig_27	92.36		True
unknown
492	714	180047	179825	bs_ill_bs_contig1146	contig_27	92.83		True
unknown
95	211	180442	180326	bs_ill_bs_contig1146	contig_27	93.16		True
unknown
766	967	181152	180951	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	181891	181741	bs_ill_bs_contig933	contig_27	91.39		True
unknown
95	211	843791	843907	bs_ill_bs_contig1146	contig_27	93.16		True
unknown
492	714	844186	844408	bs_ill_bs_contig1146	contig_27	92.83		True
unknown
1	1065	846477	845424	bs_ill_bs_contig839	contig_27	92.45		True
unknown
299	371	1656438	1656366	bs_ill_bs_contig1326	contig_27	97.26		True
unknown
1	1065	1657108	1658161	bs_ill_bs_contig839	contig_27	92.45		True
unknown
492	714	1659399	1659177	bs_ill_bs_contig1146	contig_27	92.83		True
unknown
95	211	1659794	1659678	bs_ill_bs_contig1146	contig_27	94.02		True
unknown
766	967	1660514	1660313	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	1661253	1661103	bs_ill_bs_contig933	contig_27	91.39		True
unknown
CONTIG	contig_27	1947346	mis_unaligned
61	290	2931538	2931767	bs_ill_bs_contig839	contig_11	90.43		True
unknown
707	789	2932184	2932266	bs_ill_bs_contig839	contig_11	97.59		True
unknown
61	290	2972942	2973171	bs_ill_bs_contig839	contig_11	90.43		True
unknown
707	789	2973588	2973670	bs_ill_bs_contig839	contig_11	97.59		True
unknown
CONTIG	contig_11	4765355	mis_unaligned
707	789	2247100	2247018	bs_ill_bs_contig839	contig_37	97.59		True
unknown
61	290	2247745	2247516	bs_ill_bs_contig839	contig_37	90.43		True
unknown
707	789	2289855	2289773	bs_ill_bs_contig839	contig_37	97.59		True
unknown
61	290	2290501	2290272	bs_ill_bs_contig839	contig_37	90.43		True
unknown
CONTIG	contig_37	4758953	mis_unaligned
