S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
214350	552243	1	337893	bs_ill_bs_contig2	contig_13	100.0		True
483	720	2832776	2833013	bs_ill_bs_contig1146	contig_102	93.28		True
unknown
666	889	2833262	2833039	bs_ill_bs_contig991	contig_102	91.07		True
unknown
337	569	2833592	2833360	bs_ill_bs_contig991	contig_102	93.56		True
unknown
108	329	2833824	2833603	bs_ill_bs_contig991	contig_102	91.44		True
unknown
1	1065	2835072	2834021	bs_ill_bs_contig839	contig_102	92.31		True
unknown
9	171	2835026	2835188	bs_ill_bs_contig13	contig_102	93.25		True
unknown
CONTIG	contig_102	2845428	mis_unaligned
1	1065	65144	66199	bs_ill_bs_contig839	contig_27	90.96		True
unknown
492	714	67437	67215	bs_ill_bs_contig1146	contig_27	92.38		True
unknown
95	211	67832	67716	bs_ill_bs_contig1146	contig_27	94.02		True
unknown
766	967	68738	68537	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	69477	69327	bs_ill_bs_contig933	contig_27	91.39		True
unknown
1	1065	142239	143292	bs_ill_bs_contig839	contig_27	92.45		True
unknown
766	967	145636	145435	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	146375	146225	bs_ill_bs_contig933	contig_27	91.39		True
unknown
1	1065	177761	178814	bs_ill_bs_contig839	contig_27	92.36		True
unknown
492	714	180053	179831	bs_ill_bs_contig1146	contig_27	92.83		True
unknown
95	211	180448	180332	bs_ill_bs_contig1146	contig_27	93.16		True
unknown
766	967	181158	180957	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	181897	181747	bs_ill_bs_contig933	contig_27	91.39		True
unknown
95	211	843791	843907	bs_ill_bs_contig1146	contig_27	93.16		True
unknown
492	714	844186	844408	bs_ill_bs_contig1146	contig_27	92.83		True
unknown
1	1065	846477	845424	bs_ill_bs_contig839	contig_27	92.09		True
unknown
299	371	1655345	1655273	bs_ill_bs_contig1326	contig_27	97.26		True
unknown
1	1065	1656015	1657068	bs_ill_bs_contig839	contig_27	92.45		True
unknown
492	714	1658306	1658084	bs_ill_bs_contig1146	contig_27	92.83		True
unknown
95	211	1658701	1658585	bs_ill_bs_contig1146	contig_27	94.02		True
unknown
766	967	1659421	1659220	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	1660160	1660010	bs_ill_bs_contig933	contig_27	91.39		True
unknown
CONTIG	contig_27	1945360	mis_unaligned
61	290	2931547	2931776	bs_ill_bs_contig839	contig_11	90.43		True
unknown
707	789	2932193	2932275	bs_ill_bs_contig839	contig_11	97.59		True
unknown
61	290	2972948	2973177	bs_ill_bs_contig839	contig_11	90.43		True
unknown
707	789	2973594	2973676	bs_ill_bs_contig839	contig_11	97.59		True
unknown
CONTIG	contig_11	4765398	mis_unaligned
707	789	2246798	2246716	bs_ill_bs_contig839	contig_37	97.59		True
unknown
61	290	2247444	2247215	bs_ill_bs_contig839	contig_37	90.43		True
unknown
707	789	2289554	2289472	bs_ill_bs_contig839	contig_37	97.59		True
unknown
61	290	2290200	2289971	bs_ill_bs_contig839	contig_37	90.43		True
unknown
CONTIG	contig_37	4758592	mis_unaligned
