S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
214350	552243	1	337851	bs_ill_bs_contig2	contig_13	99.98		True
1	536	1166214	1165679	bs_ill_bs_contig1326	contig_13	100.0		True
translocation
56	453	1166729	1166331	bs_ill_bs_contig13	contig_13	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	1166730	1167880	bs_ill_bs_contig839	contig_13	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1167882	1168791	bs_ill_bs_contig991	contig_13	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1169514	1168793	bs_ill_bs_contig1146	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1170867	1169886	bs_ill_bs_contig933	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	341	1170868	1171153	bs_ill_bs_contig3	contig_13	100.0		True
translocation
1	55215	1226460	1171249	bs_ill_bs_contig15	contig_13	99.98		True
translocation
328	395	1226528	1226461	bs_ill_bs_contig13	contig_13	100.0		True
local misassembly
56	274	1226881	1226663	bs_ill_bs_contig13	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	1226882	1228033	bs_ill_bs_contig839	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1228035	1228944	bs_ill_bs_contig991	contig_13	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1229667	1228946	bs_ill_bs_contig1146	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1231195	1230216	bs_ill_bs_contig933	contig_13	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	342	1231196	1231482	bs_ill_bs_contig3	contig_13	100.0		True
translocation
1	15524	1247093	1231570	bs_ill_bs_contig21	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1152	1247491	1248642	bs_ill_bs_contig839	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1248644	1249554	bs_ill_bs_contig991	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1250277	1249556	bs_ill_bs_contig1146	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1251807	1250826	bs_ill_bs_contig933	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	59870	1311929	1252061	bs_ill_bs_contig14	contig_13	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	709047	1312160	2021016	bs_ill_bs_contig1	contig_13	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	599	2021018	2021616	bs_ill_bs_contig2	contig_13	99.41		True
translocation
1	263211	2284797	2021617	bs_ill_bs_contig7	contig_13	99.99		True
translocation
1	620	2285417	2284798	bs_ill_bs_contig2	contig_13	99.11		True
fake: not a misassembly [fragmentation of reference genome]
708490	709047	2285976	2285419	bs_ill_bs_contig1	contig_13	99.84		True
translocation
1	38370	2324345	2285977	bs_ill_bs_contig16	contig_13	99.97		True
translocation
56	341	2324631	2324346	bs_ill_bs_contig3	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	982	2324632	2325613	bs_ill_bs_contig933	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	2325985	2326706	bs_ill_bs_contig1146	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	2327618	2326708	bs_ill_bs_contig991	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1152	2328773	2327620	bs_ill_bs_contig839	contig_13	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	274	2328774	2328992	bs_ill_bs_contig13	contig_13	100.0		True
local misassembly
328	453	2329127	2329252	bs_ill_bs_contig13	contig_13	100.0		True
translocation
1	536	2329397	2329905	bs_ill_bs_contig1326	contig_13	90.26		True
fake: not a misassembly [fragmentation of reference genome]
1	37065	2368259	2331197	bs_ill_bs_contig17	contig_13	99.98		True
translocation
708489	709047	2368260	2368818	bs_ill_bs_contig1	contig_13	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	599	2368820	2369418	bs_ill_bs_contig2	contig_13	99.26		True
translocation
1	315068	2369419	2684461	bs_ill_bs_contig4	contig_13	99.99		True
translocation
708490	709047	2684462	2685019	bs_ill_bs_contig1	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	599	2685021	2685620	bs_ill_bs_contig2	contig_13	99.11		True
translocation
1	294381	2979992	2685621	bs_ill_bs_contig5	contig_13	99.99		True
translocation
1	618	2980610	2979993	bs_ill_bs_contig2	contig_13	99.26		True
fake: not a misassembly [fragmentation of reference genome]
708489	709047	2981170	2980612	bs_ill_bs_contig1	contig_13	99.84		True
translocation
114	252570	3233720	2981171	bs_ill_bs_contig9	contig_13	99.92		True
local misassembly
34	329	3234016	3233721	bs_ill_bs_contig9	contig_13	99.03		True
local misassembly [fragmentation of reference genome]
1	609	3234124	3234732	bs_ill_bs_contig1250	contig_13	100.0		True
translocation
155978	156135	3234890	3234733	bs_ill_bs_contig10	contig_13	98.37		True
local misassembly
155994	156223	3235252	3235023	bs_ill_bs_contig10	contig_13	96.52		True
local misassembly
156140	156290	3235439	3235289	bs_ill_bs_contig10	contig_13	94.7		True
local misassembly
156684	156751	3235642	3235575	bs_ill_bs_contig10	contig_13	98.53		True
local misassembly
156140	156408	3235943	3235675	bs_ill_bs_contig10	contig_13	96.28		True
translocation
59	507	3236180	3236619	bs_ill_bs_contig1250	contig_13	97.77		True
translocation
156423	156786	3236983	3236620	bs_ill_bs_contig10	contig_13	92.08		True
local misassembly
156234	156335	3237325	3237224	bs_ill_bs_contig10	contig_13	93.14		True
indel: indel (> 5bp)
155978	156197	3237545	3237326	bs_ill_bs_contig10	contig_13	99.55		True
local misassembly
156077	156223	3237824	3237678	bs_ill_bs_contig10	contig_13	97.96		True
local misassembly
156590	156939	3238238	3237889	bs_ill_bs_contig10	contig_13	100.0		True
local misassembly
1	156862	3395328	3238479	bs_ill_bs_contig10	contig_13	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	2262	3395705	3397966	bs_ill_bs_contig411	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	269408	3667895	3398521	bs_ill_bs_contig6	contig_13	99.99		True
translocation
1	599	3668494	3667896	bs_ill_bs_contig2	contig_13	98.06		True
fake: not a misassembly [fragmentation of reference genome]
708516	709047	3669027	3668496	bs_ill_bs_contig1	contig_13	98.81		True
translocation
1	137190	3669028	3806206	bs_ill_bs_contig11	contig_13	99.99		True
translocation
1	574	3806780	3806207	bs_ill_bs_contig2	contig_13	97.62		True
fake: not a misassembly [fragmentation of reference genome]
708549	709047	3807280	3806782	bs_ill_bs_contig1	contig_13	98.69		True
translocation
1	23242	3830519	3807281	bs_ill_bs_contig19	contig_13	99.98		True
translocation
708485	709047	3830520	3831082	bs_ill_bs_contig1	contig_13	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	214348	3831084	4045243	bs_ill_bs_contig2	contig_13	99.9		True
CONTIG	contig_13	4045243	misassembled
18672	18790	268360	268242	bs_ill_bs_contig13	contig_26	90.76		True
unknown
1	277	286228	285952	bs_ill_bs_contig13	contig_26	91.07		True
unknown
1	1065	286174	287240	bs_ill_bs_contig839	contig_26	95.43		True
unknown
108	910	287435	288241	bs_ill_bs_contig991	contig_26	91.75		True
unknown
83	720	288882	288246	bs_ill_bs_contig1146	contig_26	90.39		True
unknown
1	966	290392	289429	bs_ill_bs_contig933	contig_26	94.21		True
unknown
1	133	290338	290470	bs_ill_bs_contig3	contig_26	91.73		True
unknown
159	246	290496	290583	bs_ill_bs_contig3	contig_26	90.91		True
unknown
266	333	290605	290672	bs_ill_bs_contig3	contig_26	95.59		True
unknown
1	277	292247	291971	bs_ill_bs_contig13	contig_26	91.07		True
unknown
1	1065	292193	293257	bs_ill_bs_contig839	contig_26	95.6		True
unknown
108	910	293452	294260	bs_ill_bs_contig991	contig_26	91.87		True
unknown
83	720	294901	294265	bs_ill_bs_contig1146	contig_26	90.39		True
unknown
1	966	296411	295448	bs_ill_bs_contig933	contig_26	94.21		True
unknown
1	133	296357	296489	bs_ill_bs_contig3	contig_26	91.73		True
unknown
159	246	296515	296602	bs_ill_bs_contig3	contig_26	90.91		True
unknown
266	333	296624	296691	bs_ill_bs_contig3	contig_26	95.59		True
unknown
1	277	529789	529513	bs_ill_bs_contig13	contig_26	91.07		True
unknown
1	1065	529735	530797	bs_ill_bs_contig839	contig_26	95.42		True
unknown
108	910	530992	531800	bs_ill_bs_contig991	contig_26	91.87		True
unknown
83	720	532441	531805	bs_ill_bs_contig1146	contig_26	90.39		True
unknown
1	966	534202	533239	bs_ill_bs_contig933	contig_26	94.21		True
unknown
1	4776	679013	674316	bs_ill_bs_contig89	contig_26	97.46		True
unknown
1	966	1077964	1078927	bs_ill_bs_contig933	contig_26	94.21		True
unknown
83	720	1079725	1080361	bs_ill_bs_contig1146	contig_26	90.39		True
unknown
108	910	1081174	1080366	bs_ill_bs_contig991	contig_26	91.87		True
unknown
1	1065	1082433	1081369	bs_ill_bs_contig839	contig_26	95.6		True
unknown
1	277	1082379	1082655	bs_ill_bs_contig13	contig_26	91.07		True
unknown
266	333	1676219	1676152	bs_ill_bs_contig3	contig_26	95.59		True
unknown
159	246	1676328	1676241	bs_ill_bs_contig3	contig_26	90.91		True
unknown
1	133	1676486	1676354	bs_ill_bs_contig3	contig_26	91.73		True
unknown
1	966	1676432	1677395	bs_ill_bs_contig933	contig_26	94.21		True
unknown
83	720	1677942	1678578	bs_ill_bs_contig1146	contig_26	90.39		True
unknown
108	910	1679391	1678583	bs_ill_bs_contig991	contig_26	91.87		True
unknown
1	1065	1680650	1679586	bs_ill_bs_contig839	contig_26	95.6		True
unknown
1	277	1680596	1680872	bs_ill_bs_contig13	contig_26	91.07		True
unknown
266	333	1780888	1780821	bs_ill_bs_contig3	contig_26	95.59		True
unknown
159	246	1780997	1780910	bs_ill_bs_contig3	contig_26	90.91		True
unknown
1	133	1781155	1781023	bs_ill_bs_contig3	contig_26	91.73		True
unknown
1	966	1781101	1782064	bs_ill_bs_contig933	contig_26	94.21		True
unknown
83	720	1782611	1783247	bs_ill_bs_contig1146	contig_26	90.39		True
unknown
108	910	1784060	1783252	bs_ill_bs_contig991	contig_26	91.87		True
unknown
1	1065	1785318	1784255	bs_ill_bs_contig839	contig_26	95.51		True
unknown
1	277	1785264	1785540	bs_ill_bs_contig13	contig_26	91.07		True
unknown
CONTIG	contig_26	2991914	mis_unaligned
8	169	405608	405447	bs_ill_bs_contig13	contig_96	95.06		True
unknown
1	1068	405561	406630	bs_ill_bs_contig839	contig_96	93.56		True
unknown
496	720	407855	407631	bs_ill_bs_contig1146	contig_96	96.0		True
unknown
95	183	408258	408170	bs_ill_bs_contig1146	contig_96	91.01		True
unknown
1	982	410014	409031	bs_ill_bs_contig933	contig_96	92.74		True
unknown
1	1068	541629	542695	bs_ill_bs_contig839	contig_96	93.83		True
unknown
493	720	543920	543693	bs_ill_bs_contig1146	contig_96	96.05		True
unknown
95	183	544317	544229	bs_ill_bs_contig1146	contig_96	91.01		True
unknown
1	982	546068	545085	bs_ill_bs_contig933	contig_96	92.84		True
unknown
1	1068	655100	656167	bs_ill_bs_contig839	contig_96	93.83		True
unknown
497	720	657391	657168	bs_ill_bs_contig1146	contig_96	95.98		True
unknown
95	184	657791	657702	bs_ill_bs_contig1146	contig_96	91.11		True
unknown
1	982	659495	658514	bs_ill_bs_contig933	contig_96	92.83		True
unknown
261	334	1715429	1715356	bs_ill_bs_contig3	contig_96	93.24		True
unknown
2	120	1715689	1715571	bs_ill_bs_contig3	contig_96	90.76		True
unknown
1	982	1715636	1716616	bs_ill_bs_contig933	contig_96	92.63		True
unknown
95	184	1717355	1717444	bs_ill_bs_contig1146	contig_96	91.11		True
unknown
493	640	1717754	1717901	bs_ill_bs_contig1146	contig_96	95.27		True
unknown
642	720	1717902	1717980	bs_ill_bs_contig1146	contig_96	97.47		True
unknown
1	1068	1720050	1718983	bs_ill_bs_contig839	contig_96	93.83		True
unknown
1	982	1760272	1761257	bs_ill_bs_contig933	contig_96	92.65		True
unknown
1	1068	1764629	1763562	bs_ill_bs_contig839	contig_96	93.83		True
unknown
1	982	1765534	1766515	bs_ill_bs_contig933	contig_96	92.63		True
unknown
95	183	1767163	1767251	bs_ill_bs_contig1146	contig_96	91.01		True
unknown
480	720	1767548	1767788	bs_ill_bs_contig1146	contig_96	94.61		True
unknown
1	1068	1769860	1768789	bs_ill_bs_contig839	contig_96	93.58		True
unknown
8	169	1769813	1769974	bs_ill_bs_contig13	contig_96	95.06		True
unknown
CONTIG	contig_96	2720494	mis_unaligned
1	965	604571	605534	bs_ill_bs_contig933	contig_102	93.89		True
unknown
95	215	606176	606296	bs_ill_bs_contig1146	contig_102	92.56		True
unknown
483	720	606556	606793	bs_ill_bs_contig1146	contig_102	93.28		True
unknown
666	889	607042	606819	bs_ill_bs_contig991	contig_102	91.52		True
unknown
337	569	607372	607140	bs_ill_bs_contig991	contig_102	93.56		True
unknown
108	329	607604	607383	bs_ill_bs_contig991	contig_102	91.44		True
unknown
1	1065	608852	607801	bs_ill_bs_contig839	contig_102	92.31		True
unknown
9	171	608806	608968	bs_ill_bs_contig13	contig_102	93.25		True
unknown
9	171	2112763	2112601	bs_ill_bs_contig13	contig_102	93.25		True
unknown
1	1065	2112717	2113768	bs_ill_bs_contig839	contig_102	92.31		True
unknown
108	329	2113965	2114186	bs_ill_bs_contig991	contig_102	91.44		True
unknown
337	569	2114197	2114429	bs_ill_bs_contig991	contig_102	93.56		True
unknown
666	889	2114527	2114750	bs_ill_bs_contig991	contig_102	91.07		True
unknown
483	720	2115013	2114776	bs_ill_bs_contig1146	contig_102	93.28		True
unknown
95	215	2115393	2115273	bs_ill_bs_contig1146	contig_102	93.39		True
unknown
1	965	2116896	2115933	bs_ill_bs_contig933	contig_102	93.89		True
unknown
33226	33297	2171545	2171474	bs_ill_bs_contig13	contig_102	95.83		True
unknown
32338	32486	2172433	2172285	bs_ill_bs_contig13	contig_102	91.95		True
unknown
1	965	2387565	2388528	bs_ill_bs_contig933	contig_102	93.89		True
unknown
95	215	2389068	2389188	bs_ill_bs_contig1146	contig_102	93.39		True
unknown
483	720	2389447	2389684	bs_ill_bs_contig1146	contig_102	93.28		True
unknown
666	889	2389933	2389710	bs_ill_bs_contig991	contig_102	91.52		True
unknown
337	569	2390263	2390031	bs_ill_bs_contig991	contig_102	93.56		True
unknown
108	329	2390495	2390274	bs_ill_bs_contig991	contig_102	91.44		True
unknown
1	1065	2391741	2390692	bs_ill_bs_contig839	contig_102	92.12		True
unknown
1	965	2830646	2831608	bs_ill_bs_contig933	contig_102	93.79		True
unknown
95	215	2832250	2832370	bs_ill_bs_contig1146	contig_102	93.39		True
unknown
483	720	2832630	2832867	bs_ill_bs_contig1146	contig_102	93.28		True
unknown
666	889	2833116	2832893	bs_ill_bs_contig991	contig_102	91.07		True
unknown
378	569	2833405	2833214	bs_ill_bs_contig991	contig_102	95.31		True
unknown
108	320	2833678	2833466	bs_ill_bs_contig991	contig_102	91.08		True
unknown
1	1065	2834926	2833875	bs_ill_bs_contig839	contig_102	92.31		True
unknown
9	171	2834880	2835042	bs_ill_bs_contig13	contig_102	93.25		True
unknown
CONTIG	contig_102	2845282	mis_unaligned
1	372	65103	65474	bs_ill_bs_contig839	contig_27	98.12		True
unknown
548	1065	65523	66029	bs_ill_bs_contig839	contig_27	90.1		True
unknown
492	714	67177	66955	bs_ill_bs_contig1146	contig_27	92.83		True
unknown
95	211	67570	67454	bs_ill_bs_contig1146	contig_27	94.02		True
unknown
766	967	68421	68220	bs_ill_bs_contig933	contig_27	95.05		True
unknown
471	758	68716	68429	bs_ill_bs_contig933	contig_27	90.97		True
unknown
26	176	69145	68995	bs_ill_bs_contig933	contig_27	91.39		True
unknown
1	1065	141654	142707	bs_ill_bs_contig839	contig_27	92.45		True
unknown
785	967	144804	144622	bs_ill_bs_contig933	contig_27	95.08		True
unknown
202	267	145366	145301	bs_ill_bs_contig933	contig_27	95.45		True
unknown
26	176	145541	145391	bs_ill_bs_contig933	contig_27	91.39		True
unknown
1	1065	176734	177787	bs_ill_bs_contig839	contig_27	92.36		True
unknown
492	714	178787	178565	bs_ill_bs_contig1146	contig_27	92.83		True
unknown
95	211	179182	179066	bs_ill_bs_contig1146	contig_27	93.16		True
unknown
766	967	179891	179690	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	180625	180475	bs_ill_bs_contig933	contig_27	91.39		True
unknown
95	211	841135	841251	bs_ill_bs_contig1146	contig_27	93.16		True
unknown
492	714	841530	841752	bs_ill_bs_contig1146	contig_27	92.83		True
unknown
952	1065	842879	842766	bs_ill_bs_contig839	contig_27	97.37		True
unknown
818	928	843002	842892	bs_ill_bs_contig839	contig_27	91.89		True
unknown
660	794	843160	843026	bs_ill_bs_contig839	contig_27	99.26		True
unknown
558	653	843262	843167	bs_ill_bs_contig839	contig_27	91.67		True
unknown
1	454	843718	843265	bs_ill_bs_contig839	contig_27	98.02		True
unknown
299	371	1651782	1651710	bs_ill_bs_contig1326	contig_27	97.26		True
unknown
1	1065	1652452	1653502	bs_ill_bs_contig839	contig_27	92.17		True
unknown
766	967	1655854	1655653	bs_ill_bs_contig933	contig_27	95.05		True
unknown
26	176	1656593	1656443	bs_ill_bs_contig933	contig_27	91.39		True
unknown
CONTIG	contig_27	1934693	mis_unaligned
61	290	2931050	2931279	bs_ill_bs_contig839	contig_11	90.43		True
unknown
707	789	2931696	2931778	bs_ill_bs_contig839	contig_11	97.59		True
unknown
61	290	2972448	2972677	bs_ill_bs_contig839	contig_11	90.43		True
unknown
707	789	2973094	2973176	bs_ill_bs_contig839	contig_11	97.59		True
unknown
CONTIG	contig_11	4764761	mis_unaligned
707	789	2246486	2246404	bs_ill_bs_contig839	contig_37	97.59		True
unknown
61	290	2247132	2246903	bs_ill_bs_contig839	contig_37	90.43		True
unknown
707	789	2289229	2289147	bs_ill_bs_contig839	contig_37	97.59		True
unknown
61	290	2289874	2289645	bs_ill_bs_contig839	contig_37	90.43		True
unknown
CONTIG	contig_37	4757922	mis_unaligned
