S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207389	310075	1	102683	ec_ill_ec_contig2	contig_96	99.99		True
56	744	2120325	2119637	ec_ill_ec_contig89	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	89591	2209914	2120326	ec_ill_ec_contig21	contig_96	99.99		True
fake: not a misassembly [fragmentation of reference genome]
42469	50645	2218306	2210130	ec_ill_ec_contig35	contig_96	99.89		True
local misassembly
1	42569	2260871	2218307	ec_ill_ec_contig35	contig_96	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2262104	2260872	ec_ill_ec_contig79	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3185	2265289	2262105	ec_ill_ec_contig68	contig_96	100.0		True
local misassembly [fragmentation of reference genome]
22	507	2265385	2265870	ec_ill_ec_contig104	contig_96	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	21779	2287714	2265938	ec_ill_ec_contig49	contig_96	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	2288268	2287783	ec_ill_ec_contig104	contig_96	91.77		True
local misassembly [fragmentation of reference genome]
1	181861	2470141	2288364	ec_ill_ec_contig6	contig_96	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1463	2470142	2471549	ec_ill_ec_contig65	contig_96	99.52		True
local misassembly
1876	4847	2471962	2474935	ec_ill_ec_contig65	contig_96	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	17355	2492289	2474936	ec_ill_ec_contig52	contig_96	99.91		True
local misassembly [fragmentation of reference genome]
6	105426	2492908	2598326	ec_ill_ec_contig5	contig_96	99.81		True
local misassembly
105527	184250	2598327	2677049	ec_ill_ec_contig5	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2678281	2677050	ec_ill_ec_contig79	contig_96	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	67050	2678282	2745329	ec_ill_ec_contig29	contig_96	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	59988	2746211	2806196	ec_ill_ec_contig32	contig_96	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2806197	2807430	ec_ill_ec_contig79	contig_96	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
33156	119686	2894068	2807431	ec_ill_ec_contig10	contig_96	99.86		True
local misassembly
1	32653	2926719	2894069	ec_ill_ec_contig10	contig_96	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	2926720	2928643	ec_ill_ec_contig73	contig_96	98.18		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	2929205	2928644	ec_ill_ec_contig91	contig_96	95.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	2929206	2929850	ec_ill_ec_contig94	contig_96	99.22		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	2930104	2931131	ec_ill_ec_contig84	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	645	2931132	2931721	ec_ill_ec_contig94	contig_96	99.22		True
indel: indel (> 5bp) [fragmentation of reference genome]
21	331	2931722	2932032	ec_ill_ec_contig25	contig_96	97.72		True
translocation
1	1672	2932033	2933704	ec_ill_ec_contig76	contig_96	99.94		True
translocation
182	998	2933705	2934520	ec_ill_ec_contig36	contig_96	94.92		True
relocation, inconsistency = -1267
1	43039	2934790	2977825	ec_ill_ec_contig36	contig_96	99.97		True
local misassembly
42883	42981	2977974	2978072	ec_ill_ec_contig36	contig_96	98.99		True
local misassembly [fragmentation of reference genome]
1	101963	2978702	3080661	ec_ill_ec_contig17	contig_96	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	3081215	3080730	ec_ill_ec_contig104	contig_96	91.77		True
local misassembly [fragmentation of reference genome]
1	4424	3081311	3085734	ec_ill_ec_contig28	contig_96	100.0		True
translocation
1	5981	3085735	3091714	ec_ill_ec_contig63	contig_96	99.98		True
fake: not a misassembly [fragmentation of reference genome]
22	507	3092267	3091782	ec_ill_ec_contig104	contig_96	91.77		True
local misassembly [fragmentation of reference genome]
1	70123	3092363	3162485	ec_ill_ec_contig28	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	3162486	3163718	ec_ill_ec_contig79	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	89333	3253046	3163719	ec_ill_ec_contig22	contig_96	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1166	3253047	3254156	ec_ill_ec_contig81	contig_96	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	64433	3318588	3254157	ec_ill_ec_contig30	contig_96	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	3319143	3318658	ec_ill_ec_contig104	contig_96	91.77		True
local misassembly [fragmentation of reference genome]
1	10296	3329534	3319239	ec_ill_ec_contig58	contig_96	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	576	3329535	3330042	ec_ill_ec_contig95	contig_96	95.43		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1347	3330043	3331389	ec_ill_ec_contig78	contig_96	100.0		True
translocation
26439	26892	3331390	3331843	ec_ill_ec_contig47	contig_96	100.0		True
fake: not a misassembly [fragmentation of reference genome]
71159	71855	3332644	3331946	ec_ill_ec_contig25	contig_96	96.28		True
translocation
1	2582	3332840	3335419	ec_ill_ec_contig71	contig_96	99.88		True
translocation
124	1802	3335785	3337463	ec_ill_ec_contig61	contig_96	93.16		True
translocation
1	31854	3337464	3369303	ec_ill_ec_contig40	contig_96	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	670	3369304	3369918	ec_ill_ec_contig92	contig_96	99.4		True
fake: not a misassembly [fragmentation of reference genome]
1	507	3370162	3370668	ec_ill_ec_contig104	contig_96	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	7319	3378054	3370736	ec_ill_ec_contig62	contig_96	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	569	3378570	3378055	ec_ill_ec_contig97	contig_96	96.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	31737	3378571	3410303	ec_ill_ec_contig41	contig_96	99.98		True
local misassembly [fragmentation of reference genome]
22	300	3410399	3410677	ec_ill_ec_contig104	contig_96	91.77		True
local misassembly [fragmentation of reference genome]
1	111329	3410678	3522006	ec_ill_ec_contig11	contig_96	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	110908	3522286	3633191	ec_ill_ec_contig13	contig_96	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	573	3633192	3633709	ec_ill_ec_contig96	contig_96	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	967	3634676	3633710	ec_ill_ec_contig85	contig_96	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	592	3635213	3634677	ec_ill_ec_contig93	contig_96	98.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	839	3635214	3636052	ec_ill_ec_contig88	contig_96	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1084	3637136	3636053	ec_ill_ec_contig82	contig_96	98.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	937	3637137	3638018	ec_ill_ec_contig86	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	580	3638019	3638543	ec_ill_ec_contig100	contig_96	99.48		True
fake: not a misassembly [fragmentation of reference genome]
1	19021	3658009	3638991	ec_ill_ec_contig50	contig_96	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	125137	3783259	3658129	ec_ill_ec_contig9	contig_96	99.97		True
local misassembly [fragmentation of reference genome]
1	71131	3854545	3783384	ec_ill_ec_contig26	contig_96	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	3119	3855427	3858545	ec_ill_ec_contig69	contig_96	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	38051	3859159	3897212	ec_ill_ec_contig38	contig_96	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	3898334	3897213	ec_ill_ec_contig80	contig_96	99.35		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	70438	3968770	3898335	ec_ill_ec_contig27	contig_96	100.0		True
translocation
1	395	3969165	3968771	ec_ill_ec_contig9	contig_96	96.9		True
fake: not a misassembly [fragmentation of reference genome]
70844	71136	3969577	3969285	ec_ill_ec_contig26	contig_96	99.32		True
translocation
1	595	3970377	3969783	ec_ill_ec_contig99	contig_96	100.0		True
translocation
9004	9482	3970856	3970378	ec_ill_ec_contig55	contig_96	96.15		True
translocation
1	292	3971148	3970857	ec_ill_ec_contig13	contig_96	97.96		True
local misassembly [fragmentation of reference genome]
22	507	3972011	3972496	ec_ill_ec_contig104	contig_96	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	13785	3986348	3972564	ec_ill_ec_contig56	contig_96	100.0		True
translocation
18517	19021	3986349	3986853	ec_ill_ec_contig50	contig_96	94.43		True
fake: not a misassembly [fragmentation of reference genome]
56	580	3987825	3987301	ec_ill_ec_contig100	contig_96	99.66		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	920	3988690	3987826	ec_ill_ec_contig87	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1084	3988691	3989773	ec_ill_ec_contig82	contig_96	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	839	3990612	3989774	ec_ill_ec_contig88	contig_96	95.2		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	647	3990613	3991204	ec_ill_ec_contig93	contig_96	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	550	3991205	3991699	ec_ill_ec_contig102	contig_96	100.0		True
translocation
551	912	3991700	3992061	ec_ill_ec_contig85	contig_96	94.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	628	3992635	3992062	ec_ill_ec_contig96	contig_96	99.05		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	57666	3992636	4050299	ec_ill_ec_contig3	contig_96	99.96		True
local misassembly
57763	229060	4050300	4221601	ec_ill_ec_contig3	contig_96	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	4221602	4222832	ec_ill_ec_contig79	contig_96	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98775	4222833	4321606	ec_ill_ec_contig18	contig_96	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	4322159	4321674	ec_ill_ec_contig104	contig_96	91.77		True
local misassembly [fragmentation of reference genome]
1	12868	4322255	4335122	ec_ill_ec_contig57	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	31688	4366810	4335123	ec_ill_ec_contig42	contig_96	100.0		True
local misassembly [fragmentation of reference genome]
22	507	4366906	4367391	ec_ill_ec_contig104	contig_96	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	18741	4386197	4367459	ec_ill_ec_contig51	contig_96	99.98		True
translocation
1	395	4386592	4386198	ec_ill_ec_contig9	contig_96	97.18		True
fake: not a misassembly [fragmentation of reference genome]
1	384	4386712	4387095	ec_ill_ec_contig50	contig_96	98.97		True
translocation
1	14377	4401473	4387096	ec_ill_ec_contig55	contig_96	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1029	4401474	4402447	ec_ill_ec_contig82	contig_96	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1970	4402448	4404417	ec_ill_ec_contig74	contig_96	100.0		True
translocation
569	912	4404418	4404761	ec_ill_ec_contig85	contig_96	93.66		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	628	4405335	4404762	ec_ill_ec_contig96	contig_96	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	27345	4405336	4432680	ec_ill_ec_contig46	contig_96	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	4432681	4433135	ec_ill_ec_contig101	contig_96	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	7694	4440828	4433136	ec_ill_ec_contig61	contig_96	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	576	4441404	4440829	ec_ill_ec_contig95	contig_96	99.05		True
fake: not a misassembly [fragmentation of reference genome]
56	2582	4444144	4441620	ec_ill_ec_contig71	contig_96	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	97294	4444145	4541434	ec_ill_ec_contig19	contig_96	99.99		True
local misassembly [fragmentation of reference genome]
22	507	4541530	4542015	ec_ill_ec_contig104	contig_96	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	15362	4542083	4557465	ec_ill_ec_contig54	contig_96	99.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	541	4557957	4557466	ec_ill_ec_contig98	contig_96	99.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	207387	4557958	4765342	ec_ill_ec_contig2	contig_96	99.98		True
CONTIG	contig_96	4765342	misassembled
61742	62411	3592	4261	ec_ill_ec_contig18	contig_95	90.46		True
unknown
86744	86895	29114	29265	ec_ill_ec_contig18	contig_95	90.13		True
unknown
12548	12902	52538	52887	ec_ill_ec_contig57	contig_95	95.77		True
unknown
1447	1674	98662	98884	ec_ill_ec_contig46	contig_95	91.67		True
unknown
2541	2622	99751	99832	ec_ill_ec_contig46	contig_95	100.0		True
unknown
2522	2618	100702	100798	ec_ill_ec_contig46	contig_95	100.0		True
unknown
8170	9572	161890	163292	ec_ill_ec_contig19	contig_95	90.16		True
unknown
12488	12610	165498	165620	ec_ill_ec_contig19	contig_95	97.56		True
unknown
15784	15923	168900	169039	ec_ill_ec_contig19	contig_95	91.43		True
unknown
40775	41026	193976	194227	ec_ill_ec_contig19	contig_95	90.87		True
unknown
58890	58964	212020	212094	ec_ill_ec_contig19	contig_95	90.67		True
unknown
61030	61150	213972	214092	ec_ill_ec_contig19	contig_95	91.74		True
unknown
27576	28083	266999	267506	ec_ill_ec_contig45	contig_95	90.16		True
unknown
74525	74661	330880	331016	ec_ill_ec_contig2	contig_95	94.89		True
unknown
87016	87392	343610	343986	ec_ill_ec_contig2	contig_95	91.51		True
unknown
88970	89054	346189	346273	ec_ill_ec_contig2	contig_95	94.12		True
unknown
90776	90885	347993	348102	ec_ill_ec_contig2	contig_95	96.36		True
unknown
115894	115994	373804	373904	ec_ill_ec_contig2	contig_95	90.1		True
unknown
116001	116173	373911	374083	ec_ill_ec_contig2	contig_95	90.75		True
unknown
116175	116319	374084	374228	ec_ill_ec_contig2	contig_95	92.41		True
unknown
116478	116578	374387	374487	ec_ill_ec_contig2	contig_95	98.02		True
unknown
196299	196405	434804	434910	ec_ill_ec_contig2	contig_95	91.59		True
unknown
196584	196673	435239	435328	ec_ill_ec_contig2	contig_95	92.22		True
unknown
198947	199040	437790	437883	ec_ill_ec_contig2	contig_95	93.62		True
unknown
199046	199280	437889	438123	ec_ill_ec_contig2	contig_95	91.49		True
unknown
199282	200896	438124	439738	ec_ill_ec_contig2	contig_95	90.96		True
unknown
202553	203560	441395	442402	ec_ill_ec_contig2	contig_95	90.87		True
unknown
206545	206771	445365	445591	ec_ill_ec_contig2	contig_95	90.75		True
unknown
207297	208650	446110	447463	ec_ill_ec_contig2	contig_95	91.58		True
unknown
216758	217642	455628	456512	ec_ill_ec_contig2	contig_95	91.19		True
unknown
217647	218068	456517	456938	ec_ill_ec_contig2	contig_95	90.76		True
unknown
219863	220255	458732	459124	ec_ill_ec_contig2	contig_95	92.88		True
unknown
260093	260274	505523	505704	ec_ill_ec_contig2	contig_95	93.41		True
unknown
260304	260384	505742	505822	ec_ill_ec_contig2	contig_95	95.06		True
unknown
264542	264717	509977	510152	ec_ill_ec_contig2	contig_95	90.91		True
unknown
264719	265011	510153	510445	ec_ill_ec_contig2	contig_95	90.44		True
unknown
309999	310091	538028	538120	ec_ill_ec_contig2	contig_95	95.7		True
unknown
310109	310261	538141	538293	ec_ill_ec_contig2	contig_95	94.12		True
unknown
312315	312687	540352	540724	ec_ill_ec_contig2	contig_95	91.15		True
unknown
198093	198176	541126	541043	ec_ill_ec_contig4	contig_95	100.0		True
unknown
197996	198092	541340	541244	ec_ill_ec_contig4	contig_95	98.97		True
unknown
187963	188417	551303	550849	ec_ill_ec_contig4	contig_95	91.5		True
unknown
182975	186967	556424	552428	ec_ill_ec_contig4	contig_95	90.47		True
unknown
125195	125765	613470	612900	ec_ill_ec_contig4	contig_95	90.72		True
unknown
107352	107645	621347	621054	ec_ill_ec_contig4	contig_95	91.5		True
unknown
93553	95187	638654	637020	ec_ill_ec_contig4	contig_95	91.68		True
unknown
91893	91963	640315	640245	ec_ill_ec_contig4	contig_95	90.14		True
unknown
83293	83551	672566	672308	ec_ill_ec_contig4	contig_95	90.35		True
unknown
81806	81888	674072	673990	ec_ill_ec_contig4	contig_95	96.39		True
unknown
81710	81786	674170	674094	ec_ill_ec_contig4	contig_95	90.91		True
unknown
66243	66575	695190	694858	ec_ill_ec_contig4	contig_95	92.49		True
unknown
64538	64603	696906	696841	ec_ill_ec_contig4	contig_95	96.97		True
unknown
63895	63959	697623	697559	ec_ill_ec_contig4	contig_95	96.92		True
unknown
40691	41457	709052	708286	ec_ill_ec_contig4	contig_95	90.61		True
unknown
40593	40672	709148	709069	ec_ill_ec_contig4	contig_95	90.0		True
unknown
40014	40099	709726	709641	ec_ill_ec_contig4	contig_95	91.86		True
unknown
38778	38998	718125	717905	ec_ill_ec_contig4	contig_95	91.86		True
unknown
34867	35084	721954	721737	ec_ill_ec_contig4	contig_95	91.82		True
unknown
30669	30832	726097	725934	ec_ill_ec_contig4	contig_95	91.46		True
unknown
30583	30667	726182	726098	ec_ill_ec_contig4	contig_95	91.76		True
unknown
17552	17673	787604	787483	ec_ill_ec_contig4	contig_95	90.16		True
unknown
17311	17548	787845	787608	ec_ill_ec_contig4	contig_95	92.02		True
unknown
16072	16815	789083	788340	ec_ill_ec_contig4	contig_95	92.47		True
unknown
12698	13574	792472	791598	ec_ill_ec_contig4	contig_95	90.08		True
unknown
9772	10174	795231	794829	ec_ill_ec_contig4	contig_95	90.07		True
unknown
9652	9743	795354	795263	ec_ill_ec_contig4	contig_95	92.39		True
unknown
3406	3586	801683	801503	ec_ill_ec_contig4	contig_95	93.92		True
unknown
25	169	805722	805580	ec_ill_ec_contig4	contig_95	97.24		True
unknown
1876	4902	808710	805694	ec_ill_ec_contig65	contig_95	96.97		True
unknown
1	1463	810491	809029	ec_ill_ec_contig65	contig_95	97.27		True
unknown
1	351	810437	810783	ec_ill_ec_contig6	contig_95	96.3		True
unknown
5624	5704	816487	816567	ec_ill_ec_contig39	contig_95	91.36		True
unknown
5705	6050	816569	816914	ec_ill_ec_contig39	contig_95	91.33		True
unknown
6054	6151	816915	817012	ec_ill_ec_contig39	contig_95	92.86		True
unknown
6183	6300	817044	817161	ec_ill_ec_contig39	contig_95	90.68		True
unknown
12751	13132	823791	824172	ec_ill_ec_contig39	contig_95	97.64		True
unknown
13134	13897	824173	824936	ec_ill_ec_contig39	contig_95	92.54		True
unknown
13898	14864	824951	825917	ec_ill_ec_contig39	contig_95	92.14		True
unknown
15004	15150	826067	826213	ec_ill_ec_contig39	contig_95	91.16		True
unknown
18536	18631	829597	829692	ec_ill_ec_contig39	contig_95	91.67		True
unknown
19292	19493	831057	831258	ec_ill_ec_contig39	contig_95	92.57		True
unknown
22061	22287	833827	834052	ec_ill_ec_contig39	contig_95	94.71		True
unknown
24143	24530	852793	853181	ec_ill_ec_contig39	contig_95	96.68		True
unknown
27168	27363	883868	884063	ec_ill_ec_contig15	contig_95	90.82		True
unknown
28106	28170	884805	884869	ec_ill_ec_contig15	contig_95	93.85		True
unknown
35561	35647	892529	892615	ec_ill_ec_contig15	contig_95	98.85		True
unknown
41998	42421	900971	901394	ec_ill_ec_contig15	contig_95	90.8		True
unknown
45155	45384	914811	915040	ec_ill_ec_contig15	contig_95	96.09		True
unknown
