S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207389	310075	1	102684	ec_ill_ec_contig2	contig_97	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059420	1206915	ec_ill_ec_contig7	contig_97	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206916	1208839	ec_ill_ec_contig73	contig_97	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209401	1208840	ec_ill_ec_contig91	contig_97	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209402	1210046	ec_ill_ec_contig94	contig_97	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210300	1212028	ec_ill_ec_contig75	contig_97	99.77		True
local misassembly [fragmentation of reference genome]
22	507	1212477	1212962	ec_ill_ec_contig104	contig_97	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1220934	1213030	ec_ill_ec_contig60	contig_97	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	1222056	1220935	ec_ill_ec_contig80	contig_97	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93076	1222057	1315128	ec_ill_ec_contig20	contig_97	99.99		True
local misassembly
93043	93344	1315596	1315906	ec_ill_ec_contig20	contig_97	96.45		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1979	1315907	1317884	ec_ill_ec_contig73	contig_97	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1318446	1317885	ec_ill_ec_contig91	contig_97	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	625	1318447	1319072	ec_ill_ec_contig94	contig_97	98.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	71850	1319073	1390916	ec_ill_ec_contig25	contig_97	99.95		True
local misassembly [fragmentation of reference genome]
1	5324	1396349	1391024	ec_ill_ec_contig64	contig_97	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	16070	1396632	1412701	ec_ill_ec_contig53	contig_97	99.98		True
translocation
26703	27345	1412702	1413344	ec_ill_ec_contig46	contig_97	97.42		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	1413345	1413799	ec_ill_ec_contig101	contig_97	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	2582	1416382	1413800	ec_ill_ec_contig70	contig_97	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	2425	1416665	1419089	ec_ill_ec_contig72	contig_97	100.0		True
translocation
4875	5324	1419090	1419539	ec_ill_ec_contig64	contig_97	100.0		True
fake: not a misassembly [fragmentation of reference genome]
71245	71855	1420252	1419642	ec_ill_ec_contig25	contig_97	97.25		True
translocation
1	22687	1442939	1420253	ec_ill_ec_contig48	contig_97	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	615	1442940	1443499	ec_ill_ec_contig92	contig_97	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1357	1443500	1444856	ec_ill_ec_contig77	contig_97	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	569	1445370	1444857	ec_ill_ec_contig97	contig_97	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111087	1556457	1445371	ec_ill_ec_contig12	contig_97	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1556642	1558105	ec_ill_ec_contig65	contig_97	99.86		True
local misassembly
1876	4847	1558426	1561397	ec_ill_ec_contig65	contig_97	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	88468	1649857	1561398	ec_ill_ec_contig23	contig_97	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1650261	1651723	ec_ill_ec_contig65	contig_97	99.93		True
local misassembly
1876	4902	1652136	1655165	ec_ill_ec_contig65	contig_97	99.67		True
fake: not a misassembly [fragmentation of reference genome]
1	53688	1655385	1709070	ec_ill_ec_contig33	contig_97	99.99		True
local misassembly [fragmentation of reference genome]
1	71920	1709071	1780989	ec_ill_ec_contig24	contig_97	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1781388	1782851	ec_ill_ec_contig65	contig_97	99.86		True
local misassembly
1876	4902	1783172	1786198	ec_ill_ec_contig65	contig_97	99.7		True
fake: not a misassembly [fragmentation of reference genome]
1	4268	1790685	1786418	ec_ill_ec_contig66	contig_97	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1790686	1791606	ec_ill_ec_contig83	contig_97	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30843	1822448	1791607	ec_ill_ec_contig43	contig_97	99.99		True
translocation
56	399	1822790	1822449	ec_ill_ec_contig6	contig_97	98.24		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1463	1822791	1824254	ec_ill_ec_contig65	contig_97	99.93		True
local misassembly
1876	4902	1824575	1827600	ec_ill_ec_contig65	contig_97	99.47		True
fake: not a misassembly [fragmentation of reference genome]
1	3011	1827602	1830612	ec_ill_ec_contig8	contig_97	99.95		True
indel: stretch of mismatches
3012	83127	1830613	1910627	ec_ill_ec_contig8	contig_97	99.87		True
local misassembly
82979	138617	1910818	1966455	ec_ill_ec_contig8	contig_97	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	1967008	1966523	ec_ill_ec_contig104	contig_97	91.77		True
local misassembly [fragmentation of reference genome]
1	30252	1967104	1997362	ec_ill_ec_contig44	contig_97	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	107753	2105306	1997554	ec_ill_ec_contig14	contig_97	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1166	2105307	2106417	ec_ill_ec_contig81	contig_97	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	9696	2106418	2116112	ec_ill_ec_contig59	contig_97	99.99		True
indel: indel (<= 5bp) [fragmentation of reference genome]
56	502	2116634	2116185	ec_ill_ec_contig104	contig_97	99.01		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3545	2116635	2120178	ec_ill_ec_contig67	contig_97	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	744	2120867	2120179	ec_ill_ec_contig89	contig_97	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	89591	2210455	2120868	ec_ill_ec_contig21	contig_97	99.98		True
fake: not a misassembly [fragmentation of reference genome]
42469	50645	2218847	2210671	ec_ill_ec_contig35	contig_97	99.89		True
local misassembly
1	42569	2261414	2218848	ec_ill_ec_contig35	contig_97	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2262647	2261415	ec_ill_ec_contig79	contig_97	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3185	2265832	2262648	ec_ill_ec_contig68	contig_97	100.0		True
local misassembly [fragmentation of reference genome]
22	507	2265928	2266413	ec_ill_ec_contig104	contig_97	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	21779	2288257	2266481	ec_ill_ec_contig49	contig_97	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	2288811	2288326	ec_ill_ec_contig104	contig_97	91.77		True
local misassembly [fragmentation of reference genome]
1	181861	2470677	2288907	ec_ill_ec_contig6	contig_97	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1463	2470678	2472085	ec_ill_ec_contig65	contig_97	99.52		True
local misassembly
1876	4847	2472498	2475470	ec_ill_ec_contig65	contig_97	99.5		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	17355	2492826	2475471	ec_ill_ec_contig52	contig_97	99.9		True
local misassembly [fragmentation of reference genome]
6	105426	2493445	2598864	ec_ill_ec_contig5	contig_97	99.8		True
local misassembly
105527	184250	2598865	2677588	ec_ill_ec_contig5	contig_97	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2678820	2677589	ec_ill_ec_contig79	contig_97	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	67050	2678821	2745868	ec_ill_ec_contig29	contig_97	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	59988	2746750	2806740	ec_ill_ec_contig32	contig_97	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2806741	2807974	ec_ill_ec_contig79	contig_97	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
33156	119686	2894608	2807975	ec_ill_ec_contig10	contig_97	99.86		True
local misassembly
1	32653	2927262	2894609	ec_ill_ec_contig10	contig_97	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	2927263	2929186	ec_ill_ec_contig73	contig_97	98.18		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	2929748	2929187	ec_ill_ec_contig91	contig_97	95.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	2929749	2930393	ec_ill_ec_contig94	contig_97	99.22		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	2930647	2931674	ec_ill_ec_contig84	contig_97	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	645	2931675	2932264	ec_ill_ec_contig94	contig_97	99.22		True
indel: indel (> 5bp) [fragmentation of reference genome]
21	331	2932265	2932575	ec_ill_ec_contig25	contig_97	97.72		True
translocation
1	1672	2932576	2934242	ec_ill_ec_contig76	contig_97	99.64		True
translocation
182	998	2934243	2935058	ec_ill_ec_contig36	contig_97	94.92		True
relocation, inconsistency = -1267
1	43039	2935328	2978362	ec_ill_ec_contig36	contig_97	99.97		True
local misassembly
42883	42981	2978511	2978609	ec_ill_ec_contig36	contig_97	98.99		True
local misassembly [fragmentation of reference genome]
1	101963	2979239	3081195	ec_ill_ec_contig17	contig_97	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	3081749	3081264	ec_ill_ec_contig104	contig_97	91.77		True
local misassembly [fragmentation of reference genome]
1	4424	3081845	3086268	ec_ill_ec_contig28	contig_97	100.0		True
translocation
1	5981	3086269	3092249	ec_ill_ec_contig63	contig_97	99.95		True
fake: not a misassembly [fragmentation of reference genome]
22	507	3092802	3092317	ec_ill_ec_contig104	contig_97	91.77		True
local misassembly [fragmentation of reference genome]
1	70123	3092898	3163018	ec_ill_ec_contig28	contig_97	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	3163019	3164251	ec_ill_ec_contig79	contig_97	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	89333	3253580	3164252	ec_ill_ec_contig22	contig_97	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1166	3253581	3254691	ec_ill_ec_contig81	contig_97	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	64433	3319124	3254692	ec_ill_ec_contig30	contig_97	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	3319679	3319194	ec_ill_ec_contig104	contig_97	91.77		True
local misassembly [fragmentation of reference genome]
1	10296	3330068	3319775	ec_ill_ec_contig58	contig_97	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	576	3330069	3330576	ec_ill_ec_contig95	contig_97	95.43		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1347	3330577	3331923	ec_ill_ec_contig78	contig_97	100.0		True
translocation
26439	26892	3331924	3332377	ec_ill_ec_contig47	contig_97	100.0		True
fake: not a misassembly [fragmentation of reference genome]
71159	71855	3333178	3332480	ec_ill_ec_contig25	contig_97	96.28		True
translocation
1	2582	3333374	3335954	ec_ill_ec_contig71	contig_97	99.81		True
translocation
124	1802	3336320	3337998	ec_ill_ec_contig61	contig_97	93.16		True
translocation
1	31854	3337999	3369849	ec_ill_ec_contig40	contig_97	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	670	3369850	3370464	ec_ill_ec_contig92	contig_97	99.4		True
fake: not a misassembly [fragmentation of reference genome]
1	507	3370708	3371214	ec_ill_ec_contig104	contig_97	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	7319	3378600	3371282	ec_ill_ec_contig62	contig_97	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	569	3379114	3378601	ec_ill_ec_contig97	contig_97	96.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	31737	3379115	3410851	ec_ill_ec_contig41	contig_97	99.98		True
local misassembly [fragmentation of reference genome]
22	300	3410947	3411225	ec_ill_ec_contig104	contig_97	91.77		True
local misassembly [fragmentation of reference genome]
1	111329	3411226	3522557	ec_ill_ec_contig11	contig_97	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	110908	3522837	3633739	ec_ill_ec_contig13	contig_97	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	573	3633740	3634257	ec_ill_ec_contig96	contig_97	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	967	3635224	3634258	ec_ill_ec_contig85	contig_97	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	592	3635761	3635225	ec_ill_ec_contig93	contig_97	98.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	839	3635762	3636600	ec_ill_ec_contig88	contig_97	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1084	3637684	3636601	ec_ill_ec_contig82	contig_97	98.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	937	3637685	3638566	ec_ill_ec_contig86	contig_97	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	580	3638567	3639091	ec_ill_ec_contig100	contig_97	99.48		True
fake: not a misassembly [fragmentation of reference genome]
1	19021	3658558	3639539	ec_ill_ec_contig50	contig_97	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	125137	3783808	3658678	ec_ill_ec_contig9	contig_97	99.96		True
local misassembly [fragmentation of reference genome]
1	71131	3855094	3783933	ec_ill_ec_contig26	contig_97	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	3119	3855976	3859094	ec_ill_ec_contig69	contig_97	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	38051	3859708	3897761	ec_ill_ec_contig38	contig_97	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	3898883	3897762	ec_ill_ec_contig80	contig_97	99.35		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	70438	3969319	3898884	ec_ill_ec_contig27	contig_97	99.98		True
translocation
124743	125137	3969320	3969713	ec_ill_ec_contig9	contig_97	96.71		True
fake: not a misassembly [fragmentation of reference genome]
70844	71136	3970125	3969833	ec_ill_ec_contig26	contig_97	99.32		True
translocation
1	595	3970925	3970331	ec_ill_ec_contig99	contig_97	100.0		True
translocation
9004	9482	3971404	3970926	ec_ill_ec_contig55	contig_97	96.15		True
translocation
1	292	3971696	3971405	ec_ill_ec_contig13	contig_97	97.96		True
local misassembly [fragmentation of reference genome]
22	507	3972559	3973044	ec_ill_ec_contig104	contig_97	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	13785	3986897	3973112	ec_ill_ec_contig56	contig_97	99.99		True
translocation
18517	19021	3986898	3987402	ec_ill_ec_contig50	contig_97	94.43		True
fake: not a misassembly [fragmentation of reference genome]
56	580	3988374	3987850	ec_ill_ec_contig100	contig_97	99.66		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	920	3989239	3988375	ec_ill_ec_contig87	contig_97	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1084	3989240	3990322	ec_ill_ec_contig82	contig_97	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	839	3991161	3990323	ec_ill_ec_contig88	contig_97	95.2		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	647	3991162	3991753	ec_ill_ec_contig93	contig_97	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	550	3991754	3992248	ec_ill_ec_contig102	contig_97	100.0		True
translocation
551	912	3992249	3992610	ec_ill_ec_contig85	contig_97	94.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	628	3993184	3992611	ec_ill_ec_contig96	contig_97	99.05		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	57666	3993185	4050850	ec_ill_ec_contig3	contig_97	99.96		True
local misassembly
57763	229060	4050851	4222150	ec_ill_ec_contig3	contig_97	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	4222151	4223381	ec_ill_ec_contig79	contig_97	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98775	4223382	4322152	ec_ill_ec_contig18	contig_97	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	4322705	4322220	ec_ill_ec_contig104	contig_97	91.77		True
local misassembly [fragmentation of reference genome]
1	12868	4322801	4335668	ec_ill_ec_contig57	contig_97	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	31688	4367357	4335669	ec_ill_ec_contig42	contig_97	100.0		True
local misassembly [fragmentation of reference genome]
22	507	4367453	4367938	ec_ill_ec_contig104	contig_97	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	18741	4386745	4368006	ec_ill_ec_contig51	contig_97	99.98		True
translocation
1	395	4387140	4386746	ec_ill_ec_contig9	contig_97	97.18		True
fake: not a misassembly [fragmentation of reference genome]
1	384	4387260	4387643	ec_ill_ec_contig50	contig_97	98.97		True
translocation
1	14377	4402020	4387644	ec_ill_ec_contig55	contig_97	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1029	4402021	4402994	ec_ill_ec_contig82	contig_97	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1970	4402995	4404964	ec_ill_ec_contig74	contig_97	100.0		True
translocation
569	912	4404965	4405307	ec_ill_ec_contig85	contig_97	93.45		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	628	4405880	4405308	ec_ill_ec_contig96	contig_97	99.36		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	27345	4405881	4433226	ec_ill_ec_contig46	contig_97	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	4433227	4433681	ec_ill_ec_contig101	contig_97	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	7694	4441375	4433682	ec_ill_ec_contig61	contig_97	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	576	4441951	4441376	ec_ill_ec_contig95	contig_97	99.05		True
fake: not a misassembly [fragmentation of reference genome]
56	2582	4444691	4442167	ec_ill_ec_contig71	contig_97	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	97294	4444692	4541984	ec_ill_ec_contig19	contig_97	99.99		True
local misassembly [fragmentation of reference genome]
22	507	4542080	4542565	ec_ill_ec_contig104	contig_97	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	15362	4542633	4557995	ec_ill_ec_contig54	contig_97	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	541	4558481	4557996	ec_ill_ec_contig98	contig_97	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	207387	4558482	4765870	ec_ill_ec_contig2	contig_97	99.98		True
CONTIG	contig_97	4765870	misassembled
61742	62411	3592	4261	ec_ill_ec_contig18	contig_96	90.46		True
unknown
86744	86895	29117	29268	ec_ill_ec_contig18	contig_96	90.13		True
unknown
12548	12902	52543	52892	ec_ill_ec_contig57	contig_96	95.77		True
unknown
1447	1674	98672	98894	ec_ill_ec_contig46	contig_96	91.67		True
unknown
2541	2622	99761	99842	ec_ill_ec_contig46	contig_96	100.0		True
unknown
2522	2618	100712	100808	ec_ill_ec_contig46	contig_96	100.0		True
unknown
8170	9572	161926	163328	ec_ill_ec_contig19	contig_96	90.16		True
unknown
12488	12610	165534	165656	ec_ill_ec_contig19	contig_96	97.56		True
unknown
15784	15923	168935	169074	ec_ill_ec_contig19	contig_96	91.43		True
unknown
40775	41026	194012	194263	ec_ill_ec_contig19	contig_96	90.87		True
unknown
58890	58964	212056	212130	ec_ill_ec_contig19	contig_96	90.67		True
unknown
61030	61150	214010	214130	ec_ill_ec_contig19	contig_96	91.74		True
unknown
27576	28083	267040	267547	ec_ill_ec_contig45	contig_96	90.16		True
unknown
74525	74661	330923	331059	ec_ill_ec_contig2	contig_96	94.89		True
unknown
87016	87392	343654	344030	ec_ill_ec_contig2	contig_96	91.51		True
unknown
88970	89054	346236	346320	ec_ill_ec_contig2	contig_96	94.12		True
unknown
90776	90885	348041	348150	ec_ill_ec_contig2	contig_96	96.36		True
unknown
115894	115994	373856	373956	ec_ill_ec_contig2	contig_96	90.1		True
unknown
116001	116173	373963	374135	ec_ill_ec_contig2	contig_96	90.75		True
unknown
116175	116319	374136	374280	ec_ill_ec_contig2	contig_96	92.41		True
unknown
116478	116578	374439	374539	ec_ill_ec_contig2	contig_96	98.02		True
unknown
196299	196405	434867	434973	ec_ill_ec_contig2	contig_96	91.59		True
unknown
196584	196673	435302	435391	ec_ill_ec_contig2	contig_96	92.22		True
unknown
199046	199280	438556	438790	ec_ill_ec_contig2	contig_96	91.49		True
unknown
199282	200896	438791	440405	ec_ill_ec_contig2	contig_96	90.96		True
unknown
202553	203560	442062	443069	ec_ill_ec_contig2	contig_96	90.87		True
unknown
206545	206771	446032	446258	ec_ill_ec_contig2	contig_96	90.75		True
unknown
207297	208650	446777	448130	ec_ill_ec_contig2	contig_96	91.58		True
unknown
216758	217642	456296	457180	ec_ill_ec_contig2	contig_96	91.19		True
unknown
217647	218068	457185	457606	ec_ill_ec_contig2	contig_96	90.76		True
unknown
219863	220255	459400	459792	ec_ill_ec_contig2	contig_96	92.88		True
unknown
260093	260274	506196	506377	ec_ill_ec_contig2	contig_96	93.41		True
unknown
260304	260384	506415	506495	ec_ill_ec_contig2	contig_96	95.06		True
unknown
264558	264717	510667	510826	ec_ill_ec_contig2	contig_96	91.88		True
unknown
264719	265011	510827	511119	ec_ill_ec_contig2	contig_96	90.44		True
unknown
309999	310091	538705	538797	ec_ill_ec_contig2	contig_96	95.7		True
unknown
310109	310261	538818	538970	ec_ill_ec_contig2	contig_96	94.12		True
unknown
312315	312687	541030	541402	ec_ill_ec_contig2	contig_96	91.15		True
unknown
198093	198176	541804	541721	ec_ill_ec_contig4	contig_96	100.0		True
unknown
197996	198092	542018	541922	ec_ill_ec_contig4	contig_96	98.97		True
unknown
187963	188417	551982	551528	ec_ill_ec_contig4	contig_96	91.5		True
unknown
182975	186967	557103	553107	ec_ill_ec_contig4	contig_96	90.47		True
unknown
125195	125765	614148	613578	ec_ill_ec_contig4	contig_96	90.72		True
unknown
107352	107645	622026	621733	ec_ill_ec_contig4	contig_96	91.5		True
unknown
93553	95187	639333	637699	ec_ill_ec_contig4	contig_96	91.68		True
unknown
91893	91963	640994	640924	ec_ill_ec_contig4	contig_96	90.14		True
unknown
83293	83551	673245	672987	ec_ill_ec_contig4	contig_96	90.35		True
unknown
81820	81888	674737	674669	ec_ill_ec_contig4	contig_96	95.65		True
unknown
81710	81786	674847	674771	ec_ill_ec_contig4	contig_96	90.91		True
unknown
66243	66575	695868	695536	ec_ill_ec_contig4	contig_96	92.49		True
unknown
64538	64603	697584	697519	ec_ill_ec_contig4	contig_96	96.97		True
unknown
63895	63959	698301	698237	ec_ill_ec_contig4	contig_96	96.92		True
unknown
40691	41457	709731	708965	ec_ill_ec_contig4	contig_96	90.61		True
unknown
40593	40672	709827	709748	ec_ill_ec_contig4	contig_96	90.0		True
unknown
40014	40099	710405	710320	ec_ill_ec_contig4	contig_96	91.86		True
unknown
38778	38998	718806	718586	ec_ill_ec_contig4	contig_96	91.86		True
unknown
34867	35084	722635	722418	ec_ill_ec_contig4	contig_96	91.82		True
unknown
30669	30832	726778	726615	ec_ill_ec_contig4	contig_96	91.46		True
unknown
30583	30648	726862	726797	ec_ill_ec_contig4	contig_96	92.42		True
unknown
17552	17673	788478	788357	ec_ill_ec_contig4	contig_96	90.16		True
unknown
17311	17548	788719	788482	ec_ill_ec_contig4	contig_96	92.02		True
unknown
16072	16815	789957	789214	ec_ill_ec_contig4	contig_96	92.47		True
unknown
12698	13574	793346	792472	ec_ill_ec_contig4	contig_96	90.08		True
unknown
9772	10174	796107	795705	ec_ill_ec_contig4	contig_96	90.07		True
unknown
9652	9743	796230	796139	ec_ill_ec_contig4	contig_96	92.39		True
unknown
3406	3586	802560	802380	ec_ill_ec_contig4	contig_96	93.92		True
unknown
228	524	806588	806291	ec_ill_ec_contig16	contig_96	94.97		True
unknown
1876	4902	809588	806572	ec_ill_ec_contig65	contig_96	96.97		True
unknown
1	1463	811369	809907	ec_ill_ec_contig65	contig_96	97.27		True
unknown
1	351	811315	811661	ec_ill_ec_contig6	contig_96	96.3		True
unknown
5624	5704	817365	817445	ec_ill_ec_contig39	contig_96	91.36		True
unknown
5705	6050	817447	817792	ec_ill_ec_contig39	contig_96	91.33		True
unknown
6054	6151	817793	817890	ec_ill_ec_contig39	contig_96	92.86		True
unknown
6183	6300	817922	818039	ec_ill_ec_contig39	contig_96	90.68		True
unknown
12751	13132	824668	825049	ec_ill_ec_contig39	contig_96	97.64		True
unknown
13134	13897	825050	825813	ec_ill_ec_contig39	contig_96	92.54		True
unknown
13898	14864	825828	826794	ec_ill_ec_contig39	contig_96	92.14		True
unknown
15004	15150	826948	827094	ec_ill_ec_contig39	contig_96	91.16		True
unknown
18536	18631	830478	830573	ec_ill_ec_contig39	contig_96	91.67		True
unknown
19292	19493	831939	832140	ec_ill_ec_contig39	contig_96	92.57		True
unknown
22061	22287	834709	834934	ec_ill_ec_contig39	contig_96	94.71		True
unknown
23810	23884	836576	836650	ec_ill_ec_contig39	contig_96	90.67		True
unknown
24143	24530	853677	854064	ec_ill_ec_contig39	contig_96	96.92		True
unknown
27168	27363	884752	884947	ec_ill_ec_contig15	contig_96	90.82		True
unknown
28106	28170	885689	885753	ec_ill_ec_contig15	contig_96	93.85		True
unknown
35561	35647	893415	893501	ec_ill_ec_contig15	contig_96	98.85		True
unknown
41998	42421	901858	902281	ec_ill_ec_contig15	contig_96	90.8		True
unknown
