Assembly	r10_1bin_v3_1_MP	r10_1bin_v3_1_MP_helen	r10_1bin_v3_1_r1_medaka	r10_1bin_v3_1_r2_medaka	r10_1bin_v3_1_racon_r1	r10_1bin_v3_1_racon_r2	r10_1bin_v3_1_raw	r10_1bin_v3_2_MP	r10_1bin_v3_2_MP_helen	r10_1bin_v3_2_r1_medaka	r10_1bin_v3_2_r2_medaka	r10_1bin_v3_2_racon_r1	r10_1bin_v3_2_racon_r2	r10_1bin_v3_2_raw	r10_1bin_v3_3_MP	r10_1bin_v3_3_MP_helen	r10_1bin_v3_3_r1_medaka	r10_1bin_v3_3_r2_medaka	r10_1bin_v3_3_racon_r1	r10_1bin_v3_3_racon_r2	r10_1bin_v3_3_raw
N50	4045594	4045616	4045591	4045596	4045200	4045302	4042945	4045598	4045623	4045846	4045845	4045161	4045304	2990628	4045599	4045602	4045842	4045840	4045210	4045276	4043035
NG50	4765884	4765881	4765833	4765837	4765031	4765076	4763514	4765366	4765332	4765684	4765663	4764521	4764646	4763440	4765358	4765330	4765688	4765655	4764491	4764636	4763330
N75	2845421	2845364	2845429	2845429	2845295	2845304	2843358	2845423	2845360	2845571	2845564	2845301	2845301	2843368	2845422	2845361	2845572	2845563	2845260	2845299	2843358
NG75	4765884	4765881	4765833	4765837	4765031	4765076	4763514	4765366	4765332	4765684	4765663	4764521	4764646	4763440	4765358	4765330	4765688	4765655	4764491	4764636	4763330
L50	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
LG50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
L75	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5
LG75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
# misassemblies	34	34	34	34	33	34	31	34	34	34	34	34	34	32	34	34	34	34	34	34	31
# misassembled contigs	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Misassembled contigs length	4045594	4045616	4045591	4045596	4045200	4045302	4042945	4045598	4045623	4045846	4045845	4045161	4045304	4043043	4045599	4045602	4045842	4045840	4045210	4045276	4043035
# local misassemblies	13	13	13	13	12	13	17	13	13	13	13	13	13	18	13	13	13	13	13	13	18
# scaffold gap ext. mis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# unaligned mis. contigs	6	6	6	6	6	6	5	6	6	6	6	6	6	4	6	6	6	6	6	6	5
# unaligned contigs	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 6 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part
Unaligned length	19976834	19973478	19976674	19967233	19964318	19958739	20000088	19976847	19974256	19976701	19967870	19963544	19958456	15245637	19980876	19974690	19980160	19973083	19967201	19961289	20004795
Genome fraction (%)	99.999	99.999	99.999	99.999	99.999	99.999	99.993	99.999	99.999	99.999	99.999	99.999	99.999	99.993	99.999	99.999	99.999	99.999	99.999	99.999	99.994
Duplication ratio	1.028	1.028	1.027	1.028	1.028	1.028	1.019	1.028	1.028	1.028	1.028	1.028	1.028	1.018	1.028	1.028	1.028	1.028	1.028	1.028	1.018
# N's per 100 kbp	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.42
# mismatches per 100 kbp	98.20	96.19	94.06	95.97	97.70	99.83	84.46	97.70	95.67	98.93	97.67	97.80	98.12	88.39	97.12	95.26	98.83	98.07	98.20	98.90	88.54
# indels per 100 kbp	11.29	11.27	10.29	10.36	22.61	20.77	101.52	11.06	10.99	17.21	16.71	24.04	20.60	105.51	11.01	11.21	17.34	16.94	23.81	21.80	105.53
Largest alignment	788681	788687	788689	788690	788610	788607	788151	788689	788690	788738	788737	788605	788637	788121	788689	788690	788734	788728	788619	788635	788134
Total aligned length	4097449	4096111	4094615	4095692	4096092	4096818	4059381	4097145	4095857	4097914	4097462	4096538	4096775	4058217	4096805	4095495	4097865	4097606	4096410	4097214	4058062
NGA50	329482	329468	329466	329465	329436	329463	329347	329474	329468	329482	329481	329432	329444	329353	329474	329469	329482	329481	329442	329442	329353
NGA75	257050	257053	257051	257051	257014	257030	256893	257050	257051	257068	257067	257022	257026	256895	257050	257051	257065	257064	257029	257026	256895
LGA50	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
LGA75	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8
