Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r10_1bin_v2_2_r2_medaka	8	8	8	8	30853121	30853121	30853121	30853121	8	6792246	30853121	6728151	49.50	66.21	4758093	6792246	2992073	6792246	3	1	5	1	6	1	6792246	11	0	0	7	0 + 8 part	24034273	99.894	1.015	0.00	55.54	3.65	1643848	6815096	1274470	1070331	3	4
r10_1bin_v2_2_racon_r1	8	8	8	8	30851361	30851361	30851361	30851361	8	6791553	30851361	6728151	49.49	66.21	4757899	6791553	2991978	6791553	3	1	5	1	6	1	6791553	11	0	0	7	0 + 8 part	24033057	99.894	1.014	0.00	58.49	15.94	1643649	6814552	1274325	1070238	3	4
r10_1bin_v2_2_racon_r2	8	8	8	8	30844132	30844132	30844132	30844132	8	6791665	30844132	6728151	49.49	66.21	4757820	6791665	2991952	6791665	3	1	5	1	6	1	6791665	11	0	0	6	0 + 8 part	24026387	99.894	1.014	0.00	57.42	14.75	1643690	6813993	1274335	1070242	3	4
r10_1bin_v2_2_raw	8	8	8	8	30848669	30848669	30848669	30848669	8	6787702	30848669	6728151	49.48	66.21	4756102	6787702	2990631	6787702	3	1	5	1	9	1	6787702	29	0	0	7	0 + 8 part	24077734	99.863	1.008	0.00	65.00	96.91	2098266	6768449	1471342	610112	2	4
r10_1bin_v2_3_MP	8	8	8	8	30867787	30867787	30867787	30867787	8	6792242	30867787	6728151	49.50	66.21	4758920	6792242	2992051	6792242	3	1	5	1	8	1	6792242	11	0	0	7	0 + 8 part	24048819	99.893	1.015	0.00	58.04	5.40	1643839	6815216	1274461	1070336	3	4
r10_1bin_v2_3_MP_helen	8	8	8	8	30864288	30864288	30864288	30864288	8	6792185	30864288	6728151	49.51	66.21	4757780	6792185	2992049	6792185	3	1	5	1	6	1	6792185	11	0	0	7	0 + 8 part	24046107	99.893	1.014	0.00	54.93	5.06	2052185	6814429	1643838	1070326	2	4
r10_1bin_v2_3_r1_medaka	8	8	8	8	30867356	30867356	30867356	30867356	8	6792243	30867356	6728151	49.50	66.21	4758582	6792243	2992047	6792243	3	1	5	1	6	1	6792243	11	0	0	6	0 + 8 part	24048606	99.893	1.015	0.00	55.32	3.63	2052213	6814998	1643849	1070328	2	4
r10_1bin_v2_3_r2_medaka	8	8	8	8	30861838	30861838	30861838	30861838	8	6792245	30861838	6728151	49.50	66.21	4758118	6792245	2992047	6792245	3	1	5	1	6	1	6792245	11	0	0	7	0 + 8 part	24042744	99.893	1.015	0.00	55.74	3.60	2052213	6815342	1643849	1070330	2	4
r10_1bin_v2_3_racon_r1	8	8	8	8	30856703	30856703	30856703	30856703	8	6791548	30856703	6728151	49.49	66.21	4757872	6791548	2991957	6791548	3	1	5	1	6	1	6791548	11	0	0	7	0 + 8 part	24038205	99.893	1.015	0.00	58.52	15.73	2052050	6814746	1643649	1070234	2	4
r10_1bin_v2_3_racon_r2	8	8	8	8	30852242	30852242	30852242	30852242	8	6791645	30852242	6728151	49.49	66.21	4757851	6791645	2991941	6791645	3	1	5	1	6	1	6791645	11	0	0	7	0 + 8 part	24034624	99.893	1.014	0.00	57.61	14.58	2052085	6813866	1643667	1070253	2	4
r10_1bin_v2_3_raw	8	8	8	8	30851275	30851275	30851275	30851275	8	6788581	30851275	6728151	49.48	66.21	4755682	6788581	2990406	6788581	3	1	5	1	10	1	6788581	25	0	0	6	0 + 8 part	24078991	99.878	1.008	0.00	64.75	97.21	2098630	6769809	1471418	610213	2	4
