Assembly	r10_1bin_v2_1_MP	r10_1bin_v2_1_MP_helen	r10_1bin_v2_1_r1_medaka	r10_1bin_v2_1_r2_medaka	r10_1bin_v2_1_racon_r1	r10_1bin_v2_1_racon_r2	r10_1bin_v2_1_raw	r10_1bin_v2_2_MP	r10_1bin_v2_2_MP_helen	r10_1bin_v2_2_r1_medaka	r10_1bin_v2_2_r2_medaka	r10_1bin_v2_2_racon_r1	r10_1bin_v2_2_racon_r2	r10_1bin_v2_2_raw	r10_1bin_v2_3_MP	r10_1bin_v2_3_MP_helen	r10_1bin_v2_3_r1_medaka	r10_1bin_v2_3_r2_medaka	r10_1bin_v2_3_racon_r1	r10_1bin_v2_3_racon_r2	r10_1bin_v2_3_raw
# unaligned contigs	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part
Unaligned length	24047491	24042567	24044473	24037035	24032647	24029047	24076224	24047907	24043630	24045104	24034273	24033057	24026387	24077734	24048819	24046107	24048606	24042744	24038205	24034624	24078991
Genome fraction (%)	99.894	99.894	99.894	99.894	99.895	99.894	99.867	99.894	99.894	99.894	99.894	99.894	99.894	99.863	99.893	99.893	99.893	99.893	99.893	99.893	99.878
Duplication ratio	1.015	1.015	1.015	1.015	1.015	1.015	1.008	1.015	1.014	1.015	1.015	1.014	1.014	1.008	1.015	1.014	1.015	1.015	1.015	1.014	1.008
# N's per 100 kbp	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
# mismatches per 100 kbp	58.82	55.89	56.56	56.11	58.50	58.00	64.98	58.12	55.45	55.72	55.54	58.49	57.42	65.00	58.04	54.93	55.32	55.74	58.52	57.61	64.75
# indels per 100 kbp	5.71	3.42	3.63	3.60	15.01	14.55	97.23	5.86	5.45	3.60	3.65	15.94	14.75	96.91	5.40	5.06	3.63	3.60	15.73	14.58	97.21
Largest alignment	1547073	2052317	2052330	2052330	2052131	2052157	1826402	1643838	1643817	1643844	1643848	1643649	1643690	2098266	1643839	2052185	2052213	2052213	2052050	2052085	2098630
Total aligned length	6816295	6815761	6816437	6816144	6815597	6815253	6766711	6814938	6814441	6815201	6815096	6814552	6813993	6768449	6815216	6814429	6814998	6815342	6814746	6813866	6769809
NGA50	1274873	1371005	1371012	1371015	1370872	1370891	940304	1274471	1274462	1274466	1274470	1274325	1274335	1471342	1274461	1643838	1643849	1643849	1643649	1643667	1471418
NGA75	1070200	1070195	1070190	1070191	1070104	1070112	569562	1070337	1070325	1070333	1070331	1070238	1070242	610112	1070336	1070326	1070328	1070330	1070234	1070253	610213
LGA50	3	2	2	2	2	2	3	3	3	3	3	3	3	2	3	2	2	2	2	2	2
LGA75	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4
