Assembly	r10_2bins_1_MP	r10_2bins_1_MP_helen	r10_2bins_1_r1_medaka	r10_2bins_1_r2_medaka	r10_2bins_1_racon_r1	r10_2bins_1_racon_r2	r10_2bins_1_raw	r10_2bins_2_MP	r10_2bins_2_MP_helen	r10_2bins_2_r1_medaka	r10_2bins_2_r2_medaka	r10_2bins_2_racon_r1	r10_2bins_2_racon_r2	r10_2bins_2_raw	r10_2bins_3_MP	r10_2bins_3_MP_helen	r10_2bins_3_r1_medaka	r10_2bins_3_r2_medaka	r10_2bins_3_racon_r1	r10_2bins_3_racon_r2	r10_2bins_3_raw
# scaffold gap loc. mis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# unaligned mis. contigs	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
# unaligned contigs	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part
Unaligned length	19039882	19035265	19036186	19026164	19026909	19021351	23177684	19041520	19037334	19036707	19026673	19025975	19020290	23185358	19040425	19035465	19036565	19026915	19024358	19019018	23187263
Genome fraction (%)	97.703	97.701	97.701	97.703	97.703	97.701	97.655	97.703	97.701	97.703	97.701	97.701	97.701	97.660	97.703	97.701	97.701	97.701	97.703	97.703	97.644
Duplication ratio	1.077	1.077	1.077	1.077	1.076	1.076	1.060	1.076	1.076	1.077	1.077	1.077	1.077	1.058	1.077	1.077	1.077	1.077	1.077	1.077	1.058
# N's per 100 kbp	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
# mismatches per 100 kbp	441.84	439.33	443.54	442.18	442.53	441.17	487.89	438.27	436.76	442.40	441.08	445.81	447.09	478.64	441.29	439.63	442.75	442.56	448.34	446.29	481.85
# indels per 100 kbp	21.02	18.75	15.29	14.97	37.70	34.73	230.16	20.63	18.11	15.46	14.97	38.08	34.28	234.49	21.28	18.54	14.99	15.12	38.30	35.56	234.16
Largest alignment	1409355	1409277	1408949	1408887	1408915	1408742	1009756	1408933	1408887	1408949	1408914	1408923	1408777	850481	1408818	1408785	1408816	1408821	1408632	1408656	1104930
Total aligned length	5030118	5032604	5033614	5030715	5028102	5030018	4950556	5028052	5031044	5030826	5032547	5032650	5032154	4941345	5029058	5032284	5033297	5033346	5030888	5029885	4941743
NGA50	1103287	1105635	1105652	1103275	1103068	1105468	586871	1103284	1105633	1103273	1105649	1105948	1105488	412111	1103294	1105646	1105651	1105651	1103091	1103091	583107
NGA75	393567	393566	393561	393563	393550	393564	376875	393567	393566	393562	393562	393499	393558	303485	393570	393563	393561	393563	393544	393541	376965
LGA50	2	2	2	2	2	2	3	2	2	2	2	2	2	4	2	2	2	2	2	2	3
LGA75	5	5	5	5	5	5	6	5	5	5	5	5	5	7	5	5	5	5	5	5	6
