Assembly	r10_1bin_v2_1_MP	r10_1bin_v2_1_MP_helen	r10_1bin_v2_1_r1_medaka	r10_1bin_v2_1_r2_medaka	r10_1bin_v2_1_racon_r1	r10_1bin_v2_1_racon_r2	r10_1bin_v2_1_raw	r10_1bin_v2_2_MP	r10_1bin_v2_2_MP_helen	r10_1bin_v2_2_r1_medaka	r10_1bin_v2_2_r2_medaka	r10_1bin_v2_2_racon_r1	r10_1bin_v2_2_racon_r2	r10_1bin_v2_2_raw	r10_1bin_v2_3_MP	r10_1bin_v2_3_MP_helen	r10_1bin_v2_3_r1_medaka	r10_1bin_v2_3_r2_medaka	r10_1bin_v2_3_racon_r1	r10_1bin_v2_3_racon_r2	r10_1bin_v2_3_raw
# scaffold gap ext. mis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# unaligned mis. contigs	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
# unaligned contigs	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part
Unaligned length	19039975	19036084	19035102	19028735	19022681	19014810	23168496	19039376	19034339	19035890	19025050	19025332	19015811	23183119	19040423	19036903	19040929	19034396	19031832	19021731	23171535
Genome fraction (%)	97.703	97.701	97.701	97.701	97.703	97.701	97.663	97.703	97.703	97.703	97.703	97.703	97.703	97.665	97.703	97.703	97.703	97.703	97.703	97.703	97.663
Duplication ratio	1.077	1.076	1.077	1.077	1.077	1.078	1.061	1.077	1.077	1.077	1.077	1.077	1.077	1.058	1.077	1.077	1.076	1.077	1.076	1.077	1.061
# N's per 100 kbp	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
# mismatches per 100 kbp	441.74	435.89	444.16	440.95	451.02	457.89	503.78	442.36	439.66	442.33	441.46	443.02	448.79	484.25	442.06	439.28	438.27	441.01	440.54	453.50	503.85
# indels per 100 kbp	20.23	18.05	14.90	14.88	40.12	36.59	238.22	20.29	18.13	15.35	14.90	40.76	36.93	236.68	20.38	16.53	15.44	15.16	40.97	37.59	238.22
Largest alignment	1408864	1408814	1408884	1408889	1408682	1408699	1104888	1408812	1408783	1408811	1408819	1408601	1408646	1102535	1414841	1414814	1414828	1414827	1414597	1414606	1102144
Total aligned length	5029495	5030374	5033931	5032574	5032131	5038294	4958510	5029690	5029993	5030600	5030488	5029267	5031469	4942341	5028701	5028791	5027774	5028787	5027012	5032561	4955729
NGA50	1103283	1105646	1105652	1105648	1103083	1105452	586344	1103277	1103269	1103272	1103273	1103073	1103096	586349	1102966	1102966	1103054	1102961	1103243	1102811	586484
NGA75	393562	393563	393563	393563	393537	393557	376841	393562	393564	393566	393564	393531	393534	376968	394049	394043	394044	394045	393973	393984	369878
LGA50	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	3
LGA75	5	5	5	5	5	5	6	5	5	5	5	5	5	6	5	5	5	5	5	5	6
