All statistics are based on contigs of size >= 5000 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                     r10_1bin_v3_1_MP  r10_1bin_v3_1_MP_helen  r10_1bin_v3_1_r1_medaka  r10_1bin_v3_1_r2_medaka  r10_1bin_v3_1_racon_r1  r10_1bin_v3_1_racon_r2  r10_1bin_v3_1_raw  r10_1bin_v3_2_MP  r10_1bin_v3_2_MP_helen  r10_1bin_v3_2_r1_medaka  r10_1bin_v3_2_r2_medaka  r10_1bin_v3_2_racon_r1  r10_1bin_v3_2_racon_r2  r10_1bin_v3_2_raw  r10_1bin_v3_3_MP  r10_1bin_v3_3_MP_helen  r10_1bin_v3_3_r1_medaka  r10_1bin_v3_3_r2_medaka  r10_1bin_v3_3_racon_r1  r10_1bin_v3_3_racon_r2  r10_1bin_v3_3_raw
LG50                         1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                
L75                          5                 5                       5                        5                        5                       5                       5                  5                 5                       5                        5                        5                       5                       5                  5                 5                       5                        5                        5                       5                       5                
LG75                         1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                
# misassemblies              13                13                      13                       13                       13                      13                      13                 13                13                      13                       13                       13                      13                      15                 13                13                      13                       13                       13                      13                      15               
# misassembled contigs       1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                
Misassembled contigs length  2719591           2717945                 2719536                  2719598                  2720563                 2720641                 2718437            2719739           2717966                 2721106                  2721103                  2720628                 2720631                 2718867            2719745           2717968                 2721103                  2721099                  2720626                 2720626                 2718867          
# local misassemblies        10                9                       9                        9                        9                       10                      20                 10                9                       9                        9                        9                       10                      19                 10                10                      9                        9                        9                       9                       19               
# scaffold gap ext. mis.     0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# scaffold gap loc. mis.     0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# unaligned mis. contigs     6                 6                       6                        6                        6                       6                       5                  6                 6                       6                        6                        6                       6                       4                  6                 6                       6                        6                        6                       6                       5                
# unaligned contigs          0 + 7 part        0 + 7 part              0 + 7 part               0 + 7 part               0 + 7 part              0 + 7 part              0 + 7 part         0 + 7 part        0 + 7 part              0 + 7 part               0 + 7 part               0 + 7 part              0 + 7 part              0 + 7 part         0 + 7 part        0 + 7 part              0 + 7 part               0 + 7 part               0 + 7 part              0 + 7 part              0 + 7 part       
Unaligned length             21275928          21272950                21273045                 21264910                 21266025                21257050                21319060           21274781          21272685                21274378                 21265358                 21264194                21256210                21320909           21278349          21272626                21277562                 21270977                 21266489                21258997                21323737         
Genome fraction (%)          99.537            99.537                  99.537                   99.537                   99.537                  99.537                  99.538             99.537            99.537                  99.537                   99.537                   99.537                  99.537                  99.535             99.537            99.537                  99.537                   99.537                   99.537                  99.537                  99.535           
Duplication ratio            1.046             1.045                   1.046                    1.046                    1.044                   1.046                   1.024              1.046             1.045                   1.046                    1.046                    1.045                   1.046                   1.024              1.046             1.045                   1.046                    1.046                    1.045                   1.046                   1.024            
# N's per 100 kbp            0.00              0.04                    0.00                     0.00                     0.00                    0.00                    0.00               0.00              0.00                    0.00                     0.00                     0.00                    0.00                    0.00               0.00              0.00                    0.00                     0.00                     0.00                    0.00                    0.42             
# mismatches per 100 kbp     284.52            255.31                  290.05                   287.44                   280.45                  293.86                  248.66             288.26            257.55                  289.90                   288.90                   283.03                  296.14                  251.24             288.75            257.48                  290.99                   289.34                   286.84                  300.10                  251.43           
# indels per 100 kbp         110.54            43.60                   76.44                    77.74                    110.36                  115.03                  160.01             112.30            42.51                   107.63                   106.77                   113.05                  112.26                  164.98             112.38            42.66                   107.74                   107.18                   113.31                  113.23                  164.94           
Largest alignment            948792            948048                  948662                   948676                   949040                  949160                  948372             948895            948103                  949204                   949208                   949045                  949146                  948394             948893            948229                  949204                   949201                   949045                  949041                  948394           
Total aligned length         2796978           2795211                 2796923                  2796639                  2792946                 2797265                 2739511            2797796           2796007                 2798816                  2798552                  2794521                 2797651                 2738101            2797917           2796138                 2799042                  2798290                  2795749                 2798137                 2738189          
NGA50                        480532            480263                  480493                   480504                   480705                  480678                  480398             480548            480250                  480736                   480755                   480648                  480677                  480377             480545            480253                  480734                   480738                   480648                  480670                  480377           
NGA75                        381466            381231                  381425                   381443                   381547                  381611                  381299             381468            381232                  381656                   381656                   381577                  381605                  381350             381465            381231                  381657                   381659                   381577                  381586                  381350           
LGA50                        2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                
LGA75                        4                 4                       4                        4                        4                       4                       4                  4                 4                       4                        4                        4                       4                       4                  4                 4                       4                        4                        4                       4                       4                
