S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207389	310075	1	102675	ec_ill_ec_contig2	contig_92	99.97		True
fake: not a misassembly [fragmentation of reference genome]
70844	71136	3969024	3968732	ec_ill_ec_contig26	contig_92	99.32		True
translocation
1	595	3969824	3969230	ec_ill_ec_contig99	contig_92	100.0		True
translocation
9004	9482	3970303	3969825	ec_ill_ec_contig55	contig_92	96.15		True
translocation
1	292	3970595	3970304	ec_ill_ec_contig13	contig_92	97.96		True
local misassembly [fragmentation of reference genome]
22	507	3971458	3971943	ec_ill_ec_contig104	contig_92	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	13785	3985793	3972011	ec_ill_ec_contig56	contig_92	99.94		True
translocation
18517	19021	3985794	3986296	ec_ill_ec_contig50	contig_92	94.1		True
fake: not a misassembly [fragmentation of reference genome]
56	580	3987268	3986744	ec_ill_ec_contig100	contig_92	99.66		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	920	3988133	3987269	ec_ill_ec_contig87	contig_92	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1084	3988134	3989216	ec_ill_ec_contig82	contig_92	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	839	3990055	3989217	ec_ill_ec_contig88	contig_92	95.2		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	647	3990056	3990647	ec_ill_ec_contig93	contig_92	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	550	3990648	3991142	ec_ill_ec_contig102	contig_92	100.0		True
translocation
551	905	3991143	3991497	ec_ill_ec_contig85	contig_92	94.13		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	628	3992076	3991504	ec_ill_ec_contig96	contig_92	99.2		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	57666	3992077	4049736	ec_ill_ec_contig3	contig_92	99.94		True
local misassembly
57763	229060	4049737	4221004	ec_ill_ec_contig3	contig_92	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	4221005	4222235	ec_ill_ec_contig79	contig_92	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98775	4222236	4320998	ec_ill_ec_contig18	contig_92	99.98		True
fake: not a misassembly [fragmentation of reference genome]
22	507	4321551	4321066	ec_ill_ec_contig104	contig_92	91.77		True
local misassembly [fragmentation of reference genome]
1	12868	4321647	4334512	ec_ill_ec_contig57	contig_92	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	31688	4366195	4334513	ec_ill_ec_contig42	contig_92	99.98		True
local misassembly [fragmentation of reference genome]
22	507	4366291	4366776	ec_ill_ec_contig104	contig_92	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	18741	4385578	4366844	ec_ill_ec_contig51	contig_92	99.94		True
translocation
1	395	4385972	4385579	ec_ill_ec_contig9	contig_92	96.99		True
fake: not a misassembly [fragmentation of reference genome]
1	384	4386092	4386475	ec_ill_ec_contig50	contig_92	98.97		True
translocation
1	14377	4400851	4386476	ec_ill_ec_contig55	contig_92	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1029	4400852	4401825	ec_ill_ec_contig82	contig_92	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1970	4401826	4403795	ec_ill_ec_contig74	contig_92	100.0		True
translocation
569	912	4403796	4404137	ec_ill_ec_contig85	contig_92	93.23		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	628	4404710	4404138	ec_ill_ec_contig96	contig_92	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	27345	4404711	4432051	ec_ill_ec_contig46	contig_92	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	4432052	4432506	ec_ill_ec_contig101	contig_92	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	7694	4440195	4432507	ec_ill_ec_contig61	contig_92	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	576	4440771	4440196	ec_ill_ec_contig95	contig_92	99.05		True
fake: not a misassembly [fragmentation of reference genome]
56	2582	4443509	4440987	ec_ill_ec_contig71	contig_92	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	97294	4443510	4540784	ec_ill_ec_contig19	contig_92	99.95		True
local misassembly [fragmentation of reference genome]
22	507	4540880	4541365	ec_ill_ec_contig104	contig_92	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	15362	4541433	4556788	ec_ill_ec_contig54	contig_92	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	541	4557274	4556789	ec_ill_ec_contig98	contig_92	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	207387	4557275	4764646	ec_ill_ec_contig2	contig_92	99.96		True
CONTIG	contig_92	4764646	misassembled
61742	62411	3592	4261	ec_ill_ec_contig18	contig_91	90.46		True
unknown
86744	86895	29114	29265	ec_ill_ec_contig18	contig_91	90.13		True
unknown
12548	12902	52538	52887	ec_ill_ec_contig57	contig_91	95.77		True
unknown
1447	1674	98662	98884	ec_ill_ec_contig46	contig_91	91.67		True
unknown
2541	2622	99751	99832	ec_ill_ec_contig46	contig_91	100.0		True
unknown
2522	2618	100702	100798	ec_ill_ec_contig46	contig_91	100.0		True
unknown
8170	9572	161914	163316	ec_ill_ec_contig19	contig_91	90.16		True
unknown
12488	12570	165522	165604	ec_ill_ec_contig19	contig_91	100.0		True
unknown
15784	15923	168921	169060	ec_ill_ec_contig19	contig_91	91.43		True
unknown
40775	41026	193978	194229	ec_ill_ec_contig19	contig_91	90.87		True
unknown
58890	58964	212019	212093	ec_ill_ec_contig19	contig_91	90.67		True
unknown
61030	61150	213971	214091	ec_ill_ec_contig19	contig_91	91.74		True
unknown
27576	28083	266988	267495	ec_ill_ec_contig45	contig_91	90.16		True
unknown
74525	74661	330864	331000	ec_ill_ec_contig2	contig_91	94.89		True
unknown
87016	87392	343593	343969	ec_ill_ec_contig2	contig_91	91.51		True
unknown
88970	89054	346175	346259	ec_ill_ec_contig2	contig_91	94.12		True
unknown
90776	90885	347980	348089	ec_ill_ec_contig2	contig_91	96.36		True
unknown
115894	115994	373790	373890	ec_ill_ec_contig2	contig_91	90.1		True
unknown
116001	116173	373897	374069	ec_ill_ec_contig2	contig_91	90.75		True
unknown
116175	116319	374070	374214	ec_ill_ec_contig2	contig_91	92.41		True
unknown
116478	116578	374373	374473	ec_ill_ec_contig2	contig_91	98.02		True
unknown
195522	196294	434017	434789	ec_ill_ec_contig2	contig_91	90.82		True
unknown
196299	196405	434794	434900	ec_ill_ec_contig2	contig_91	91.59		True
unknown
196584	196673	435229	435318	ec_ill_ec_contig2	contig_91	92.22		True
unknown
198409	199040	437512	438143	ec_ill_ec_contig2	contig_91	90.19		True
unknown
199046	199280	438149	438383	ec_ill_ec_contig2	contig_91	91.49		True
unknown
199282	200896	438384	439998	ec_ill_ec_contig2	contig_91	90.96		True
unknown
203126	203560	442227	442661	ec_ill_ec_contig2	contig_91	92.41		True
unknown
206545	206771	445623	445849	ec_ill_ec_contig2	contig_91	90.75		True
unknown
206811	207191	445888	446268	ec_ill_ec_contig2	contig_91	90.03		True
unknown
207297	208650	446367	447720	ec_ill_ec_contig2	contig_91	91.58		True
unknown
216758	217642	455885	456769	ec_ill_ec_contig2	contig_91	91.19		True
unknown
217647	218068	456774	457195	ec_ill_ec_contig2	contig_91	90.76		True
unknown
219863	220255	458989	459381	ec_ill_ec_contig2	contig_91	92.88		True
unknown
233843	234275	484105	484537	ec_ill_ec_contig2	contig_91	90.99		True
unknown
237040	237330	487363	487653	ec_ill_ec_contig2	contig_91	92.1		True
unknown
260093	260274	505769	505950	ec_ill_ec_contig2	contig_91	93.41		True
unknown
260304	260384	505988	506068	ec_ill_ec_contig2	contig_91	95.06		True
unknown
264560	264717	510238	510395	ec_ill_ec_contig2	contig_91	91.77		True
unknown
264719	265011	510396	510688	ec_ill_ec_contig2	contig_91	90.44		True
unknown
306183	306367	534574	534758	ec_ill_ec_contig2	contig_91	90.81		True
unknown
309851	310077	538234	538463	ec_ill_ec_contig2	contig_91	91.34		True
unknown
310109	310261	538380	538532	ec_ill_ec_contig2	contig_91	94.12		True
unknown
312315	312687	540591	540963	ec_ill_ec_contig2	contig_91	91.15		True
unknown
198093	198176	541365	541282	ec_ill_ec_contig4	contig_91	100.0		True
unknown
197996	198092	541579	541483	ec_ill_ec_contig4	contig_91	98.97		True
unknown
187963	188417	551540	551086	ec_ill_ec_contig4	contig_91	91.5		True
unknown
182975	186967	556662	552666	ec_ill_ec_contig4	contig_91	90.44		True
unknown
125195	125765	613705	613135	ec_ill_ec_contig4	contig_91	90.72		True
unknown
107352	107645	621582	621289	ec_ill_ec_contig4	contig_91	91.5		True
unknown
93553	95187	638887	637253	ec_ill_ec_contig4	contig_91	91.68		True
unknown
91893	91963	640547	640477	ec_ill_ec_contig4	contig_91	90.14		True
unknown
83293	83551	672798	672540	ec_ill_ec_contig4	contig_91	90.35		True
unknown
81787	81888	674323	674222	ec_ill_ec_contig4	contig_91	94.12		True
unknown
81710	81786	674401	674325	ec_ill_ec_contig4	contig_91	90.91		True
unknown
66243	66575	695415	695083	ec_ill_ec_contig4	contig_91	92.49		True
unknown
64538	64603	697131	697066	ec_ill_ec_contig4	contig_91	96.97		True
unknown
63895	63959	697848	697784	ec_ill_ec_contig4	contig_91	96.92		True
unknown
62580	63039	698953	698494	ec_ill_ec_contig4	contig_91	91.09		True
unknown
40691	41457	709276	708510	ec_ill_ec_contig4	contig_91	90.61		True
unknown
40593	40672	709372	709293	ec_ill_ec_contig4	contig_91	90.0		True
unknown
40014	40099	709950	709865	ec_ill_ec_contig4	contig_91	91.86		True
unknown
38778	38998	718351	718131	ec_ill_ec_contig4	contig_91	91.86		True
unknown
34867	35084	722179	721962	ec_ill_ec_contig4	contig_91	91.82		True
unknown
30669	30832	726322	726159	ec_ill_ec_contig4	contig_91	91.46		True
unknown
17552	17673	788006	787885	ec_ill_ec_contig4	contig_91	90.16		True
unknown
17311	17548	788247	788010	ec_ill_ec_contig4	contig_91	92.02		True
unknown
16248	16815	789308	788741	ec_ill_ec_contig4	contig_91	93.13		True
unknown
16072	16247	789485	789310	ec_ill_ec_contig4	contig_91	90.34		True
unknown
12698	13574	792874	792000	ec_ill_ec_contig4	contig_91	90.08		True
unknown
9772	10174	795632	795230	ec_ill_ec_contig4	contig_91	90.07		True
unknown
9652	9743	795755	795664	ec_ill_ec_contig4	contig_91	92.39		True
unknown
3406	3586	802085	801905	ec_ill_ec_contig4	contig_91	93.92		True
unknown
25	169	806124	805982	ec_ill_ec_contig4	contig_91	97.24		True
unknown
1876	4902	809125	806096	ec_ill_ec_contig65	contig_91	97.46		True
unknown
1	1463	810908	809444	ec_ill_ec_contig65	contig_91	97.14		True
unknown
1	351	810854	811200	ec_ill_ec_contig6	contig_91	96.3		True
unknown
5624	5704	816904	816984	ec_ill_ec_contig39	contig_91	91.36		True
unknown
5705	6050	816986	817331	ec_ill_ec_contig39	contig_91	91.33		True
unknown
6054	6151	817332	817429	ec_ill_ec_contig39	contig_91	92.86		True
unknown
6183	6300	817461	817578	ec_ill_ec_contig39	contig_91	90.68		True
unknown
12751	13132	824207	824588	ec_ill_ec_contig39	contig_91	97.64		True
unknown
13134	13897	824589	825352	ec_ill_ec_contig39	contig_91	92.54		True
unknown
13898	14347	825367	825816	ec_ill_ec_contig39	contig_91	91.56		True
unknown
14349	14864	825817	826332	ec_ill_ec_contig39	contig_91	92.64		True
unknown
15004	15150	826476	826622	ec_ill_ec_contig39	contig_91	91.16		True
unknown
18536	18631	830006	830101	ec_ill_ec_contig39	contig_91	91.67		True
unknown
19292	19493	831466	831667	ec_ill_ec_contig39	contig_91	92.57		True
unknown
