Assembly	r10_1bin_v2_1_MP	r10_1bin_v2_1_MP_helen	r10_1bin_v2_1_r1_medaka	r10_1bin_v2_1_r2_medaka	r10_1bin_v2_1_racon_r1	r10_1bin_v2_1_racon_r2	r10_1bin_v2_1_raw	r10_1bin_v2_2_MP	r10_1bin_v2_2_MP_helen	r10_1bin_v2_2_r1_medaka	r10_1bin_v2_2_r2_medaka	r10_1bin_v2_2_racon_r1	r10_1bin_v2_2_racon_r2	r10_1bin_v2_2_raw	r10_1bin_v2_3_MP	r10_1bin_v2_3_MP_helen	r10_1bin_v2_3_r1_medaka	r10_1bin_v2_3_r2_medaka	r10_1bin_v2_3_racon_r1	r10_1bin_v2_3_racon_r2	r10_1bin_v2_3_raw
# scaffold gap ext. mis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# unaligned mis. contigs	6	6	6	6	6	6	5	6	6	6	6	6	6	5	6	6	6	6	6	6	5
# unaligned contigs	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part
Unaligned length	19977169	19974309	19975362	19967757	19962982	19959156	20001076	19976530	19973307	19975868	19964584	19962199	19955344	19999168	19978065	19975780	19977848	19973498	19968251	19963630	20004206
Genome fraction (%)	99.999	99.999	99.999	99.999	99.999	99.999	99.993	99.999	99.999	99.999	99.999	99.999	99.999	99.996	99.998	99.998	99.998	99.998	99.998	99.998	99.992
Duplication ratio	1.028	1.027	1.028	1.028	1.028	1.028	1.018	1.028	1.028	1.028	1.028	1.028	1.028	1.019	1.028	1.028	1.028	1.028	1.028	1.028	1.018
# N's per 100 kbp	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
# mismatches per 100 kbp	97.60	94.11	96.04	95.74	98.30	98.10	88.92	98.00	96.22	95.46	95.89	99.60	99.38	86.16	97.20	95.59	97.07	95.69	97.15	97.35	81.57
# indels per 100 kbp	11.27	11.04	10.44	10.54	23.99	20.47	104.70	11.29	12.70	10.46	10.34	23.38	20.35	103.60	11.19	11.27	10.64	10.46	22.98	20.37	104.20
Largest alignment	788689	788690	788691	788688	788606	788620	788112	788681	788687	788691	788690	788627	788626	788148	788615	788613	788616	788615	788557	788578	788053
Total aligned length	4097143	4094617	4096138	4096006	4096513	4096310	4057959	4097378	4095921	4095451	4095794	4097111	4096626	4060790	4097162	4096059	4097001	4095831	4096584	4096702	4058015
NGA50	329474	329468	329466	329465	329433	329450	329353	315065	315070	315066	315066	315027	315041	314876	329413	329412	329410	329410	329383	329401	329315
NGA75	257050	257051	257051	257051	257022	257026	256895	257050	257052	257051	257052	257027	257027	256896	257050	257054	257050	257050	257018	257028	256906
LGA50	4	4	4	4	4	4	4	5	5	5	5	5	5	5	4	4	4	4	4	4	4
LGA75	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8
