All statistics are based on contigs of size >= 5000 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                     r10_1bin_v3_1_MP  r10_1bin_v3_1_MP_helen  r10_1bin_v3_1_r1_medaka  r10_1bin_v3_1_r2_medaka  r10_1bin_v3_1_racon_r1  r10_1bin_v3_1_racon_r2  r10_1bin_v3_1_raw  r10_1bin_v3_2_MP  r10_1bin_v3_2_MP_helen  r10_1bin_v3_2_r1_medaka  r10_1bin_v3_2_r2_medaka  r10_1bin_v3_2_racon_r1  r10_1bin_v3_2_racon_r2  r10_1bin_v3_2_raw  r10_1bin_v3_3_MP  r10_1bin_v3_3_MP_helen  r10_1bin_v3_3_r1_medaka  r10_1bin_v3_3_r2_medaka  r10_1bin_v3_3_racon_r1  r10_1bin_v3_3_racon_r2  r10_1bin_v3_3_raw
Total length                 24074828          24070090                24071888                 24063470                 24060900                24056048                30848193           24074490          24070611                24075114                 24065831                 24060635                24055783                30848654           24078180          24070683                24078524                 24071188                 24064158                24059056                30851667         
Reference length             2958570           2958570                 2958570                  2958570                  2958570                 2958570                 2958570            2958570           2958570                 2958570                  2958570                  2958570                 2958570                 2958570            2958570           2958570                 2958570                  2958570                  2958570                 2958570                 2958570          
GC (%)                       44.80             44.80                   44.80                    44.80                    44.79                   44.78                   49.48              44.80             44.80                   44.80                    44.79                    44.79                   44.78                   49.48              44.80             44.81                   44.80                    44.79                    44.79                   44.79                   49.48            
Reference GC (%)             37.84             37.84                   37.84                    37.84                    37.84                   37.84                   37.84              37.84             37.84                   37.84                    37.84                    37.84                   37.84                   37.84              37.84             37.84                   37.84                    37.84                    37.84                   37.84                   37.84            
N50                          4045594           4045616                 4045591                  4045596                  4045200                 4045302                 4756098            4045598           4045623                 4045846                  4045845                  4045161                 4045304                 4756089            4045599           4045602                 4045842                  4045840                  4045210                 4045276                 4756074          
NG50                         4765884           4765881                 4765833                  4765837                  4765031                 4765076                 6787707            4765366           4765332                 4765684                  4765663                  4764521                 4764646                 6787721            4765358           4765330                 4765688                  4765655                  4764491                 4764636                 6787718          
N75                          2845421           2845364                 2845429                  2845429                  2845295                 2845304                 2990633            2845423           2845360                 2845571                  2845564                  2845301                 2845301                 2990628            2845422           2845361                 2845572                  2845563                  2845260                 2845299                 2990626          
NG75                         4765884           4765881                 4765833                  4765837                  4765031                 4765076                 6787707            4765366           4765332                 4765684                  4765663                  4764521                 4764646                 6787721            4765358           4765330                 4765688                  4765655                  4764491                 4764636                 6787718          
L50                          3                 3                       3                        3                        3                       3                       3                  3                 3                       3                        3                        3                       3                       3                  3                 3                       3                        3                        3                       3                       3                
LG50                         1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                
L75                          5                 5                       5                        5                        5                       5                       5                  5                 5                       5                        5                        5                       5                       5                  5                 5                       5                        5                        5                       5                       5                
LG75                         1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                
# misassemblies              2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                
# misassembled contigs       1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                
Misassembled contigs length  2992085           2992067                 2992074                  2992074                  2991917                 2991951                 2990633            2992084           2992067                 2992184                  2992173                  2991893                 2991931                 2990628            2992084           2992068                 2992178                  2992176                  2991922                 2991951                 2990626          
# local misassemblies        7                 7                       7                        7                        7                       7                       14                 7                 7                       7                        7                        7                       7                       12                 7                 7                       7                        7                        7                       7                       12               
# scaffold gap ext. mis.     0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# scaffold gap loc. mis.     0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# unaligned mis. contigs     6                 6                       6                        6                        6                       6                       7                  6                 6                       6                        6                        6                       6                       7                  6                 6                       6                        6                        6                       6                       7                
# unaligned contigs          0 + 7 part        0 + 7 part              0 + 7 part               0 + 7 part               0 + 7 part              0 + 7 part              0 + 8 part         0 + 7 part        0 + 7 part              0 + 7 part               0 + 7 part               0 + 7 part              0 + 7 part              0 + 8 part         0 + 7 part        0 + 7 part              0 + 7 part               0 + 7 part               0 + 7 part              0 + 7 part              0 + 8 part       
Unaligned length             20956540          20949552                20952382                 20945364                 20942573                20937602                27788160           20956888          20950605                20957178                 20948833                 20942016                20936441                27792561           20960694          20950789                20961124                 20955176                 20945168                20939944                27795908         
Genome fraction (%)          99.984            99.984                  99.984                   99.984                   99.984                  99.984                  99.981             99.984            99.984                  99.984                   99.984                   99.984                  99.984                  99.983             99.984            99.984                  99.984                   99.984                   99.984                  99.984                  99.983           
Duplication ratio            1.054             1.055                   1.055                    1.054                    1.054                   1.054                   1.035              1.054             1.055                   1.054                    1.054                    1.055                   1.055                   1.033              1.054             1.055                   1.054                    1.054                    1.055                   1.055                   1.033            
# N's per 100 kbp            0.00              0.04                    0.00                     0.00                     0.00                    0.00                    0.00               0.00              0.00                    0.00                     0.00                     0.00                    0.00                    0.00               0.00              0.00                    0.00                     0.00                     0.00                    0.00                    0.32             
# mismatches per 100 kbp     230.85            236.83                  231.46                   226.72                   227.97                  229.63                  148.14             228.75            235.55                  228.65                   225.20                   228.96                  232.07                  140.97             228.45            235.21                  226.52                   223.04                   230.41                  232.00                  139.82           
# indels per 100 kbp         22.08             22.38                   22.38                    21.54                    31.92                   29.72                   116.05             21.30             21.71                   26.27                    25.60                    31.89                   29.62                   115.61             21.30             21.78                   26.17                    25.36                    33.54                   29.45                   115.78           
Largest alignment            1569038           1569031                 1569032                  1569032                  1568962                 1568962                 1568349            1569037           1569031                 1569095                  1569093                  1568941                 1568951                 1568344            1569037           1569031                 1569093                  1569095                  1568946                 1568971                 1568343          
Total aligned length         3117814           3120054                 3119032                  3117632                  3117853                 3117972                 3059650            3117128           3119532                 3117462                  3116524                  3118145                 3118868                 3055655            3117011           3119420                 3116926                  3115538                  3118518                 3118638                 3055221          
NGA50                        1569038           1569031                 1569032                  1569032                  1568962                 1568962                 1568349            1569037           1569031                 1569095                  1569093                  1568941                 1568951                 1568344            1569037           1569031                 1569093                  1569095                  1568946                 1568971                 1568343          
NGA75                        1410523           1410493                 1410518                  1410518                  1410429                 1410466                 1409725            1410523           1410493                 1410565                  1410556                  1410429                 1410455                 1409713            1410523           1410494                 1410561                  1410557                  1410452                 1410458                 1409712          
LGA50                        1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                
LGA75                        2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                
