Assembly	r10_1bin_v4_1_MP	r10_1bin_v4_1_MP_helen	r10_1bin_v4_1_r1_medaka	r10_1bin_v4_1_r2_medaka	r10_1bin_v4_1_racon_r1	r10_1bin_v4_1_racon_r2	r10_1bin_v4_1_raw	r10_1bin_v4_2_MP	r10_1bin_v4_2_MP_helen	r10_1bin_v4_2_r1_medaka	r10_1bin_v4_2_r2_medaka	r10_1bin_v4_2_racon_r1	r10_1bin_v4_2_racon_r2	r10_1bin_v4_2_raw	r10_1bin_v4_3_MP	r10_1bin_v4_3_MP_helen	r10_1bin_v4_3_r1_medaka	r10_1bin_v4_3_r2_medaka	r10_1bin_v4_3_racon_r1	r10_1bin_v4_3_racon_r2	r10_1bin_v4_3_raw
# unaligned contigs	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part	0 + 8 part
Unaligned length	24046899	24044035	24048788	24038073	24032909	24026947	24078447	24047244	24043534	24049295	24038848	24033071	24025959	24077959	24046907	24043562	24048050	24036158	24033853	24026199	24077085
Genome fraction (%)	99.894	99.894	99.894	99.894	99.894	99.894	99.875	99.893	99.893	99.893	99.893	99.893	99.893	99.878	99.893	99.893	99.893	99.893	99.893	99.893	99.878
Duplication ratio	1.015	1.015	1.015	1.015	1.015	1.015	1.008	1.015	1.015	1.015	1.015	1.015	1.015	1.008	1.015	1.015	1.015	1.015	1.015	1.015	1.008
# N's per 100 kbp	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
# mismatches per 100 kbp	58.79	55.90	57.14	57.20	59.17	58.59	64.59	58.88	56.21	56.62	56.32	59.13	58.73	64.69	58.76	56.18	57.14	56.59	58.64	58.91	65.28
# indels per 100 kbp	5.67	3.84	6.41	6.35	15.16	14.11	97.33	5.42	5.06	6.40	6.37	15.73	14.76	97.25	5.42	5.04	6.40	6.37	15.68	14.79	97.24
Largest alignment	1643774	2052283	1643818	1643819	1643611	1643625	2098661	1643839	2052185	2052252	2052255	2052050	2052085	2098630	1643839	2052185	2052252	2052255	2052050	2052083	2098630
Total aligned length	6816245	6815727	6816084	6816274	6815792	6815734	6769161	6816076	6815478	6815221	6814990	6815278	6815030	6769578	6815955	6815399	6815659	6815239	6815050	6815265	6769957
NGA50	1188531	1643773	1188552	1188554	1188415	1188411	1471541	1274461	1643838	1643872	1643872	1643649	1643667	1471418	1274461	1643838	1643872	1643872	1643649	1643667	1471418
NGA75	1070191	1070208	1070221	1070219	1070088	1070099	569700	1070336	1070326	1070367	1070366	1070234	1070253	610213	1070336	1070326	1070367	1070366	1070234	1070253	610213
LGA50	3	2	3	3	3	3	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2
LGA75	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
