S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207316	310075	1	102753	ec_ill_ec_contig2	contig_96	99.99		True
1	41279	1058585	1017310	ec_ill_ec_contig37	contig_96	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059506	1058586	ec_ill_ec_contig83	contig_96	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059507	1207001	ec_ill_ec_contig7	contig_96	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1207002	1208925	ec_ill_ec_contig73	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209487	1208926	ec_ill_ec_contig91	contig_96	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209488	1210132	ec_ill_ec_contig94	contig_96	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210386	1212115	ec_ill_ec_contig75	contig_96	99.83		True
local misassembly [fragmentation of reference genome]
22	507	1212564	1213049	ec_ill_ec_contig104	contig_96	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1221020	1213117	ec_ill_ec_contig60	contig_96	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	1222142	1221021	ec_ill_ec_contig80	contig_96	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93192	1222143	1315334	ec_ill_ec_contig20	contig_96	100.0		True
local misassembly
92742	93344	1315405	1316001	ec_ill_ec_contig20	contig_96	92.32		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1979	1316002	1317981	ec_ill_ec_contig73	contig_96	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1318543	1317982	ec_ill_ec_contig91	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	625	1318544	1319169	ec_ill_ec_contig94	contig_96	98.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	71850	1319170	1391015	ec_ill_ec_contig25	contig_96	99.96		True
local misassembly [fragmentation of reference genome]
1	5324	1396446	1391123	ec_ill_ec_contig64	contig_96	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	16070	1396729	1412799	ec_ill_ec_contig53	contig_96	99.99		True
translocation
26703	27345	1412800	1413442	ec_ill_ec_contig46	contig_96	97.42		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	1413443	1413895	ec_ill_ec_contig101	contig_96	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	2582	1416478	1413896	ec_ill_ec_contig70	contig_96	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	2425	1416761	1419185	ec_ill_ec_contig72	contig_96	100.0		True
translocation
4875	5324	1419186	1419635	ec_ill_ec_contig64	contig_96	100.0		True
fake: not a misassembly [fragmentation of reference genome]
71245	71855	1420348	1419738	ec_ill_ec_contig25	contig_96	97.25		True
translocation
1	22687	1443033	1420349	ec_ill_ec_contig48	contig_96	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	615	1443034	1443593	ec_ill_ec_contig92	contig_96	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1357	1443594	1444950	ec_ill_ec_contig77	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	569	1445464	1444951	ec_ill_ec_contig97	contig_96	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111087	1556551	1445465	ec_ill_ec_contig12	contig_96	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1556736	1558199	ec_ill_ec_contig65	contig_96	99.86		True
local misassembly
1876	4847	1558520	1561491	ec_ill_ec_contig65	contig_96	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	88468	1649955	1561492	ec_ill_ec_contig23	contig_96	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1650359	1651821	ec_ill_ec_contig65	contig_96	99.93		True
local misassembly
1876	4902	1652234	1655264	ec_ill_ec_contig65	contig_96	99.64		True
fake: not a misassembly [fragmentation of reference genome]
1	53688	1655484	1709171	ec_ill_ec_contig33	contig_96	99.99		True
local misassembly [fragmentation of reference genome]
1	71920	1709172	1781088	ec_ill_ec_contig24	contig_96	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1781487	1782950	ec_ill_ec_contig65	contig_96	99.86		True
local misassembly
1876	4902	1783271	1786297	ec_ill_ec_contig65	contig_96	99.7		True
fake: not a misassembly [fragmentation of reference genome]
1	4268	1790783	1786516	ec_ill_ec_contig66	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1790784	1791703	ec_ill_ec_contig83	contig_96	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30843	1822545	1791704	ec_ill_ec_contig43	contig_96	100.0		True
translocation
56	399	1822887	1822546	ec_ill_ec_contig6	contig_96	98.24		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1463	1822888	1824350	ec_ill_ec_contig65	contig_96	100.0		True
local misassembly
1876	4902	1824671	1827697	ec_ill_ec_contig65	contig_96	99.5		True
fake: not a misassembly [fragmentation of reference genome]
1	5384	1827699	1833082	ec_ill_ec_contig8	contig_96	99.95		True
local misassembly
5483	83127	1833083	1910726	ec_ill_ec_contig8	contig_96	99.98		True
local misassembly
82979	138617	1910917	1966553	ec_ill_ec_contig8	contig_96	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	1967106	1966621	ec_ill_ec_contig104	contig_96	91.77		True
local misassembly [fragmentation of reference genome]
1	30252	1967202	1997454	ec_ill_ec_contig44	contig_96	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	107753	2105389	1997646	ec_ill_ec_contig14	contig_96	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1166	2105390	2106500	ec_ill_ec_contig81	contig_96	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	9696	2106501	2116196	ec_ill_ec_contig59	contig_96	100.0		True
indel: indel (<= 5bp) [fragmentation of reference genome]
56	502	2116718	2116269	ec_ill_ec_contig104	contig_96	99.01		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3545	2116719	2120262	ec_ill_ec_contig67	contig_96	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	744	2120951	2120263	ec_ill_ec_contig89	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	89591	2210539	2120952	ec_ill_ec_contig21	contig_96	99.99		True
fake: not a misassembly [fragmentation of reference genome]
42469	50645	2218931	2210755	ec_ill_ec_contig35	contig_96	99.89		True
local misassembly
1	42569	2261498	2218932	ec_ill_ec_contig35	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2262730	2261499	ec_ill_ec_contig79	contig_96	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3185	2265915	2262731	ec_ill_ec_contig68	contig_96	100.0		True
local misassembly [fragmentation of reference genome]
22	507	2266011	2266496	ec_ill_ec_contig104	contig_96	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	21779	2288340	2266564	ec_ill_ec_contig49	contig_96	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	2288894	2288409	ec_ill_ec_contig104	contig_96	91.77		True
local misassembly [fragmentation of reference genome]
1	181861	2470760	2288990	ec_ill_ec_contig6	contig_96	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1463	2470761	2472168	ec_ill_ec_contig65	contig_96	99.52		True
local misassembly
1876	4847	2472581	2475556	ec_ill_ec_contig65	contig_96	99.47		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	17355	2492911	2475557	ec_ill_ec_contig52	contig_96	99.92		True
local misassembly [fragmentation of reference genome]
6	105426	2493530	2598948	ec_ill_ec_contig5	contig_96	99.81		True
local misassembly
105527	184250	2598949	2677669	ec_ill_ec_contig5	contig_96	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2678903	2677670	ec_ill_ec_contig79	contig_96	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	67050	2678904	2745950	ec_ill_ec_contig29	contig_96	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	59988	2746832	2806818	ec_ill_ec_contig32	contig_96	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2806819	2808052	ec_ill_ec_contig79	contig_96	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
33156	119686	2894689	2808053	ec_ill_ec_contig10	contig_96	99.87		True
local misassembly
1	32653	2927341	2894690	ec_ill_ec_contig10	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	2927342	2929265	ec_ill_ec_contig73	contig_96	98.18		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	2929827	2929266	ec_ill_ec_contig91	contig_96	95.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	2929828	2930472	ec_ill_ec_contig94	contig_96	99.22		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	2930726	2931753	ec_ill_ec_contig84	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	645	2931754	2932343	ec_ill_ec_contig94	contig_96	99.22		True
indel: indel (> 5bp) [fragmentation of reference genome]
21	331	2932344	2932654	ec_ill_ec_contig25	contig_96	97.72		True
translocation
1	1672	2932655	2934326	ec_ill_ec_contig76	contig_96	99.94		True
translocation
182	998	2934327	2935142	ec_ill_ec_contig36	contig_96	94.92		True
relocation, inconsistency = -1267
1	43039	2935412	2978448	ec_ill_ec_contig36	contig_96	99.97		True
local misassembly
42883	42981	2978597	2978695	ec_ill_ec_contig36	contig_96	98.99		True
local misassembly [fragmentation of reference genome]
1	101963	2979325	3081286	ec_ill_ec_contig17	contig_96	100.0		True
fake: not a misassembly [fragmentation of reference genome]
22	507	3081840	3081355	ec_ill_ec_contig104	contig_96	91.77		True
local misassembly [fragmentation of reference genome]
1	4424	3081936	3086359	ec_ill_ec_contig28	contig_96	100.0		True
translocation
1	5981	3086360	3092339	ec_ill_ec_contig63	contig_96	99.98		True
fake: not a misassembly [fragmentation of reference genome]
22	507	3092892	3092407	ec_ill_ec_contig104	contig_96	91.77		True
local misassembly [fragmentation of reference genome]
1	70123	3092988	3163110	ec_ill_ec_contig28	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	3163111	3164343	ec_ill_ec_contig79	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	89333	3253670	3164344	ec_ill_ec_contig22	contig_96	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1166	3253671	3254780	ec_ill_ec_contig81	contig_96	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	64433	3319212	3254781	ec_ill_ec_contig30	contig_96	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	3319767	3319282	ec_ill_ec_contig104	contig_96	91.77		True
local misassembly [fragmentation of reference genome]
1	10296	3330158	3319863	ec_ill_ec_contig58	contig_96	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	576	3330159	3330666	ec_ill_ec_contig95	contig_96	95.43		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1347	3330667	3332013	ec_ill_ec_contig78	contig_96	100.0		True
translocation
26439	26892	3332014	3332467	ec_ill_ec_contig47	contig_96	100.0		True
fake: not a misassembly [fragmentation of reference genome]
71159	71855	3333268	3332570	ec_ill_ec_contig25	contig_96	96.28		True
translocation
1	2582	3333464	3336043	ec_ill_ec_contig71	contig_96	99.88		True
translocation
124	1802	3336409	3338087	ec_ill_ec_contig61	contig_96	93.16		True
translocation
1	31854	3338088	3369923	ec_ill_ec_contig40	contig_96	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	670	3369924	3370538	ec_ill_ec_contig92	contig_96	99.4		True
fake: not a misassembly [fragmentation of reference genome]
1	507	3370782	3371288	ec_ill_ec_contig104	contig_96	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	7319	3378674	3371356	ec_ill_ec_contig62	contig_96	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	569	3379190	3378675	ec_ill_ec_contig97	contig_96	96.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	31737	3379191	3410924	ec_ill_ec_contig41	contig_96	99.99		True
local misassembly [fragmentation of reference genome]
22	300	3411020	3411298	ec_ill_ec_contig104	contig_96	91.77		True
local misassembly [fragmentation of reference genome]
1	111329	3411299	3522618	ec_ill_ec_contig11	contig_96	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	110908	3522898	3633794	ec_ill_ec_contig13	contig_96	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	573	3633795	3634312	ec_ill_ec_contig96	contig_96	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	967	3635279	3634313	ec_ill_ec_contig85	contig_96	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	592	3635816	3635280	ec_ill_ec_contig93	contig_96	98.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	839	3635817	3636655	ec_ill_ec_contig88	contig_96	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1084	3637739	3636656	ec_ill_ec_contig82	contig_96	98.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	937	3637740	3638621	ec_ill_ec_contig86	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	580	3638622	3639146	ec_ill_ec_contig100	contig_96	99.48		True
fake: not a misassembly [fragmentation of reference genome]
1	19021	3658613	3639594	ec_ill_ec_contig50	contig_96	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	125137	3783864	3658733	ec_ill_ec_contig9	contig_96	99.97		True
local misassembly [fragmentation of reference genome]
1	71131	3855148	3783989	ec_ill_ec_contig26	contig_96	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	3119	3856030	3859147	ec_ill_ec_contig69	contig_96	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	38051	3859761	3897811	ec_ill_ec_contig38	contig_96	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	3898933	3897812	ec_ill_ec_contig80	contig_96	99.35		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	70438	3969369	3898934	ec_ill_ec_contig27	contig_96	100.0		True
translocation
124743	125137	3969370	3969764	ec_ill_ec_contig9	contig_96	96.9		True
fake: not a misassembly [fragmentation of reference genome]
70844	71136	3970176	3969884	ec_ill_ec_contig26	contig_96	99.32		True
translocation
1	595	3970976	3970382	ec_ill_ec_contig99	contig_96	100.0		True
translocation
9004	9482	3971455	3970977	ec_ill_ec_contig55	contig_96	96.15		True
translocation
1	292	3971747	3971456	ec_ill_ec_contig13	contig_96	97.96		True
local misassembly [fragmentation of reference genome]
22	507	3972610	3973095	ec_ill_ec_contig104	contig_96	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	13785	3986947	3973163	ec_ill_ec_contig56	contig_96	99.98		True
translocation
18517	19021	3986948	3987452	ec_ill_ec_contig50	contig_96	94.43		True
fake: not a misassembly [fragmentation of reference genome]
56	580	3988424	3987900	ec_ill_ec_contig100	contig_96	99.66		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	920	3989289	3988425	ec_ill_ec_contig87	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1084	3989290	3990372	ec_ill_ec_contig82	contig_96	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	839	3991211	3990373	ec_ill_ec_contig88	contig_96	95.2		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	647	3991212	3991803	ec_ill_ec_contig93	contig_96	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	550	3991804	3992298	ec_ill_ec_contig102	contig_96	100.0		True
translocation
551	912	3992299	3992660	ec_ill_ec_contig85	contig_96	94.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	628	3993234	3992661	ec_ill_ec_contig96	contig_96	99.05		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	57666	3993235	4050900	ec_ill_ec_contig3	contig_96	99.97		True
local misassembly
57763	229060	4050901	4222202	ec_ill_ec_contig3	contig_96	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	4222203	4223434	ec_ill_ec_contig79	contig_96	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98775	4223435	4322208	ec_ill_ec_contig18	contig_96	100.0		True
fake: not a misassembly [fragmentation of reference genome]
22	507	4322761	4322276	ec_ill_ec_contig104	contig_96	91.77		True
local misassembly [fragmentation of reference genome]
1	12868	4322857	4335724	ec_ill_ec_contig57	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	31688	4367412	4335725	ec_ill_ec_contig42	contig_96	100.0		True
local misassembly [fragmentation of reference genome]
22	507	4367508	4367993	ec_ill_ec_contig104	contig_96	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	18741	4386799	4368061	ec_ill_ec_contig51	contig_96	99.98		True
translocation
124743	125137	4386800	4387194	ec_ill_ec_contig9	contig_96	97.18		True
fake: not a misassembly [fragmentation of reference genome]
1	384	4387314	4387697	ec_ill_ec_contig50	contig_96	98.97		True
translocation
1	14377	4402075	4387698	ec_ill_ec_contig55	contig_96	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1029	4402076	4403049	ec_ill_ec_contig82	contig_96	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1970	4403050	4405019	ec_ill_ec_contig74	contig_96	100.0		True
translocation
569	912	4405020	4405363	ec_ill_ec_contig85	contig_96	93.66		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	628	4405937	4405364	ec_ill_ec_contig96	contig_96	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	27345	4405938	4433282	ec_ill_ec_contig46	contig_96	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	4433283	4433737	ec_ill_ec_contig101	contig_96	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	7694	4441430	4433738	ec_ill_ec_contig61	contig_96	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	576	4442006	4441431	ec_ill_ec_contig95	contig_96	99.05		True
fake: not a misassembly [fragmentation of reference genome]
56	2582	4444746	4442222	ec_ill_ec_contig71	contig_96	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	97294	4444747	4542036	ec_ill_ec_contig19	contig_96	99.99		True
local misassembly [fragmentation of reference genome]
22	507	4542132	4542617	ec_ill_ec_contig104	contig_96	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	15362	4542685	4558066	ec_ill_ec_contig54	contig_96	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	541	4558558	4558067	ec_ill_ec_contig98	contig_96	99.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	207316	4558559	4765867	ec_ill_ec_contig2	contig_96	99.98		True
CONTIG	contig_96	4765867	misassembled
61742	62411	3592	4261	ec_ill_ec_contig18	contig_95	90.46		True
unknown
86744	86895	29114	29265	ec_ill_ec_contig18	contig_95	90.13		True
unknown
12548	12902	52538	52887	ec_ill_ec_contig57	contig_95	95.77		True
unknown
1447	1674	98661	98883	ec_ill_ec_contig46	contig_95	91.67		True
unknown
2541	2622	99750	99831	ec_ill_ec_contig46	contig_95	100.0		True
unknown
2522	2618	100701	100797	ec_ill_ec_contig46	contig_95	100.0		True
unknown
8170	9572	161886	163288	ec_ill_ec_contig19	contig_95	90.16		True
unknown
12488	12610	165494	165616	ec_ill_ec_contig19	contig_95	97.56		True
unknown
15784	15923	168896	169035	ec_ill_ec_contig19	contig_95	91.43		True
unknown
40775	41026	193972	194223	ec_ill_ec_contig19	contig_95	90.87		True
unknown
58890	58964	212015	212089	ec_ill_ec_contig19	contig_95	90.67		True
unknown
61030	61150	213967	214087	ec_ill_ec_contig19	contig_95	91.74		True
unknown
27576	28083	266992	267499	ec_ill_ec_contig45	contig_95	90.16		True
unknown
74525	74661	330870	331006	ec_ill_ec_contig2	contig_95	94.89		True
unknown
87016	87392	343600	343976	ec_ill_ec_contig2	contig_95	91.51		True
unknown
88970	89054	346180	346264	ec_ill_ec_contig2	contig_95	94.12		True
unknown
90776	90885	347984	348093	ec_ill_ec_contig2	contig_95	96.36		True
unknown
115894	115994	373793	373893	ec_ill_ec_contig2	contig_95	90.1		True
unknown
116001	116173	373900	374072	ec_ill_ec_contig2	contig_95	90.75		True
unknown
116175	116319	374073	374217	ec_ill_ec_contig2	contig_95	92.41		True
unknown
116478	116578	374376	374476	ec_ill_ec_contig2	contig_95	98.02		True
unknown
196299	196405	434794	434900	ec_ill_ec_contig2	contig_95	91.59		True
unknown
196584	196673	435229	435318	ec_ill_ec_contig2	contig_95	92.22		True
unknown
198947	199040	437773	437866	ec_ill_ec_contig2	contig_95	93.62		True
unknown
199046	199280	437872	438106	ec_ill_ec_contig2	contig_95	91.49		True
unknown
199282	200896	438107	439721	ec_ill_ec_contig2	contig_95	90.96		True
unknown
202553	203560	441378	442385	ec_ill_ec_contig2	contig_95	90.87		True
unknown
206545	206771	445348	445574	ec_ill_ec_contig2	contig_95	90.75		True
unknown
207297	208650	446093	447446	ec_ill_ec_contig2	contig_95	91.58		True
unknown
216758	217642	455611	456495	ec_ill_ec_contig2	contig_95	91.19		True
unknown
217647	218068	456500	456921	ec_ill_ec_contig2	contig_95	90.76		True
unknown
219863	220255	458715	459107	ec_ill_ec_contig2	contig_95	92.88		True
unknown
260093	260274	505504	505685	ec_ill_ec_contig2	contig_95	93.41		True
unknown
260304	260384	505723	505803	ec_ill_ec_contig2	contig_95	95.06		True
unknown
264561	264717	509977	510133	ec_ill_ec_contig2	contig_95	92.36		True
unknown
264719	265011	510134	510426	ec_ill_ec_contig2	contig_95	90.44		True
unknown
309999	310091	538009	538101	ec_ill_ec_contig2	contig_95	95.7		True
unknown
310109	310261	538122	538274	ec_ill_ec_contig2	contig_95	94.12		True
unknown
312315	312687	540334	540706	ec_ill_ec_contig2	contig_95	91.15		True
unknown
198093	198176	541108	541025	ec_ill_ec_contig4	contig_95	100.0		True
unknown
197996	198092	541322	541226	ec_ill_ec_contig4	contig_95	98.97		True
unknown
187963	188417	551285	550831	ec_ill_ec_contig4	contig_95	91.5		True
unknown
182975	186967	556406	552410	ec_ill_ec_contig4	contig_95	90.47		True
unknown
125195	125765	613449	612879	ec_ill_ec_contig4	contig_95	90.72		True
unknown
107352	107645	621326	621033	ec_ill_ec_contig4	contig_95	91.5		True
unknown
93553	95187	638633	636999	ec_ill_ec_contig4	contig_95	91.68		True
unknown
91893	91963	640294	640224	ec_ill_ec_contig4	contig_95	90.14		True
unknown
83293	83551	672545	672287	ec_ill_ec_contig4	contig_95	90.35		True
unknown
81806	81888	674051	673969	ec_ill_ec_contig4	contig_95	96.39		True
unknown
81710	81786	674149	674073	ec_ill_ec_contig4	contig_95	90.91		True
unknown
66243	66575	695169	694837	ec_ill_ec_contig4	contig_95	92.49		True
unknown
64538	64603	696885	696820	ec_ill_ec_contig4	contig_95	96.97		True
unknown
63895	63959	697602	697538	ec_ill_ec_contig4	contig_95	96.92		True
unknown
40691	41457	709031	708265	ec_ill_ec_contig4	contig_95	90.61		True
unknown
40593	40672	709127	709048	ec_ill_ec_contig4	contig_95	90.0		True
unknown
40014	40099	709705	709620	ec_ill_ec_contig4	contig_95	91.86		True
unknown
38778	38998	718104	717884	ec_ill_ec_contig4	contig_95	91.86		True
unknown
34867	35084	721933	721716	ec_ill_ec_contig4	contig_95	91.82		True
unknown
30669	30832	726076	725913	ec_ill_ec_contig4	contig_95	91.46		True
unknown
30583	30667	726161	726077	ec_ill_ec_contig4	contig_95	91.76		True
unknown
17552	17673	787725	787604	ec_ill_ec_contig4	contig_95	90.16		True
unknown
17311	17548	787966	787729	ec_ill_ec_contig4	contig_95	92.02		True
unknown
16072	16815	789204	788461	ec_ill_ec_contig4	contig_95	92.47		True
unknown
12698	13574	792593	791719	ec_ill_ec_contig4	contig_95	90.08		True
unknown
9772	10174	795352	794950	ec_ill_ec_contig4	contig_95	90.07		True
unknown
9652	9743	795475	795384	ec_ill_ec_contig4	contig_95	92.39		True
unknown
3406	3586	801804	801624	ec_ill_ec_contig4	contig_95	93.92		True
unknown
25	169	805843	805701	ec_ill_ec_contig4	contig_95	97.24		True
unknown
1876	4902	808844	805815	ec_ill_ec_contig65	contig_95	97.46		True
unknown
1	1463	810625	809163	ec_ill_ec_contig65	contig_95	97.27		True
unknown
1	351	810571	810917	ec_ill_ec_contig6	contig_95	96.3		True
unknown
5624	5704	816621	816701	ec_ill_ec_contig39	contig_95	91.36		True
unknown
5705	6050	816703	817048	ec_ill_ec_contig39	contig_95	91.33		True
unknown
6054	6151	817049	817146	ec_ill_ec_contig39	contig_95	92.86		True
unknown
6183	6300	817178	817295	ec_ill_ec_contig39	contig_95	90.68		True
unknown
12751	13132	823925	824306	ec_ill_ec_contig39	contig_95	97.64		True
unknown
13134	13897	824307	825070	ec_ill_ec_contig39	contig_95	92.54		True
unknown
13898	14864	825085	826051	ec_ill_ec_contig39	contig_95	92.14		True
unknown
15004	15150	826195	826341	ec_ill_ec_contig39	contig_95	91.16		True
unknown
18536	18631	829725	829820	ec_ill_ec_contig39	contig_95	91.67		True
unknown
19292	19493	831185	831386	ec_ill_ec_contig39	contig_95	92.57		True
unknown
22061	22287	833955	834180	ec_ill_ec_contig39	contig_95	94.71		True
unknown
24143	24530	852921	853309	ec_ill_ec_contig39	contig_95	96.68		True
unknown
27168	27363	883996	884191	ec_ill_ec_contig15	contig_95	90.82		True
unknown
28106	28170	884931	884995	ec_ill_ec_contig15	contig_95	93.85		True
unknown
35561	35647	892655	892741	ec_ill_ec_contig15	contig_95	98.85		True
unknown
41998	42421	901096	901519	ec_ill_ec_contig15	contig_95	90.8		True
unknown
