S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207389	310075	1	102683	ec_ill_ec_contig2	contig_94	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206886	1208809	ec_ill_ec_contig73	contig_94	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209371	1208810	ec_ill_ec_contig91	contig_94	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209372	1210016	ec_ill_ec_contig94	contig_94	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210270	1211998	ec_ill_ec_contig75	contig_94	99.77		True
local misassembly [fragmentation of reference genome]
22	507	1212447	1212932	ec_ill_ec_contig104	contig_94	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1220903	1213000	ec_ill_ec_contig60	contig_94	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	1222025	1220904	ec_ill_ec_contig80	contig_94	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93399	1222026	1315423	ec_ill_ec_contig20	contig_94	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1315424	1317347	ec_ill_ec_contig73	contig_94	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1317909	1317348	ec_ill_ec_contig91	contig_94	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	625	1317910	1318535	ec_ill_ec_contig94	contig_94	98.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	71850	1318536	1390380	ec_ill_ec_contig25	contig_94	99.96		True
local misassembly [fragmentation of reference genome]
1	5324	1395812	1390488	ec_ill_ec_contig64	contig_94	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	16070	1396095	1412164	ec_ill_ec_contig53	contig_94	100.0		True
translocation
26703	27345	1412165	1412807	ec_ill_ec_contig46	contig_94	97.42		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	1412808	1413260	ec_ill_ec_contig101	contig_94	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	2582	1415843	1413261	ec_ill_ec_contig70	contig_94	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	2425	1416126	1418550	ec_ill_ec_contig72	contig_94	100.0		True
translocation
4875	5324	1418551	1419000	ec_ill_ec_contig64	contig_94	100.0		True
fake: not a misassembly [fragmentation of reference genome]
71245	71855	1419713	1419103	ec_ill_ec_contig25	contig_94	97.25		True
translocation
1	22687	1442396	1419714	ec_ill_ec_contig48	contig_94	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	615	1442397	1442956	ec_ill_ec_contig92	contig_94	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1357	1442957	1444313	ec_ill_ec_contig77	contig_94	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	569	1444827	1444314	ec_ill_ec_contig97	contig_94	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111087	1555914	1444828	ec_ill_ec_contig12	contig_94	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1556099	1557562	ec_ill_ec_contig65	contig_94	99.86		True
local misassembly
1876	4847	1557883	1560854	ec_ill_ec_contig65	contig_94	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	88468	1649319	1560855	ec_ill_ec_contig23	contig_94	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1649723	1651185	ec_ill_ec_contig65	contig_94	99.93		True
local misassembly
1876	4902	1651598	1654628	ec_ill_ec_contig65	contig_94	99.64		True
fake: not a misassembly [fragmentation of reference genome]
1	53688	1654847	1708533	ec_ill_ec_contig33	contig_94	99.99		True
local misassembly [fragmentation of reference genome]
1	71920	1708534	1780452	ec_ill_ec_contig24	contig_94	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1780851	1782314	ec_ill_ec_contig65	contig_94	99.86		True
local misassembly
1876	4902	1782635	1785661	ec_ill_ec_contig65	contig_94	99.7		True
fake: not a misassembly [fragmentation of reference genome]
1	4268	1790148	1785881	ec_ill_ec_contig66	contig_94	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1790149	1791068	ec_ill_ec_contig83	contig_94	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30843	1821911	1791069	ec_ill_ec_contig43	contig_94	100.0		True
translocation
56	399	1822253	1821912	ec_ill_ec_contig6	contig_94	98.24		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1463	1822254	1823716	ec_ill_ec_contig65	contig_94	100.0		True
local misassembly
1876	4902	1824037	1827063	ec_ill_ec_contig65	contig_94	99.5		True
fake: not a misassembly [fragmentation of reference genome]
1	5384	1827065	1832448	ec_ill_ec_contig8	contig_94	99.95		True
local misassembly
5483	83127	1832449	1910093	ec_ill_ec_contig8	contig_94	99.99		True
local misassembly
82979	138617	1910284	1965920	ec_ill_ec_contig8	contig_94	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	1966473	1965988	ec_ill_ec_contig104	contig_94	91.77		True
local misassembly [fragmentation of reference genome]
1	30252	1966569	1996822	ec_ill_ec_contig44	contig_94	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	107753	2104759	1997014	ec_ill_ec_contig14	contig_94	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1166	2104760	2105870	ec_ill_ec_contig81	contig_94	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	9696	2105871	2115565	ec_ill_ec_contig59	contig_94	99.99		True
indel: indel (<= 5bp) [fragmentation of reference genome]
56	502	2116087	2115638	ec_ill_ec_contig104	contig_94	99.01		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3545	2116088	2119631	ec_ill_ec_contig67	contig_94	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	744	2120320	2119632	ec_ill_ec_contig89	contig_94	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	89591	2209911	2120321	ec_ill_ec_contig21	contig_94	99.99		True
fake: not a misassembly [fragmentation of reference genome]
42469	50645	2218303	2210127	ec_ill_ec_contig35	contig_94	99.89		True
local misassembly
1	42569	2260869	2218304	ec_ill_ec_contig35	contig_94	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2262102	2260870	ec_ill_ec_contig79	contig_94	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3185	2265287	2262103	ec_ill_ec_contig68	contig_94	100.0		True
local misassembly [fragmentation of reference genome]
22	507	2265383	2265868	ec_ill_ec_contig104	contig_94	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	21779	2287712	2265936	ec_ill_ec_contig49	contig_94	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	2288266	2287781	ec_ill_ec_contig104	contig_94	91.77		True
local misassembly [fragmentation of reference genome]
1	181861	2470140	2288362	ec_ill_ec_contig6	contig_94	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1463	2470141	2471548	ec_ill_ec_contig65	contig_94	99.52		True
local misassembly
1876	4847	2471961	2474934	ec_ill_ec_contig65	contig_94	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	17355	2492288	2474935	ec_ill_ec_contig52	contig_94	99.91		True
local misassembly [fragmentation of reference genome]
6	105426	2492907	2598324	ec_ill_ec_contig5	contig_94	99.81		True
local misassembly
105527	184250	2598325	2677047	ec_ill_ec_contig5	contig_94	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2678280	2677048	ec_ill_ec_contig79	contig_94	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	67050	2678281	2745328	ec_ill_ec_contig29	contig_94	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	59988	2746210	2806195	ec_ill_ec_contig32	contig_94	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2806196	2807429	ec_ill_ec_contig79	contig_94	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
33156	119686	2894067	2807430	ec_ill_ec_contig10	contig_94	99.86		True
local misassembly
1	32653	2926718	2894068	ec_ill_ec_contig10	contig_94	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	2926719	2928642	ec_ill_ec_contig73	contig_94	98.18		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	2929204	2928643	ec_ill_ec_contig91	contig_94	95.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	2929205	2929849	ec_ill_ec_contig94	contig_94	99.22		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	2930103	2931130	ec_ill_ec_contig84	contig_94	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	645	2931131	2931720	ec_ill_ec_contig94	contig_94	99.22		True
indel: indel (> 5bp) [fragmentation of reference genome]
21	331	2931721	2932031	ec_ill_ec_contig25	contig_94	97.72		True
translocation
1	1672	2932032	2933697	ec_ill_ec_contig76	contig_94	99.58		True
translocation
182	998	2933698	2934513	ec_ill_ec_contig36	contig_94	94.92		True
relocation, inconsistency = -1267
1	43039	2934783	2977818	ec_ill_ec_contig36	contig_94	99.97		True
local misassembly
42883	42981	2977967	2978065	ec_ill_ec_contig36	contig_94	98.99		True
local misassembly [fragmentation of reference genome]
1	101963	2978695	3080654	ec_ill_ec_contig17	contig_94	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	3081208	3080723	ec_ill_ec_contig104	contig_94	91.77		True
local misassembly [fragmentation of reference genome]
1	4424	3081304	3085727	ec_ill_ec_contig28	contig_94	100.0		True
translocation
1	5981	3085728	3091706	ec_ill_ec_contig63	contig_94	99.97		True
fake: not a misassembly [fragmentation of reference genome]
22	507	3092259	3091774	ec_ill_ec_contig104	contig_94	91.77		True
local misassembly [fragmentation of reference genome]
1	70123	3092355	3162477	ec_ill_ec_contig28	contig_94	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	3162478	3163710	ec_ill_ec_contig79	contig_94	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	89333	3253037	3163711	ec_ill_ec_contig22	contig_94	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1166	3253038	3254147	ec_ill_ec_contig81	contig_94	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	64433	3318579	3254148	ec_ill_ec_contig30	contig_94	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	3319134	3318649	ec_ill_ec_contig104	contig_94	91.77		True
local misassembly [fragmentation of reference genome]
1	10296	3329525	3319230	ec_ill_ec_contig58	contig_94	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	576	3329526	3330033	ec_ill_ec_contig95	contig_94	95.43		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1347	3330034	3331380	ec_ill_ec_contig78	contig_94	100.0		True
translocation
26439	26892	3331381	3331834	ec_ill_ec_contig47	contig_94	100.0		True
fake: not a misassembly [fragmentation of reference genome]
71159	71855	3332635	3331937	ec_ill_ec_contig25	contig_94	96.28		True
translocation
1	2582	3332831	3335410	ec_ill_ec_contig71	contig_94	99.88		True
translocation
124	1802	3335776	3337454	ec_ill_ec_contig61	contig_94	93.16		True
translocation
1	31854	3337455	3369290	ec_ill_ec_contig40	contig_94	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	670	3369291	3369905	ec_ill_ec_contig92	contig_94	99.4		True
fake: not a misassembly [fragmentation of reference genome]
1	507	3370149	3370655	ec_ill_ec_contig104	contig_94	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	7319	3378041	3370723	ec_ill_ec_contig62	contig_94	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	569	3378557	3378042	ec_ill_ec_contig97	contig_94	96.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	31737	3378558	3410289	ec_ill_ec_contig41	contig_94	99.98		True
local misassembly [fragmentation of reference genome]
22	300	3410385	3410663	ec_ill_ec_contig104	contig_94	91.77		True
local misassembly [fragmentation of reference genome]
1	111329	3410664	3521992	ec_ill_ec_contig11	contig_94	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	110908	3522272	3633177	ec_ill_ec_contig13	contig_94	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	573	3633178	3633695	ec_ill_ec_contig96	contig_94	99.36		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	967	3634662	3633696	ec_ill_ec_contig85	contig_94	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	592	3635199	3634663	ec_ill_ec_contig93	contig_94	98.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	839	3635200	3636040	ec_ill_ec_contig88	contig_94	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1084	3637124	3636041	ec_ill_ec_contig82	contig_94	98.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	937	3637125	3638006	ec_ill_ec_contig86	contig_94	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	580	3638007	3638531	ec_ill_ec_contig100	contig_94	99.48		True
fake: not a misassembly [fragmentation of reference genome]
1	19021	3657997	3638979	ec_ill_ec_contig50	contig_94	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	125137	3783248	3658117	ec_ill_ec_contig9	contig_94	99.97		True
local misassembly [fragmentation of reference genome]
1	71131	3854533	3783373	ec_ill_ec_contig26	contig_94	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	3119	3855415	3858533	ec_ill_ec_contig69	contig_94	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	38051	3859147	3897197	ec_ill_ec_contig38	contig_94	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	3898319	3897198	ec_ill_ec_contig80	contig_94	99.35		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	70438	3968755	3898320	ec_ill_ec_contig27	contig_94	100.0		True
translocation
1	395	3969150	3968756	ec_ill_ec_contig9	contig_94	96.9		True
fake: not a misassembly [fragmentation of reference genome]
70844	71136	3969562	3969270	ec_ill_ec_contig26	contig_94	99.32		True
translocation
1	595	3970362	3969768	ec_ill_ec_contig99	contig_94	100.0		True
translocation
9004	9482	3970841	3970363	ec_ill_ec_contig55	contig_94	96.15		True
translocation
1	292	3971133	3970842	ec_ill_ec_contig13	contig_94	97.96		True
local misassembly [fragmentation of reference genome]
22	507	3971996	3972481	ec_ill_ec_contig104	contig_94	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	13785	3986333	3972549	ec_ill_ec_contig56	contig_94	100.0		True
translocation
18517	19021	3986334	3986838	ec_ill_ec_contig50	contig_94	94.43		True
fake: not a misassembly [fragmentation of reference genome]
56	580	3987810	3987286	ec_ill_ec_contig100	contig_94	99.66		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	920	3988675	3987811	ec_ill_ec_contig87	contig_94	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1084	3988676	3989758	ec_ill_ec_contig82	contig_94	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	839	3990597	3989759	ec_ill_ec_contig88	contig_94	95.2		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	647	3990598	3991189	ec_ill_ec_contig93	contig_94	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	550	3991190	3991684	ec_ill_ec_contig102	contig_94	100.0		True
translocation
551	912	3991685	3992046	ec_ill_ec_contig85	contig_94	94.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	628	3992620	3992047	ec_ill_ec_contig96	contig_94	99.05		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	57666	3992621	4050284	ec_ill_ec_contig3	contig_94	99.96		True
local misassembly
57763	229060	4050285	4221586	ec_ill_ec_contig3	contig_94	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	4221587	4222818	ec_ill_ec_contig79	contig_94	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98775	4222819	4321592	ec_ill_ec_contig18	contig_94	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	4322145	4321660	ec_ill_ec_contig104	contig_94	91.77		True
local misassembly [fragmentation of reference genome]
1	12868	4322241	4335108	ec_ill_ec_contig57	contig_94	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	31688	4366796	4335109	ec_ill_ec_contig42	contig_94	100.0		True
local misassembly [fragmentation of reference genome]
22	507	4366892	4367377	ec_ill_ec_contig104	contig_94	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	18741	4386182	4367445	ec_ill_ec_contig51	contig_94	99.98		True
translocation
124743	125137	4386183	4386577	ec_ill_ec_contig9	contig_94	97.18		True
fake: not a misassembly [fragmentation of reference genome]
1	384	4386697	4387080	ec_ill_ec_contig50	contig_94	98.97		True
translocation
1	14377	4401458	4387081	ec_ill_ec_contig55	contig_94	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1029	4401459	4402432	ec_ill_ec_contig82	contig_94	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1970	4402433	4404402	ec_ill_ec_contig74	contig_94	100.0		True
translocation
569	912	4404403	4404746	ec_ill_ec_contig85	contig_94	93.66		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	628	4405320	4404747	ec_ill_ec_contig96	contig_94	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	27345	4405321	4432665	ec_ill_ec_contig46	contig_94	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	4432666	4433120	ec_ill_ec_contig101	contig_94	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	7694	4440812	4433121	ec_ill_ec_contig61	contig_94	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	576	4441388	4440813	ec_ill_ec_contig95	contig_94	99.05		True
fake: not a misassembly [fragmentation of reference genome]
56	2582	4444128	4441604	ec_ill_ec_contig71	contig_94	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	97294	4444129	4541417	ec_ill_ec_contig19	contig_94	99.99		True
local misassembly [fragmentation of reference genome]
22	507	4541513	4541998	ec_ill_ec_contig104	contig_94	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	15362	4542066	4557450	ec_ill_ec_contig54	contig_94	99.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	541	4557942	4557451	ec_ill_ec_contig98	contig_94	99.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	207387	4557943	4765326	ec_ill_ec_contig2	contig_94	99.98		True
CONTIG	contig_94	4765326	misassembled
61742	62411	3592	4261	ec_ill_ec_contig18	contig_93	90.46		True
unknown
86744	86895	29114	29265	ec_ill_ec_contig18	contig_93	90.13		True
unknown
12548	12902	52538	52887	ec_ill_ec_contig57	contig_93	95.77		True
unknown
1447	1674	98662	98884	ec_ill_ec_contig46	contig_93	91.67		True
unknown
2541	2622	99751	99832	ec_ill_ec_contig46	contig_93	100.0		True
unknown
2522	2618	100702	100798	ec_ill_ec_contig46	contig_93	100.0		True
unknown
8170	9572	161890	163292	ec_ill_ec_contig19	contig_93	90.16		True
unknown
12488	12610	165498	165620	ec_ill_ec_contig19	contig_93	97.56		True
unknown
15784	15923	168900	169039	ec_ill_ec_contig19	contig_93	91.43		True
unknown
40775	41026	193976	194227	ec_ill_ec_contig19	contig_93	90.87		True
unknown
58890	58964	212020	212094	ec_ill_ec_contig19	contig_93	90.67		True
unknown
61030	61150	213972	214092	ec_ill_ec_contig19	contig_93	91.74		True
unknown
27576	28083	266999	267506	ec_ill_ec_contig45	contig_93	90.16		True
unknown
74525	74661	330880	331016	ec_ill_ec_contig2	contig_93	94.89		True
unknown
87016	87392	343610	343986	ec_ill_ec_contig2	contig_93	91.51		True
unknown
88970	89054	346190	346274	ec_ill_ec_contig2	contig_93	94.12		True
unknown
90776	90885	347994	348103	ec_ill_ec_contig2	contig_93	96.36		True
unknown
115894	115994	373805	373905	ec_ill_ec_contig2	contig_93	90.1		True
unknown
116001	116173	373912	374084	ec_ill_ec_contig2	contig_93	90.75		True
unknown
116175	116319	374085	374229	ec_ill_ec_contig2	contig_93	92.41		True
unknown
116478	116578	374388	374488	ec_ill_ec_contig2	contig_93	98.02		True
unknown
196299	196405	434805	434911	ec_ill_ec_contig2	contig_93	91.59		True
unknown
196584	196673	435240	435329	ec_ill_ec_contig2	contig_93	92.22		True
unknown
198947	199040	437792	437885	ec_ill_ec_contig2	contig_93	93.62		True
unknown
199046	199280	437891	438125	ec_ill_ec_contig2	contig_93	91.49		True
unknown
199282	200896	438126	439740	ec_ill_ec_contig2	contig_93	90.96		True
unknown
202553	203560	441397	442404	ec_ill_ec_contig2	contig_93	90.87		True
unknown
206545	206771	445367	445593	ec_ill_ec_contig2	contig_93	90.75		True
unknown
207297	208650	446112	447465	ec_ill_ec_contig2	contig_93	91.58		True
unknown
216758	217642	455630	456514	ec_ill_ec_contig2	contig_93	91.19		True
unknown
217647	218068	456519	456940	ec_ill_ec_contig2	contig_93	90.76		True
unknown
219863	220255	458734	459126	ec_ill_ec_contig2	contig_93	92.88		True
unknown
260093	260274	505526	505707	ec_ill_ec_contig2	contig_93	93.41		True
unknown
260304	260384	505745	505825	ec_ill_ec_contig2	contig_93	95.06		True
unknown
264542	264717	509981	510156	ec_ill_ec_contig2	contig_93	90.91		True
unknown
264719	265011	510157	510449	ec_ill_ec_contig2	contig_93	90.44		True
unknown
309999	310091	538032	538124	ec_ill_ec_contig2	contig_93	95.7		True
unknown
310109	310261	538145	538297	ec_ill_ec_contig2	contig_93	94.12		True
unknown
312315	312687	540356	540728	ec_ill_ec_contig2	contig_93	91.15		True
unknown
198093	198176	541130	541047	ec_ill_ec_contig4	contig_93	100.0		True
unknown
197996	198092	541344	541248	ec_ill_ec_contig4	contig_93	98.97		True
unknown
187963	188417	551307	550853	ec_ill_ec_contig4	contig_93	91.5		True
unknown
182975	186967	556428	552432	ec_ill_ec_contig4	contig_93	90.47		True
unknown
125195	125765	613474	612904	ec_ill_ec_contig4	contig_93	90.72		True
unknown
107352	107645	621351	621058	ec_ill_ec_contig4	contig_93	91.5		True
unknown
93553	95187	638658	637024	ec_ill_ec_contig4	contig_93	91.68		True
unknown
91893	91963	640319	640249	ec_ill_ec_contig4	contig_93	90.14		True
unknown
83293	83551	672570	672312	ec_ill_ec_contig4	contig_93	90.35		True
unknown
81806	81888	674076	673994	ec_ill_ec_contig4	contig_93	96.39		True
unknown
81710	81786	674174	674098	ec_ill_ec_contig4	contig_93	90.91		True
unknown
66243	66575	695194	694862	ec_ill_ec_contig4	contig_93	92.49		True
unknown
64538	64603	696910	696845	ec_ill_ec_contig4	contig_93	96.97		True
unknown
63895	63959	697627	697563	ec_ill_ec_contig4	contig_93	96.92		True
unknown
40691	41457	709056	708290	ec_ill_ec_contig4	contig_93	90.61		True
unknown
40593	40672	709152	709073	ec_ill_ec_contig4	contig_93	90.0		True
unknown
40014	40099	709730	709645	ec_ill_ec_contig4	contig_93	91.86		True
unknown
38778	38998	718129	717909	ec_ill_ec_contig4	contig_93	91.86		True
unknown
34867	35084	721958	721741	ec_ill_ec_contig4	contig_93	91.82		True
unknown
30669	30832	726101	725938	ec_ill_ec_contig4	contig_93	91.46		True
unknown
30583	30667	726186	726102	ec_ill_ec_contig4	contig_93	91.76		True
unknown
17552	17673	787589	787468	ec_ill_ec_contig4	contig_93	90.16		True
unknown
17311	17548	787830	787593	ec_ill_ec_contig4	contig_93	92.02		True
unknown
16072	16815	789068	788325	ec_ill_ec_contig4	contig_93	92.47		True
unknown
12698	13574	792457	791583	ec_ill_ec_contig4	contig_93	90.08		True
unknown
9772	10174	795216	794814	ec_ill_ec_contig4	contig_93	90.07		True
unknown
9652	9743	795339	795248	ec_ill_ec_contig4	contig_93	92.39		True
unknown
3406	3586	801668	801488	ec_ill_ec_contig4	contig_93	93.92		True
unknown
25	169	805707	805565	ec_ill_ec_contig4	contig_93	97.24		True
unknown
1876	4902	808694	805679	ec_ill_ec_contig65	contig_93	97.0		True
unknown
1	1463	810475	809013	ec_ill_ec_contig65	contig_93	97.27		True
unknown
1	351	810421	810767	ec_ill_ec_contig6	contig_93	96.3		True
unknown
5624	5704	816471	816551	ec_ill_ec_contig39	contig_93	91.36		True
unknown
5705	6050	816553	816898	ec_ill_ec_contig39	contig_93	91.33		True
unknown
6054	6151	816899	816996	ec_ill_ec_contig39	contig_93	92.86		True
unknown
6183	6300	817028	817145	ec_ill_ec_contig39	contig_93	90.68		True
unknown
12751	13132	823775	824156	ec_ill_ec_contig39	contig_93	97.64		True
unknown
13134	13897	824157	824920	ec_ill_ec_contig39	contig_93	92.54		True
unknown
13898	14864	824935	825901	ec_ill_ec_contig39	contig_93	92.14		True
unknown
15004	15150	826053	826199	ec_ill_ec_contig39	contig_93	91.16		True
unknown
18536	18631	829583	829678	ec_ill_ec_contig39	contig_93	91.67		True
unknown
19292	19493	831043	831244	ec_ill_ec_contig39	contig_93	92.57		True
unknown
22061	22287	833813	834038	ec_ill_ec_contig39	contig_93	94.71		True
unknown
24143	24530	852779	853165	ec_ill_ec_contig39	contig_93	97.17		True
unknown
27168	27363	883852	884047	ec_ill_ec_contig15	contig_93	90.82		True
unknown
28106	28170	884789	884853	ec_ill_ec_contig15	contig_93	93.85		True
unknown
35561	35647	892513	892599	ec_ill_ec_contig15	contig_93	98.85		True
unknown
41998	42421	900955	901378	ec_ill_ec_contig15	contig_93	90.8		True
unknown
45155	45384	914794	915023	ec_ill_ec_contig15	contig_93	96.09		True
unknown
