Assembly	r10_1bin_v3_1_MP	r10_1bin_v3_1_MP_helen	r10_1bin_v3_1_r1_medaka	r10_1bin_v3_1_r2_medaka	r10_1bin_v3_1_racon_r1	r10_1bin_v3_1_racon_r2	r10_1bin_v3_1_raw	r10_1bin_v3_2_MP	r10_1bin_v3_2_MP_helen	r10_1bin_v3_2_r1_medaka	r10_1bin_v3_2_r2_medaka	r10_1bin_v3_2_racon_r1	r10_1bin_v3_2_racon_r2	r10_1bin_v3_2_raw	r10_1bin_v3_3_MP	r10_1bin_v3_3_MP_helen	r10_1bin_v3_3_r1_medaka	r10_1bin_v3_3_r2_medaka	r10_1bin_v3_3_racon_r1	r10_1bin_v3_3_racon_r2	r10_1bin_v3_3_raw
# scaffold gap ext. mis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# scaffold gap loc. mis.	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# unaligned mis. contigs	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
# unaligned contigs	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part
Unaligned length	22081849	22080589	22083857	22083004	22078751	22079208	22105818	22081986	22078925	22087757	22086216	22079638	22078846	22110721	22082572	22082851	22086862	22087029	22079596	22077757	22161154
Genome fraction (%)	99.943	99.820	99.935	99.907	99.922	99.847	99.861	99.943	99.943	99.925	99.917	99.918	99.906	99.871	99.940	99.563	99.931	99.904	99.898	99.887	97.222
Duplication ratio	1.105	1.104	1.102	1.098	1.099	1.097	1.084	1.104	1.104	1.102	1.097	1.098	1.096	1.082	1.106	1.106	1.104	1.100	1.100	1.099	1.084
# N's per 100 kbp	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.42
# mismatches per 100 kbp	270.08	265.81	302.64	287.64	275.85	268.23	371.64	268.64	267.86	306.11	283.01	270.92	271.51	353.64	266.21	265.05	314.68	287.76	272.09	272.50	430.73
# indels per 100 kbp	11.20	10.99	15.96	13.81	58.54	52.15	353.56	12.25	12.30	24.22	23.78	57.71	53.67	348.87	13.19	18.42	25.28	22.68	61.55	55.79	386.63
Largest alignment	177203	177206	173114	177197	173007	176953	177003	177207	177205	176692	177223	176539	176977	176989	177207	177205	176690	177221	176516	177081	177003
Total aligned length	1986954	1983466	1982055	1974626	1975300	1970998	1951247	1986418	1985600	1983720	1973807	1974649	1971207	1944429	1989466	1981684	1985611	1977829	1978762	1975038	1899177
NGA50	89791	69719	89789	81643	89762	81544	69730	89789	89686	89796	81639	89773	81573	69730	81648	81650	82129	81623	82063	81556	69730
NGA75	35033	35032	34852	35032	34818	35027	34946	35032	35032	35034	35034	34888	34991	34946	35504	35503	35510	34844	35453	34812	34788
LGA50	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8
LGA75	17	18	17	17	17	17	18	17	17	17	17	17	17	18	17	17	17	17	17	17	19
