Assembly	r10_1bin_v2_1_MP	r10_1bin_v2_1_MP_helen	r10_1bin_v2_1_r1_medaka	r10_1bin_v2_1_r2_medaka	r10_1bin_v2_1_racon_r1	r10_1bin_v2_1_racon_r2	r10_1bin_v2_1_raw	r10_1bin_v2_2_MP	r10_1bin_v2_2_MP_helen	r10_1bin_v2_2_r1_medaka	r10_1bin_v2_2_r2_medaka	r10_1bin_v2_2_racon_r1	r10_1bin_v2_2_racon_r2	r10_1bin_v2_2_raw	r10_1bin_v2_3_MP	r10_1bin_v2_3_MP_helen	r10_1bin_v2_3_r1_medaka	r10_1bin_v2_3_r2_medaka	r10_1bin_v2_3_racon_r1	r10_1bin_v2_3_racon_r2	r10_1bin_v2_3_raw
# scaffold gap ext. mis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# unaligned mis. contigs	6	6	6	6	6	6	5	6	6	6	6	6	6	5	6	6	6	6	6	6	5
# unaligned contigs	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part	0 + 7 part
Unaligned length	21275184	21271369	21272515	21264526	21261875	21256848	21322161	21274830	21271766	21273207	21261392	21263246	21251966	21319606	21276777	21274939	21276207	21271604	21266299	21259924	21322355
Genome fraction (%)	99.544	99.544	99.544	99.544	99.544	99.544	99.538	99.546	99.546	99.546	99.546	99.546	99.546	99.538	99.544	99.544	99.544	99.544	99.544	99.544	99.542
Duplication ratio	1.046	1.045	1.046	1.046	1.045	1.046	1.023	1.046	1.045	1.045	1.046	1.045	1.046	1.024	1.046	1.045	1.046	1.045	1.046	1.046	1.024
# N's per 100 kbp	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
# mismatches per 100 kbp	285.92	254.62	291.08	290.00	293.81	295.64	239.47	286.85	257.08	286.29	291.04	285.43	301.68	247.05	282.23	249.35	286.00	281.93	295.86	300.87	253.91
# indels per 100 kbp	110.28	36.24	76.02	76.51	113.15	112.96	158.10	110.83	43.48	74.97	76.47	111.84	113.00	158.44	109.30	36.20	78.75	76.36	116.44	114.72	166.69
Largest alignment	948911	948326	948729	948885	949115	949144	1350532	948860	948231	948835	948866	949154	949225	1350628	948871	948280	948767	948765	949279	949277	1350546
Total aligned length	2798182	2796557	2797987	2798237	2796620	2797619	2736761	2797598	2795931	2796634	2797507	2794585	2798524	2739446	2797269	2795665	2797408	2796491	2797357	2799174	2739173
NGA50	480596	480303	480562	480561	480718	480741	1350532	480537	480269	480493	480521	480640	480678	1350628	480545	480260	480568	480554	480717	480743	1350546
NGA75	297928	297766	297941	297940	298042	298058	297825	381468	381229	381432	381438	381558	381595	381298	381472	381287	381501	381495	381608	381620	381395
LGA50	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	1
LGA75	4	4	4	4	4	4	3	4	4	4	4	4	4	3	4	4	4	4	4	4	3
