Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r10_1bin_2_r2_medaka	8	8	8	8	30853556	30853556	30853556	30853556	8	6792241	30853556	6728151	49.50	66.21	4758127	6792241	2992073	6792241	3	1	5	1	6	1	6792241	11	0	0	6	0 + 8 part	24034276	99.894	1.015	0.00	55.93	3.60	1643848	6815528	1274469	1070329	3	4
r10_1bin_2_racon_r1	8	8	8	8	30851814	30851814	30851814	30851814	8	6791556	30851814	6728151	49.49	66.21	4757960	6791556	2991915	6791556	3	1	5	1	6	1	6791556	11	0	0	7	0 + 8 part	24033602	99.894	1.014	0.00	58.01	15.18	1643635	6814460	1274310	1070253	3	4
r10_1bin_2_racon_r2	8	8	8	8	30847462	30847462	30847462	30847462	8	6791638	30847462	6728151	49.49	66.21	4757842	6791638	2991980	6791638	3	1	5	1	6	1	6791638	11	0	0	6	0 + 8 part	24029057	99.894	1.015	0.00	58.03	14.27	1643680	6814653	1274344	1070241	3	4
r10_1bin_2_raw	8	8	8	8	30848967	30848967	30848967	30848967	8	6787718	30848967	6728151	49.48	66.21	4756101	6787718	2990633	6787718	3	1	5	1	10	1	6787718	29	0	0	7	0 + 8 part	24077281	99.864	1.008	0.00	65.32	96.71	2098268	6769200	1471391	610115	2	4
r10_1bin_3_MP	8	8	8	8	30867262	30867262	30867262	30867262	8	6792253	30867262	6728151	49.50	66.21	4758939	6792253	2992084	6792253	3	1	5	1	6	1	6792253	11	0	0	7	0 + 8 part	24048374	99.894	1.015	0.00	58.25	5.48	1643841	6815136	1274471	1070337	3	4
r10_1bin_3_MP_helen	8	8	8	8	30860948	30860948	30860948	30860948	8	6792197	30860948	6728151	49.51	66.21	4757830	6792197	2992069	6792197	3	1	5	1	6	1	6792197	11	0	0	7	0 + 8 part	24042085	99.894	1.015	0.00	56.11	5.13	1643830	6815111	1274461	1070325	3	4
r10_1bin_3_r1_medaka	8	8	8	8	30864440	30864440	30864440	30864440	8	6792245	30864440	6728151	49.50	66.21	4758588	6792245	2992075	6792245	3	1	5	1	6	1	6792245	11	0	0	7	0 + 8 part	24044672	99.894	1.015	0.00	56.54	3.63	1643850	6816016	1274469	1070331	3	4
r10_1bin_3_r2_medaka	8	8	8	8	30857304	30857304	30857304	30857304	8	6792241	30857304	6728151	49.50	66.21	4758127	6792241	2992075	6792241	3	1	5	1	6	1	6792241	11	0	0	7	0 + 8 part	24037472	99.894	1.015	0.00	56.58	3.60	1643848	6816080	1274469	1070329	3	4
r10_1bin_3_racon_r1	8	8	8	8	30851650	30851650	30851650	30851650	8	6791556	30851650	6728151	49.49	66.21	4757931	6791556	2991930	6791556	3	1	5	1	6	1	6791556	11	0	0	7	0 + 8 part	24033069	99.894	1.015	0.00	58.47	15.18	1643635	6814829	1274310	1070253	3	4
r10_1bin_3_racon_r2	8	8	8	8	30848018	30848018	30848018	30848018	8	6791638	30848018	6728151	49.49	66.21	4757812	6791638	2991998	6791638	3	1	5	1	6	1	6791638	11	0	0	7	0 + 8 part	24029095	99.894	1.015	0.00	58.92	14.27	1643680	6815171	1274344	1070241	3	4
r10_1bin_3_raw	8	8	8	8	30849309	30849309	30849309	30849309	8	6787718	30849309	6728151	49.48	66.21	4756002	6787718	2990669	6787718	3	1	5	1	10	1	6787718	29	0	0	6	0 + 8 part	24077965	99.864	1.008	0.00	65.22	96.89	2098268	6768858	1471391	610115	2	4
