Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r2_medaka_r10_2	8	8	8	8	30852160	30852160	30852160	30852160	8	6792246	30852160	6728151	49.50	66.21	4758113	6792246	2992073	6792246	3	1	5	1	6	1	6792246	11	0	0	7	0 + 8 part	24032946	99.893	1.015	0.00	55.81	3.53	2052214	6815462	1643848	1070329	2	4
r2_medaka_r10_3	8	8	8	8	30863991	30863991	30863991	30863991	8	6792246	30863991	6728151	49.50	66.21	4758100	6792246	2992046	6792246	3	1	5	1	6	1	6792246	11	0	0	7	0 + 8 part	24045173	99.893	1.015	0.00	55.32	3.53	2052214	6815066	1643848	1070329	2	4
racon_r1_r10_1	8	8	8	8	30855559	30855559	30855559	30855559	8	6791651	30855559	6728151	49.49	66.21	4757969	6791651	2991930	6791651	3	1	5	1	6	1	6791651	11	0	0	7	0 + 8 part	24037225	99.893	1.015	0.00	58.36	13.38	2052074	6814582	1643672	1070253	2	4
racon_r1_r10_2	8	8	8	8	30852449	30852449	30852449	30852449	8	6791651	30852449	6728151	49.49	66.21	4758019	6791651	2991945	6791651	3	1	5	1	6	1	6791651	11	0	0	7	0 + 8 part	24033987	99.893	1.015	0.00	58.27	13.35	2052074	6814710	1643672	1070253	2	4
racon_r1_r10_3	8	8	8	8	30856954	30856954	30856954	30856954	8	6791651	30856954	6728151	49.49	66.21	4757945	6791651	2991935	6791651	3	1	5	1	6	1	6791651	11	0	0	7	0 + 8 part	24038867	99.893	1.014	0.00	57.72	13.35	2052074	6814335	1643672	1070253	2	4
racon_r2_r10_1	8	8	8	8	30853010	30853010	30853010	30853010	8	6791761	30853010	6728151	49.49	66.21	4757915	6791761	2991941	6791761	3	1	5	1	6	1	6791761	12	0	0	7	0 + 8 part	24035253	99.893	1.014	0.00	56.99	11.65	2052082	6814005	1643712	1070270	2	4
racon_r2_r10_2	8	8	8	8	30845161	30845161	30845161	30845161	8	6791761	30845161	6728151	49.49	66.21	4757917	6791761	2991986	6791761	3	1	5	1	6	1	6791761	12	0	0	7	0 + 8 part	24027281	99.893	1.014	0.00	57.14	11.65	2052082	6814128	1643712	1070270	2	4
racon_r2_r10_3	8	8	8	8	30854277	30854277	30854277	30854277	8	6791761	30854277	6728151	49.50	66.21	4757899	6791761	2991949	6791761	3	1	5	1	6	1	6791761	12	0	0	7	0 + 8 part	24036224	99.893	1.014	0.00	57.42	11.70	2052082	6814301	1643712	1070270	2	4
raw_r10_1	8	8	8	8	30851140	30851140	30851140	30851140	8	6788581	30851140	6728151	49.48	66.21	4756101	6788581	2990626	6788581	3	1	5	1	10	1	6788581	25	0	0	7	0 + 8 part	24079168	99.878	1.008	0.00	64.72	97.12	2098630	6769497	1471418	610213	2	4
raw_r10_2	8	8	8	8	30849756	30849756	30849756	30849756	8	6788581	30849756	6728151	49.48	66.21	4755953	6788581	2990624	6788581	3	1	5	1	10	1	6788581	25	0	0	7	0 + 8 part	24077042	99.878	1.008	0.00	65.88	97.03	2098630	6770239	1471418	610213	2	4
raw_r10_3	8	8	8	8	30850081	30850081	30850081	30850081	8	6788581	30850081	6728151	49.48	66.21	4755682	6788581	2990626	6788581	3	1	5	1	10	1	6788581	25	0	0	7	0 + 8 part	24078026	99.878	1.008	0.00	64.69	97.21	2098630	6769580	1471418	610213	2	4
